,t1_captain,t2_captain,t1_formation,t2_formation,t1_possesion,t2_possesion,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_cards,t2_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
0,Josh Cullen,Kevin De Bruyne,(5-4-1),(4-2-3-1),35%,65%,313 of 395 — 79%,89% — 655 of 740,1 of 6 — 17%,47% — 8 of 17,5 of 8 — 62%,100% — 1 of 1,,,11,8,6,5,7,15,496,835,12,17,7,4,13,13,16,7,0,1,5,7,15,13,65,77
