Giden_Sayisi,Gelen_Sayisi,Transfer_Geliri,Kulup_Basina_Gelir,Oyuncu_Basina_Gelir,Transfer_Gideri,Kulup_Basina_Gider,Oyuncu_Basina_Gider,Toplam_Bilanco,Kulup_Basina_Bilanco,Oyuncu_Basina_Bilanco
332,338,652.405.000,36.244.722,1.965.075,557.343.000,30.963.500,1.648.944,95.062.000,5.281.222,316.132
