Giden_Sayisi,Gelen_Sayisi,Transfer_Geliri,Kulup_Basina_Gelir,Oyuncu_Basina_Gelir,Transfer_Gideri,Kulup_Basina_Gider,Oyuncu_Basina_Gider,Toplam_Bilanco,Kulup_Basina_Bilanco,Oyuncu_Basina_Bilanco
308,303,43.958.000,2.747.375,142.721,29.576.000,1.848.500,97.611,14.382.000,898.875,45.110
