Giden_Sayisi,Gelen_Sayisi,Transfer_Geliri,Kulup_Basina_Gelir,Oyuncu_Basina_Gelir,Transfer_Gideri,Kulup_Basina_Gider,Oyuncu_Basina_Gider,Toplam_Bilanco,Kulup_Basina_Bilanco,Oyuncu_Basina_Bilanco
350,371,453.958.170,22.697.909,1.297.023,1.582.801.000,79.140.050,4.266.310,-1.128.842.830,-56.442.142,-2.969.287
