Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,game_id
1.0,Sat,2023-08-19,18:30,Frosinone,Napoli,0.9,1.5,1–3,15822.0,Matteo Marcenaro,2023-2024,0
1.0,Sat,2023-08-19,18:30,Empoli,Hellas Verona,0.7,0.5,0–1,7940.0,Luca Massimi,2023-2024,1
1.0,Sat,2023-08-19,20:45,Inter,Monza,2.7,0.8,2–0,72509.0,Andrea Colombo,2023-2024,2
1.0,Sat,2023-08-19,20:45,Genoa,Fiorentina,0.2,1.0,1–4,33045.0,Giovanni Ayroldi,2023-2024,3
1.0,Sun,2023-08-20,18:30,Sassuolo,Atalanta,0.4,1.3,0–2,12298.0,Matteo Marchetti,2023-2024,4
1.0,Sun,2023-08-20,18:30,Roma,Salernitana,1.9,0.1,2–2,62050.0,Ermanno Feliciani,2023-2024,5
1.0,Sun,2023-08-20,20:45,Lecce,Lazio,1.4,1.6,2–1,29081.0,Federico Dionisi,2023-2024,6
1.0,Sun,2023-08-20,20:45,Udinese,Juventus,1.0,1.8,0–3,24911.0,Antonio Rapuano,2023-2024,7
1.0,Mon,2023-08-21,18:30,Torino,Cagliari,1.0,0.4,0–0,20296.0,Francesco Cosso,2023-2024,8
1.0,Mon,2023-08-21,20:45,Bologna,Milan,1.0,0.9,0–2,30203.0,Luca Pairetto,2023-2024,9
2.0,Sat,2023-08-26,18:30,Frosinone,Atalanta,0.7,1.6,2–1,13426.0,Juan Sacchi,2023-2024,11
2.0,Sat,2023-08-26,18:30,Monza,Empoli,2.0,1.0,2–0,8155.0,Gianluca Aureliano,2023-2024,12
2.0,Sat,2023-08-26,20:45,Hellas Verona,Roma,0.7,1.5,2–1,23147.0,Daniele Doveri,2023-2024,13
2.0,Sat,2023-08-26,20:45,Milan,Torino,3.0,0.5,4–1,72013.0,Maurizio Mariani,2023-2024,14
2.0,Sun,2023-08-27,18:30,Juventus,Bologna,0.8,0.5,1–1,36107.0,Marco Di Bello,2023-2024,15
2.0,Sun,2023-08-27,18:30,Fiorentina,Lecce,1.3,0.3,2–2,34604.0,Maria Sole Ferrieri Caputi,2023-2024,16
2.0,Sun,2023-08-27,20:45,Napoli,Sassuolo,3.5,0.2,2–0,46925.0,Antonio Giua,2023-2024,17
