Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,game_id
3.0,Sun,2021-08-29,19:30,Rayo Vallecano,Granada,2.2,0.5,4–0,583.0,Jesús Gil,2021-2022,29
3.0,Sun,2021-08-29,19:30,Cádiz,Osasuna,1.6,2.4,2–3,7452.0,Adrián Cordero,2021-2022,30
3.0,Sun,2021-08-29,22:00,Atlético Madrid,Villarreal,1.7,0.3,2–2,26840.0,César Soto,2021-2022,31
4.0,Sat,2021-09-11,18:30,Levante,Rayo Vallecano,1.0,2.2,1–1,12974.0,Hsu Jason,2021-2022,33
4.0,Sat,2021-09-11,21:00,Athletic Club,Mallorca,1.4,0.2,2–0,14566.0,Jorge Figueroa,2021-2022,34
4.0,Sun,2021-09-12,14:00,Espanyol,Atlético Madrid,0.4,0.8,1–2,15321.0,Juan Martínez,2021-2022,35
4.0,Sun,2021-09-12,16:15,Osasuna,Valencia,0.6,0.9,1–4,13940.0,Ricardo de Burgos,2021-2022,36
4.0,Sun,2021-09-12,18:30,Cádiz,Real Sociedad,0.3,1.9,0–2,11826.0,Alejandro Muñíz,2021-2022,37
4.0,Sun,2021-09-12,21:00,Real Madrid,Celta Vigo,3.2,1.8,5–2,19874.0,José Sánchez,2021-2022,38
4.0,Mon,2021-09-13,20:00,Getafe,Elche,0.3,0.8,0–1,6853.0,Mario Melero,2021-2022,39
4.0,Mon,2021-09-13,22:00,Granada,Betis,0.6,2.3,1–2,10201.0,Guillermo Cuadra,2021-2022,40
5.0,Fri,2021-09-17,21:00,Celta Vigo,Cádiz,1.0,1.1,1–2,6754.0,Isidro Díaz de Mera,2021-2022,42
5.0,Sat,2021-09-18,14:00,Rayo Vallecano,Getafe,2.2,1.1,3–0,3280.0,Adrián Cordero,2021-2022,43
5.0,Sat,2021-09-18,16:15,Atlético Madrid,Athletic Club,0.9,1.0,0–0,38798.0,Jesús Gil,2021-2022,44
5.0,Sat,2021-09-18,18:30,Elche,Levante,0.4,1.1,1–1,11507.0,Miguel Ángel Ortiz Arias,2021-2022,45
5.0,Sat,2021-09-18,21:00,Alavés,Osasuna,0.5,1.4,0–2,8176.0,Alejandro Hernández,2021-2022,46
5.0,Sun,2021-09-19,14:00,Mallorca,Villarreal,0.5,1.4,0–0,9168.0,Carlos del Cerro,2021-2022,47
5.0,Sun,2021-09-19,16:15,Real Sociedad,Sevilla,1.3,0.5,0–0,23757.0,Antonio Matéu Lahoz,2021-2022,48
5.0,Sun,2021-09-19,18:30,Betis,Espanyol,1.9,1.1,2–2,30189.0,César Soto,2021-2022,49
5.0,Sun,2021-09-19,21:00,Valencia,Real Madrid,0.9,1.3,1–2,26689.0,Pablo González,2021-2022,50
5.0,Mon,2021-09-20,21:00,Barcelona,Granada,1.8,0.8,1–1,27097.0,Santiago Jaime,2021-2022,51
6.0,Tue,2021-09-21,19:30,Getafe,Atlético Madrid,0.3,1.1,1–2,8950.0,Guillermo Cuadra,2021-2022,53
6.0,Tue,2021-09-21,22:00,Levante,Celta Vigo,1.7,0.7,0–2,11989.0,Jorge Figueroa,2021-2022,54
6.0,Tue,2021-09-21,22:00,Athletic Club,Rayo Vallecano,0.9,1.0,1–2,16236.0,José Luis Munuera,2021-2022,55
6.0,Wed,2021-09-22,19:30,Sevilla,Valencia,1.0,0.4,3–1,23654.0,José Sánchez,2021-2022,56
6.0,Wed,2021-09-22,19:30,Espanyol,Alavés,1.7,0.5,1–0,14254.0,Mario Melero,2021-2022,57
6.0,Wed,2021-09-22,22:00,Real Madrid,Mallorca,2.6,1.4,6–1,20113.0,Hsu Jason,2021-2022,58
6.0,Wed,2021-09-22,22:00,Villarreal,Elche,3.2,1.2,4–1,8234.0,Alejandro Muñíz,2021-2022,59
6.0,Thu,2021-09-23,19:30,Osasuna,Betis,1.0,2.4,1–3,13758.0,Juan Martínez,2021-2022,60
6.0,Thu,2021-09-23,19:30,Granada,Real Sociedad,1.3,1.7,2–3,9552.0,Valentín Pizarro,2021-2022,61
6.0,Thu,2021-09-23,22:00,Cádiz,Barcelona,1.3,0.4,0–0,12180.0,Carlos del Cerro,2021-2022,62
7.0,Sat,2021-09-25,14:00,Alavés,Atlético Madrid,0.7,0.7,1–0,9836.0,Antonio Matéu Lahoz,2021-2022,64
7.0,Sat,2021-09-25,16:15,Valencia,Athletic Club,0.9,0.8,1–1,13680.0,Alejandro Hernández,2021-2022,65
7.0,Sat,2021-09-25,18:30,Sevilla,Espanyol,1.8,0.7,2–0,23956.0,Pablo González,2021-2022,66
7.0,Sat,2021-09-25,21:00,Real Madrid,Villarreal,1.1,0.5,0–0,23985.0,Jesús Gil,2021-2022,67
7.0,Sun,2021-09-26,14:00,Mallorca,Osasuna,2.6,0.9,2–3,9359.0,Miguel Ángel Ortiz Arias,2021-2022,68
7.0,Sun,2021-09-26,16:15,Barcelona,Levante,2.9,0.8,3–0,35334.0,Isidro Díaz de Mera,2021-2022,69
7.0,Sun,2021-09-26,18:30,Rayo Vallecano,Cádiz,1.3,1.0,3–1,5903.0,Ricardo de Burgos,2021-2022,70
7.0,Sun,2021-09-26,18:30,Real Sociedad,Elche,2.4,0.5,1–0,23941.0,Adrián Cordero,2021-2022,71
7.0,Sun,2021-09-26,21:00,Betis,Getafe,1.9,0.6,2–0,29825.0,Santiago Jaime,2021-2022,72
7.0,Mon,2021-09-27,21:00,Celta Vigo,Granada,1.3,0.8,1–0,6375.0,César Soto,2021-2022,73
8.0,Fri,2021-10-01,21:00,Athletic Club,Alavés,2.0,0.9,1–0,28665.0,Carlos del Cerro,2021-2022,75
8.0,Sat,2021-10-02,14:00,Osasuna,Rayo Vallecano,0.5,0.2,1–0,19238.0,Mario Melero,2021-2022,76
8.0,Sat,2021-10-02,16:15,Mallorca,Levante,0.6,1.2,1–0,11803.0,Alejandro Muñíz,2021-2022,77
8.0,Sat,2021-10-02,18:30,Cádiz,Valencia,0.2,1.1,0–0,14794.0,Valentín Pizarro,2021-2022,78
8.0,Sat,2021-10-02,21:00,Atlético Madrid,Barcelona,1.2,0.7,2–0,60594.0,César Soto,2021-2022,79
8.0,Sun,2021-10-03,14:00,Elche,Celta Vigo,1.3,0.5,1–0,11299.0,José Luis Munuera,2021-2022,80
8.0,Sun,2021-10-03,16:15,Espanyol,Real Madrid,1.2,1.6,2–1,23377.0,Guillermo Cuadra,2021-2022,81
8.0,Sun,2021-10-03,18:30,Getafe,Real Sociedad,0.7,0.7,1–1,8463.0,Jorge Figueroa,2021-2022,82
8.0,Sun,2021-10-03,18:30,Villarreal,Betis,2.6,0.5,2–0,16719.0,José Sánchez,2021-2022,83
8.0,Sun,2021-10-03,21:00,Granada,Sevilla,0.1,1.3,1–0,12334.0,Hsu Jason,2021-2022,84
9.0,Sat,2021-10-16,18:30,Levante,Getafe,0.9,0.6,0–0,14551.0,Mario Melero,2021-2022,86
9.0,Sat,2021-10-16,21:00,Real Sociedad,Mallorca,0.4,0.2,1–0,30831.0,Pablo González,2021-2022,87
9.0,Sun,2021-10-17,14:00,Rayo Vallecano,Elche,1.2,0.4,2–1,6989.0,Santiago Jaime,2021-2022,88
9.0,Sun,2021-10-17,16:15,Celta Vigo,Sevilla,1.2,1.0,0–1,10774.0,Ricardo de Burgos,2021-2022,89
9.0,Sun,2021-10-17,18:30,Villarreal,Osasuna,0.5,0.6,1–2,14831.0,Adrián Cordero,2021-2022,90
9.0,Sun,2021-10-17,21:00,Barcelona,Valencia,1.9,0.4,3–1,47317.0,Jesús Gil,2021-2022,91
9.0,Mon,2021-10-18,19:00,Alavés,Betis,0.9,1.4,0–1,10227.0,Miguel Ángel Ortiz Arias,2021-2022,92
9.0,Mon,2021-10-18,21:00,Espanyol,Cádiz,1.3,0.4,2–0,15678.0,Antonio Matéu Lahoz,2021-2022,93
10.0,Fri,2021-10-22,21:00,Osasuna,Granada,1.0,0.5,1–1,21128.0,Alejandro Muñíz,2021-2022,95
10.0,Sat,2021-10-23,14:00,Valencia,Mallorca,1.8,0.6,2–2,29139.0,Carlos del Cerro,2021-2022,96
10.0,Sat,2021-10-23,16:15,Cádiz,Alavés,1.5,1.3,0–2,13790.0,Hsu Jason,2021-2022,97
10.0,Sat,2021-10-23,18:30,Elche,Espanyol,0.9,0.8,2–2,13449.0,Jorge Figueroa,2021-2022,98
10.0,Sat,2021-10-23,21:00,Athletic Club,Villarreal,2.8,0.5,2–1,38698.0,Guillermo Cuadra,2021-2022,99
10.0,Sun,2021-10-24,14:00,Sevilla,Levante,1.6,1.9,5–3,30601.0,Valentín Pizarro,2021-2022,100
10.0,Sun,2021-10-24,16:15,Barcelona,Real Madrid,1.6,1.5,1–2,86422.0,José Sánchez,2021-2022,101
10.0,Sun,2021-10-24,18:30,Betis,Rayo Vallecano,1.4,1.0,3–2,45362.0,Ricardo de Burgos,2021-2022,102
10.0,Sun,2021-10-24,21:00,Atlético Madrid,Real Sociedad,1.7,0.8,2–2,50032.0,José Luis Munuera,2021-2022,103
10.0,Mon,2021-10-25,21:00,Getafe,Celta Vigo,0.5,1.6,0–3,7630.0,Juan Martínez,2021-2022,104
11.0,Tue,2021-10-26,19:00,Alavés,Elche,1.7,0.3,1–0,10206.0,Jesús Gil,2021-2022,106
11.0,Tue,2021-10-26,21:00,Espanyol,Athletic Club,1.3,3.3,1–1,16196.0,Miguel Ángel Ortiz Arias,2021-2022,107
11.0,Tue,2021-10-26,21:30,Villarreal,Cádiz,1.7,1.4,3–3,12190.0,Alejandro Hernández,2021-2022,108
11.0,Wed,2021-10-27,19:00,Rayo Vallecano,Barcelona,0.8,2.5,1–0,9340.0,Antonio Matéu Lahoz,2021-2022,109
11.0,Wed,2021-10-27,19:00,Mallorca,Sevilla,1.5,0.8,1–1,15125.0,Santiago Jaime,2021-2022,110
11.0,Wed,2021-10-27,20:00,Betis,Valencia,2.0,1.6,4–1,43123.0,Isidro Díaz de Mera,2021-2022,111
11.0,Wed,2021-10-27,21:30,Real Madrid,Osasuna,0.7,0.5,0–0,35691.0,César Soto,2021-2022,112
11.0,Thu,2021-10-28,19:00,Celta Vigo,Real Sociedad,1.4,1.7,0–2,8726.0,Mario Melero,2021-2022,113
11.0,Thu,2021-10-28,20:00,Granada,Getafe,2.0,0.4,1–1,13651.0,Adrián Cordero,2021-2022,114
11.0,Thu,2021-10-28,21:30,Levante,Atlético Madrid,1.8,0.9,2–2,16298.0,Pablo González,2021-2022,115
12.0,Sat,2021-10-30,14:00,Elche,Real Madrid,1.1,1.1,1–2,23010.0,Ricardo de Burgos,2021-2022,117
12.0,Sat,2021-10-30,16:15,Sevilla,Osasuna,2.0,0.6,2–0,20335.0,Carlos del Cerro,2021-2022,118
12.0,Sat,2021-10-30,18:30,Valencia,Villarreal,1.1,0.8,2–0,31487.0,José Luis Munuera,2021-2022,119
12.0,Sat,2021-10-30,21:00,Barcelona,Alavés,1.3,0.9,1–1,37278.0,Jorge Figueroa,2021-2022,120
12.0,Sun,2021-10-31,14:00,Cádiz,Mallorca,1.7,0.9,1–1,11790.0,Valentín Pizarro,2021-2022,121
12.0,Sun,2021-10-31,16:15,Atlético Madrid,Betis,2.3,0.5,3–0,56838.0,Hsu Jason,2021-2022,122
12.0,Sun,2021-10-31,18:30,Getafe,Espanyol,0.8,0.6,2–1,4721.0,Alejandro Muñíz,2021-2022,123
12.0,Sun,2021-10-31,21:00,Real Sociedad,Athletic Club,1.1,1.0,1–1,37066.0,Juan Martínez,2021-2022,124
12.0,Mon,2021-11-01,18:30,Rayo Vallecano,Celta Vigo,0.6,0.6,0–0,9580.0,Adrián Cordero,2021-2022,125
12.0,Mon,2021-11-01,21:00,Levante,Granada,1.1,1.0,0–3,14512.0,José Sánchez,2021-2022,126
13.0,Fri,2021-11-05,21:00,Athletic Club,Cádiz,0.5,0.5,0–1,37581.0,Santiago Jaime,2021-2022,128
13.0,Sat,2021-11-06,14:00,Espanyol,Granada,1.6,2.0,2–0,19050.0,Isidro Díaz de Mera,2021-2022,129
13.0,Sat,2021-11-06,16:15,Celta Vigo,Barcelona,1.5,0.9,3–3,13146.0,Alejandro Hernández,2021-2022,130
13.0,Sat,2021-11-06,18:30,Alavés,Levante,1.5,0.8,2–1,12176.0,Adrián Cordero,2021-2022,131
13.0,Sat,2021-11-06,21:00,Real Madrid,Rayo Vallecano,2.1,1.4,2–1,43283.0,Pablo González,2021-2022,132
13.0,Sun,2021-11-07,14:00,Villarreal,Getafe,1.4,0.2,1–0,13504.0,Jesús Gil,2021-2022,133
13.0,Sun,2021-11-07,16:15,Valencia,Atlético Madrid,1.1,2.3,3–3,37472.0,César Soto,2021-2022,134
13.0,Sun,2021-11-07,18:30,Osasuna,Real Sociedad,0.4,1.5,0–2,21741.0,Miguel Ángel Ortiz Arias,2021-2022,135
13.0,Sun,2021-11-07,18:30,Mallorca,Elche,2.3,0.8,2–2,12933.0,Mario Melero,2021-2022,136
13.0,Sun,2021-11-07,21:00,Betis,Sevilla,0.3,1.7,0–2,50534.0,Antonio Matéu Lahoz,2021-2022,137
14.0,Fri,2021-11-19,21:00,Levante,Athletic Club,0.5,0.5,0–0,15230.0,José Luis Munuera,2021-2022,139
14.0,Sat,2021-11-20,14:00,Celta Vigo,Villarreal,1.0,2.8,1–1,10086.0,Hsu Jason,2021-2022,140
14.0,Sat,2021-11-20,16:15,Sevilla,Alavés,1.8,1.1,2–2,25208.0,Alejandro Muñíz,2021-2022,141
14.0,Sat,2021-11-20,18:30,Atlético Madrid,Osasuna,1.0,0.5,1–0,53261.0,José Sánchez,2021-2022,142
14.0,Sat,2021-11-20,21:00,Barcelona,Espanyol,1.4,1.0,1–0,74418.0,Carlos del Cerro,2021-2022,143
14.0,Sun,2021-11-21,14:00,Getafe,Cádiz,1.2,0.4,4–0,8825.0,Ricardo de Burgos,2021-2022,144
14.0,Sun,2021-11-21,16:15,Granada,Real Madrid,0.7,3.5,1–4,17460.0,Juan Martínez,2021-2022,145
14.0,Sun,2021-11-21,18:30,Elche,Betis,0.8,1.9,0–3,16127.0,Valentín Pizarro,2021-2022,146
14.0,Sun,2021-11-21,21:00,Real Sociedad,Valencia,0.3,0.7,0–0,28635.0,Mario Melero,2021-2022,147
14.0,Mon,2021-11-22,21:00,Rayo Vallecano,Mallorca,2.4,0.7,3–1,6708.0,Jorge Figueroa,2021-2022,148
15.0,Fri,2021-11-26,21:00,Athletic Club,Granada,1.1,1.1,2–2,32651.0,Adrián Cordero,2021-2022,150
15.0,Sat,2021-11-27,14:00,Alavés,Celta Vigo,0.9,1.2,1–2,10093.0,Pablo González,2021-2022,151
15.0,Sat,2021-11-27,16:15,Valencia,Rayo Vallecano,1.6,1.2,1–1,30030.0,Alejandro Hernández,2021-2022,152
15.0,Sat,2021-11-27,18:30,Mallorca,Getafe,0.4,0.8,0–0,8635.0,Santiago Jaime,2021-2022,153
15.0,Sat,2021-11-27,21:00,Villarreal,Barcelona,1.1,3.2,1–3,19050.0,César Soto,2021-2022,154
15.0,Sun,2021-11-28,14:00,Betis,Levante,2.6,0.3,3–1,45012.0,Miguel Ángel Ortiz Arias,2021-2022,155
15.0,Sun,2021-11-28,16:15,Espanyol,Real Sociedad,0.4,1.7,1–0,19935.0,Antonio Matéu Lahoz,2021-2022,156
15.0,Sun,2021-11-28,18:30,Cádiz,Atlético Madrid,1.0,3.8,1–4,16861.0,Jesús Gil,2021-2022,157
15.0,Sun,2021-11-28,21:00,Real Madrid,Sevilla,1.2,0.7,2–1,45281.0,José Sánchez,2021-2022,158
15.0,Mon,2021-11-29,21:00,Osasuna,Elche,1.8,1.4,1–1,16485.0,Isidro Díaz de Mera,2021-2022,159
9.0,Wed,2021-12-01,21:00,Real Madrid,Athletic Club,1.8,2.4,1–0,33627.0,Isidro Díaz de Mera,2021-2022,161
16.0,Fri,2021-12-03,21:00,Granada,Alavés,1.0,2.1,2–1,13511.0,Hsu Jason,2021-2022,163
16.0,Sat,2021-12-04,14:00,Sevilla,Villarreal,0.4,1.7,1–0,30865.0,Carlos del Cerro,2021-2022,164
16.0,Sat,2021-12-04,16:15,Barcelona,Betis,1.0,0.6,0–1,66529.0,Pablo González,2021-2022,165
16.0,Sat,2021-12-04,18:30,Atlético Madrid,Mallorca,1.5,0.6,1–2,51009.0,Juan Martínez,2021-2022,166
16.0,Sat,2021-12-04,21:00,Real Sociedad,Real Madrid,0.7,1.6,0–2,35765.0,Jesús Gil,2021-2022,167
16.0,Sun,2021-12-05,14:00,Rayo Vallecano,Espanyol,0.4,0.6,1–0,8679.0,José Luis Munuera,2021-2022,168
16.0,Sun,2021-12-05,16:15,Elche,Cádiz,2.4,1.7,3–1,11879.0,Alejandro Muñíz,2021-2022,169
16.0,Sun,2021-12-05,18:30,Levante,Osasuna,0.5,0.3,0–0,15361.0,Valentín Pizarro,2021-2022,170
16.0,Sun,2021-12-05,21:00,Celta Vigo,Valencia,0.9,1.3,1–2,11361.0,Ricardo de Burgos,2021-2022,171
16.0,Mon,2021-12-06,21:00,Getafe,Athletic Club,1.2,0.5,0–0,9176.0,Jorge Figueroa,2021-2022,172
17.0,Fri,2021-12-10,21:00,Mallorca,Celta Vigo,0.8,1.0,0–0,10655.0,Isidro Díaz de Mera,2021-2022,174
17.0,Sat,2021-12-11,14:00,Espanyol,Levante,2.3,2.9,4–3,15193.0,Adrián Cordero,2021-2022,175
17.0,Sat,2021-12-11,16:15,Alavés,Getafe,0.7,1.0,1–1,10065.0,César Soto,2021-2022,176
17.0,Sat,2021-12-11,18:30,Valencia,Elche,1.6,0.9,2–1,31662.0,Santiago Jaime,2021-2022,177
17.0,Sat,2021-12-11,21:00,Athletic Club,Sevilla,1.4,0.2,0–1,36737.0,Alejandro Hernández,2021-2022,178
17.0,Sun,2021-12-12,14:00,Villarreal,Rayo Vallecano,2.4,1.5,2–0,13133.0,Mario Melero,2021-2022,179
17.0,Sun,2021-12-12,16:15,Osasuna,Barcelona,0.3,0.9,2–2,21427.0,Juan Martínez,2021-2022,180
17.0,Sun,2021-12-12,18:30,Betis,Real Sociedad,1.6,0.9,4–0,52158.0,José Sánchez,2021-2022,181
17.0,Sun,2021-12-12,21:00,Real Madrid,Atlético Madrid,0.4,0.7,2–0,51024.0,Antonio Matéu Lahoz,2021-2022,182
17.0,Mon,2021-12-13,21:00,Cádiz,Granada,0.7,1.0,1–1,13052.0,Miguel Ángel Ortiz Arias,2021-2022,183
18.0,Fri,2021-12-17,21:00,Celta Vigo,Espanyol,1.2,0.4,3–1,9526.0,Valentín Pizarro,2021-2022,185
18.0,Sat,2021-12-18,14:00,Rayo Vallecano,Alavés,1.8,0.2,2–0,7911.0,Antonio Matéu Lahoz,2021-2022,186
18.0,Sat,2021-12-18,16:15,Real Sociedad,Villarreal,0.9,2.9,1–3,29679.0,Jorge Figueroa,2021-2022,187
18.0,Sat,2021-12-18,18:30,Barcelona,Elche,2.7,1.3,3–2,41664.0,Hsu Jason,2021-2022,188
18.0,Sat,2021-12-18,21:00,Sevilla,Atlético Madrid,0.5,1.0,2–1,33241.0,Ricardo de Burgos,2021-2022,189
18.0,Sun,2021-12-19,14:00,Granada,Mallorca,1.9,0.9,4–1,13014.0,Alejandro Muñíz,2021-2022,190
18.0,Sun,2021-12-19,16:15,Athletic Club,Betis,1.3,2.1,3–2,38002.0,Jesús Gil,2021-2022,191
18.0,Sun,2021-12-19,18:30,Getafe,Osasuna,1.1,0.6,1–0,8126.0,José Luis Munuera,2021-2022,192
18.0,Sun,2021-12-19,21:00,Real Madrid,Cádiz,2.0,0.2,0–0,38818.0,Santiago Jaime,2021-2022,193
18.0,Mon,2021-12-20,21:00,Levante,Valencia,2.7,2.1,3–4,18851.0,Pablo González,2021-2022,194
4.0,Tue,2021-12-21,19:00,Villarreal,Alavés,3.3,0.8,5–2,12530.0,Valentín Pizarro,2021-2022,196
4.0,Tue,2021-12-21,21:30,Sevilla,Barcelona,0.3,1.8,1–1,31358.0,Carlos del Cerro,2021-2022,197
9.0,Wed,2021-12-22,19:00,Granada,Atlético Madrid,0.6,1.5,2–1,13304.0,Alejandro Hernández,2021-2022,199
21.0,Wed,2021-12-22,21:30,Athletic Club,Real Madrid,1.0,1.1,1–2,42722.0,César Soto,2021-2022,201
19.0,Fri,2021-12-31,16:15,Valencia,Espanyol,0.7,2.0,1–2,29566.0,José Sánchez,2021-2022,203
19.0,Sun,2022-01-02,14:00,Getafe,Real Madrid,0.9,0.7,1–0,11890.0,Mario Melero,2021-2022,204
19.0,Sun,2022-01-02,16:15,Atlético Madrid,Rayo Vallecano,1.7,0.1,2–0,43029.0,Jorge Figueroa,2021-2022,205
19.0,Sun,2022-01-02,16:15,Elche,Granada,1.2,1.1,0–0,12160.0,Adrián Cordero,2021-2022,206
19.0,Sun,2022-01-02,18:30,Alavés,Real Sociedad,1.7,0.9,1–1,13498.0,Carlos del Cerro,2021-2022,207
19.0,Sun,2022-01-02,18:30,Betis,Celta Vigo,1.4,2.6,0–2,41656.0,César Soto,2021-2022,208
19.0,Sun,2022-01-02,21:00,Mallorca,Barcelona,0.8,1.3,0–1,14654.0,Antonio Matéu Lahoz,2021-2022,209
19.0,Mon,2022-01-03,19:00,Villarreal,Levante,3.4,0.4,5–0,13462.0,Alejandro Hernández,2021-2022,210
19.0,Mon,2022-01-03,21:00,Osasuna,Athletic Club,0.9,1.4,1–3,16206.0,Miguel Ángel Ortiz Arias,2021-2022,211
19.0,Mon,2022-01-03,21:15,Cádiz,Sevilla,0.2,0.9,0–1,14342.0,Hsu Jason,2021-2022,212
20.0,Sat,2022-01-08,14:00,Levante,Mallorca,1.2,1.2,2–0,13330.0,Jorge Figueroa,2021-2022,214
20.0,Sat,2022-01-08,16:15,Real Sociedad,Celta Vigo,1.7,0.4,1–0,27938.0,Guillermo Cuadra,2021-2022,215
20.0,Sat,2022-01-08,18:30,Granada,Barcelona,0.9,0.6,1–1,14442.0,Pablo González,2021-2022,216
20.0,Sat,2022-01-08,21:00,Real Madrid,Valencia,3.9,1.3,4–1,40617.0,Alejandro Hernández,2021-2022,217
20.0,Sun,2022-01-09,14:00,Rayo Vallecano,Betis,1.2,1.3,1–1,8395.0,Alejandro Muñíz,2021-2022,218
20.0,Sun,2022-01-09,16:15,Sevilla,Getafe,0.7,0.1,1–0,30801.0,Juan Martínez,2021-2022,219
20.0,Sun,2022-01-09,18:30,Osasuna,Cádiz,2.2,0.2,2–0,16292.0,Ricardo de Burgos,2021-2022,220
20.0,Sun,2022-01-09,18:30,Alavés,Athletic Club,0.5,0.8,0–0,14103.0,Santiago Jaime,2021-2022,221
20.0,Sun,2022-01-09,21:00,Villarreal,Atlético Madrid,2.1,0.7,2–2,14127.0,Hsu Jason,2021-2022,222
20.0,Mon,2022-01-10,21:00,Espanyol,Elche,1.3,1.0,1–2,11870.0,Jesús Gil,2021-2022,223
21.0,Sun,2022-01-16,14:00,Elche,Villarreal,0.2,0.6,1–0,12433.0,Valentín Pizarro,2021-2022,225
21.0,Tue,2022-01-18,20:00,Betis,Alavés,2.4,0.3,4–0,38753.0,José Sánchez,2021-2022,226
21.0,Tue,2022-01-18,21:30,Cádiz,Espanyol,0.9,1.7,2–2,10755.0,Alejandro Muñíz,2021-2022,227
21.0,Wed,2022-01-19,19:00,Celta Vigo,Osasuna,1.2,0.5,2–0,8837.0,Adrián Cordero,2021-2022,228
21.0,Wed,2022-01-19,21:30,Valencia,Sevilla,0.5,0.9,1–1,26049.0,César Soto,2021-2022,229
21.0,Thu,2022-01-20,19:00,Getafe,Granada,0.9,0.7,4–2,7634.0,Isidro Díaz de Mera,2021-2022,230
22.0,Fri,2022-01-21,21:00,Espanyol,Betis,1.4,2.4,1–4,17637.0,Hsu Jason,2021-2022,232
22.0,Sat,2022-01-22,14:00,Levante,Cádiz,1.0,0.7,0–2,14063.0,César Soto,2021-2022,233
22.0,Sat,2022-01-22,16:15,Villarreal,Mallorca,1.9,1.2,3–0,13207.0,Miguel Ángel Ortiz Arias,2021-2022,234
22.0,Sat,2022-01-22,18:30,Sevilla,Celta Vigo,1.1,0.7,2–2,30059.0,José Sánchez,2021-2022,235
