Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,game_id
1.0,Fri,2019-08-09,20:45,Monaco,Lyon,0.6,0.8,0–3,10000.0,Ruddy Buquet,2019-2020,0
1.0,Sat,2019-08-10,17:30,Marseille,Reims,0.9,1.2,0–2,52887.0,Jérôme Brisard,2019-2020,1
1.0,Sat,2019-08-10,20:00,Montpellier,Rennes,2.9,1.2,0–1,15212.0,Willy Delajod,2019-2020,2
1.0,Sat,2019-08-10,20:00,Dijon,Saint-Étienne,2.1,1.0,1–2,14334.0,Thomas Léonard,2019-2020,3
1.0,Sat,2019-08-10,20:00,Angers,Bordeaux,1.6,1.0,3–1,10749.0,Hakim Ben El Hadj Salem,2019-2020,4
1.0,Sat,2019-08-10,20:00,Brest,Toulouse,2.2,1.5,1–1,14238.0,Olivier Thual,2019-2020,5
1.0,Sat,2019-08-10,20:00,Nice,Amiens,1.8,0.8,2–1,17719.0,Jérémie Pignard,2019-2020,6
1.0,Sun,2019-08-11,15:00,Lille,Nantes,1.3,0.6,2–1,34494.0,Mikael Lesage,2019-2020,7
1.0,Sun,2019-08-11,17:00,Strasbourg,Metz,1.7,0.3,1–1,25476.0,Antony Gautier,2019-2020,8
1.0,Sun,2019-08-11,21:00,Paris S-G,Nîmes,3.5,0.3,3–0,47151.0,Clément Turpin,2019-2020,9
2.0,Fri,2019-08-16,20:45,Lyon,Angers,1.1,0.4,6–0,49871.0,Benoît Millot,2019-2020,11
2.0,Sat,2019-08-17,17:30,Nantes,Marseille,0.5,1.2,0–0,34832.0,Benoît Bastien,2019-2020,12
2.0,Sat,2019-08-17,20:00,Bordeaux,Montpellier,1.2,0.8,1–1,30192.0,Franck Schneider,2019-2020,13
2.0,Sat,2019-08-17,20:00,Nîmes,Nice,1.5,1.9,1–2,13243.0,François Letexier,2019-2020,14
2.0,Sat,2019-08-17,20:00,Toulouse,Dijon,1.5,1.3,1–0,10583.0,Ruddy Buquet,2019-2020,15
2.0,Sat,2019-08-17,20:00,Metz,Monaco,2.6,0.8,3–0,19088.0,Eric Wattellier,2019-2020,16
2.0,Sat,2019-08-17,20:00,Amiens,Lille,1.0,0.3,1–0,12481.0,Karim Abed,2019-2020,17
2.0,Sun,2019-08-18,15:00,Saint-Étienne,Brest,2.3,0.5,1–1,28645.0,Johan Hamel,2019-2020,18
2.0,Sun,2019-08-18,17:00,Reims,Strasbourg,0.5,0.4,0–0,13714.0,Florent Batta,2019-2020,19
2.0,Sun,2019-08-18,21:00,Rennes,Paris S-G,1.2,1.0,2–1,28596.0,Antony Gautier,2019-2020,20
3.0,Sat,2019-08-24,20:00,Amiens,Nantes,0.4,2.4,1–2,11393.0,Jeremy Stinat,2019-2020,22
3.0,Sat,2019-08-24,20:00,Dijon,Bordeaux,0.4,0.6,0–2,12471.0,François Letexier,2019-2020,23
3.0,Sat,2019-08-24,20:00,Brest,Reims,0.5,1.0,1–0,13958.0,Hakim Ben El Hadj Salem,2019-2020,24
3.0,Sat,2019-08-24,20:00,Angers,Metz,1.9,0.2,3–0,9001.0,Stéphanie Frappart,2019-2020,25
3.0,Sun,2019-08-25,15:00,Monaco,Nîmes,2.0,2.5,2–2,7438.0,Amaury Delerue,2019-2020,26
3.0,Sun,2019-08-25,17:00,Strasbourg,Rennes,1.9,0.6,0–2,24951.0,Ruddy Buquet,2019-2020,27
3.0,Sun,2019-08-25,21:00,Paris S-G,Toulouse,4.1,0.4,4–0,47325.0,Jérôme Brisard,2019-2020,28
3.0,Tue,2019-08-27,19:00,Montpellier,Lyon,2.1,0.9,1–0,19387.0,Mikael Lesage,2019-2020,29
3.0,Wed,2019-08-28,19:00,Lille,Saint-Étienne,2.4,0.8,3–0,36138.0,Olivier Thual,2019-2020,30
3.0,Wed,2019-08-28,21:00,Nice,Marseille,1.7,1.7,1–2,31825.0,Clément Turpin,2019-2020,31
4.0,Fri,2019-08-30,20:45,Metz,Paris S-G,0.4,1.6,0–2,20685.0,Franck Schneider,2019-2020,33
4.0,Sat,2019-08-31,17:30,Lyon,Bordeaux,0.7,1.1,1–1,52327.0,Antony Gautier,2019-2020,34
4.0,Sat,2019-08-31,20:00,Toulouse,Amiens,1.3,0.4,2–0,10184.0,Florent Batta,2019-2020,35
4.0,Sat,2019-08-31,20:00,Angers,Dijon,1.4,0.7,2–0,8988.0,Jérémie Pignard,2019-2020,36
4.0,Sat,2019-08-31,20:00,Nîmes,Brest,2.4,0.7,3–0,12488.0,Thomas Léonard,2019-2020,37
4.0,Sat,2019-08-31,20:00,Nantes,Montpellier,0.9,0.5,1–0,18980.0,Karim Abed,2019-2020,38
4.0,Sun,2019-09-01,15:00,Rennes,Nice,0.8,1.8,1–2,26721.0,Johan Hamel,2019-2020,39
4.0,Sun,2019-09-01,15:00,Reims,Lille,2.1,1.6,2–0,14477.0,Eric Wattellier,2019-2020,40
4.0,Sun,2019-09-01,17:00,Strasbourg,Monaco,1.5,2.9,2–2,24556.0,Willy Delajod,2019-2020,41
4.0,Sun,2019-09-01,21:00,Marseille,Saint-Étienne,0.7,0.8,1–0,44074.0,Benoît Millot,2019-2020,42
5.0,Fri,2019-09-13,19:00,Lille,Angers,1.4,0.7,2–1,32834.0,Ruddy Buquet,2019-2020,44
5.0,Fri,2019-09-13,20:45,Amiens,Lyon,0.5,2.0,2–2,12577.0,Benoît Bastien,2019-2020,45
5.0,Sat,2019-09-14,17:30,Paris S-G,Strasbourg,0.8,0.5,1–0,47505.0,Amaury Delerue,2019-2020,46
5.0,Sat,2019-09-14,20:00,Brest,Rennes,0.5,0.4,0–0,14937.0,Clément Turpin,2019-2020,47
5.0,Sat,2019-09-14,20:00,Dijon,Nîmes,1.3,0.4,0–0,11413.0,Stéphanie Frappart,2019-2020,48
5.0,Sat,2019-09-14,20:00,Montpellier,Nice,1.8,1.0,2–1,12765.0,Olivier Thual,2019-2020,49
5.0,Sat,2019-09-14,20:00,Bordeaux,Metz,1.4,1.2,2–0,14352.0,Mikael Lesage,2019-2020,50
5.0,Sun,2019-09-15,15:00,Nantes,Reims,0.4,0.7,1–0,18897.0,Willy Delajod,2019-2020,51
5.0,Sun,2019-09-15,17:00,Saint-Étienne,Toulouse,1.1,1.9,2–2,24240.0,Jeremy Stinat,2019-2020,52
5.0,Sun,2019-09-15,21:00,Monaco,Marseille,2.5,1.6,3–4,9147.0,Antony Gautier,2019-2020,53
6.0,Fri,2019-09-20,20:45,Strasbourg,Nantes,2.0,0.6,2–1,24013.0,Florent Batta,2019-2020,55
6.0,Sat,2019-09-21,17:30,Marseille,Montpellier,1.2,0.1,1–1,48007.0,Amaury Delerue,2019-2020,56
6.0,Sat,2019-09-21,20:00,Nîmes,Toulouse,1.4,0.7,1–0,12258.0,Karim Abed,2019-2020,57
6.0,Sat,2019-09-21,20:00,Nice,Dijon,1.1,1.2,2–1,16255.0,Willy Delajod,2019-2020,58
6.0,Sat,2019-09-21,20:00,Reims,Monaco,1.3,0.6,0–0,14426.0,Olivier Thual,2019-2020,59
6.0,Sat,2019-09-21,20:00,Bordeaux,Brest,1.7,1.3,2–2,15213.0,Benoît Millot,2019-2020,60
6.0,Sat,2019-09-21,20:00,Metz,Amiens,1.3,1.3,1–2,15106.0,Hakim Ben El Hadj Salem,2019-2020,61
6.0,Sun,2019-09-22,15:00,Rennes,Lille,0.9,1.1,1–1,25772.0,Jérôme Brisard,2019-2020,62
6.0,Sun,2019-09-22,17:00,Angers,Saint-Étienne,2.0,0.8,4–1,9831.0,Franck Schneider,2019-2020,63
6.0,Sun,2019-09-22,21:00,Lyon,Paris S-G,0.5,1.5,0–1,54583.0,Ruddy Buquet,2019-2020,64
7.0,Tue,2019-09-24,19:00,Dijon,Marseille,1.4,0.9,0–0,15061.0,Jeremy Stinat,2019-2020,66
7.0,Tue,2019-09-24,21:00,Monaco,Nice,2.3,0.7,3–1,9358.0,Mikael Lesage,2019-2020,67
7.0,Wed,2019-09-25,19:00,Toulouse,Angers,0.3,1.6,0–2,10177.0,Olivier Thual,2019-2020,68
7.0,Wed,2019-09-25,19:00,Brest,Lyon,0.7,1.2,2–2,14472.0,Amaury Delerue,2019-2020,69
7.0,Wed,2019-09-25,19:00,Nantes,Rennes,1.4,1.1,1–0,26952.0,Antony Gautier,2019-2020,70
7.0,Wed,2019-09-25,19:00,Amiens,Bordeaux,1.5,0.7,1–3,11367.0,Willy Delajod,2019-2020,71
7.0,Wed,2019-09-25,19:00,Saint-Étienne,Metz,1.3,0.8,0–1,19712.0,Eric Wattellier,2019-2020,72
7.0,Wed,2019-09-25,19:00,Montpellier,Nîmes,0.6,0.8,1–0,16445.0,Benoît Bastien,2019-2020,73
7.0,Wed,2019-09-25,19:00,Lille,Strasbourg,2.8,0.3,2–0,30103.0,Johan Hamel,2019-2020,74
7.0,Wed,2019-09-25,21:00,Paris S-G,Reims,0.6,1.0,0–2,47376.0,François Letexier,2019-2020,75
8.0,Sat,2019-09-28,13:30,Lyon,Nantes,1.1,0.6,0–1,46647.0,Benoît Millot,2019-2020,77
8.0,Sat,2019-09-28,17:30,Bordeaux,Paris S-G,0.1,2.8,0–1,39215.0,Jérôme Brisard,2019-2020,78
8.0,Sat,2019-09-28,20:00,Reims,Dijon,1.2,1.8,1–2,11033.0,Jérémie Pignard,2019-2020,79
8.0,Sat,2019-09-28,20:00,Metz,Toulouse,1.4,1.4,2–2,15054.0,Florent Batta,2019-2020,80
8.0,Sat,2019-09-28,20:00,Nice,Lille,1.2,1.4,1–1,18295.0,Clément Turpin,2019-2020,81
8.0,Sat,2019-09-28,20:00,Monaco,Brest,3.6,0.5,4–1,4576.0,Ruddy Buquet,2019-2020,82
8.0,Sat,2019-09-28,20:00,Angers,Amiens,1.4,1.2,1–1,9331.0,Karim Abed,2019-2020,83
8.0,Sun,2019-09-29,15:00,Strasbourg,Montpellier,0.4,1.4,1–0,25010.0,Hakim Ben El Hadj Salem,2019-2020,84
8.0,Sun,2019-09-29,17:00,Nîmes,Saint-Étienne,1.8,0.7,0–1,13802.0,Thomas Léonard,2019-2020,85
8.0,Sun,2019-09-29,21:00,Marseille,Rennes,0.8,0.9,1–1,44281.0,Franck Schneider,2019-2020,86
9.0,Fri,2019-10-04,20:45,Amiens,Marseille,2.9,0.5,3–1,12737.0,Johan Hamel,2019-2020,88
9.0,Sat,2019-10-05,17:30,Paris S-G,Angers,3.4,0.6,4–0,47700.0,Willy Delajod,2019-2020,89
9.0,Sat,2019-10-05,20:00,Montpellier,Monaco,3.1,1.3,3–1,15532.0,François Letexier,2019-2020,90
9.0,Sat,2019-10-05,20:00,Dijon,Strasbourg,1.1,0.8,1–0,12124.0,Olivier Thual,2019-2020,91
9.0,Sat,2019-10-05,20:00,Nantes,Nice,1.3,0.3,1–0,15532.0,Amaury Delerue,2019-2020,92
9.0,Sat,2019-10-05,20:00,Brest,Metz,0.7,0.5,2–0,12682.0,Antony Gautier,2019-2020,93
9.0,Sat,2019-10-05,20:00,Toulouse,Bordeaux,1.1,0.8,1–3,20084.0,Benoît Bastien,2019-2020,94
9.0,Sun,2019-10-06,15:00,Lille,Nîmes,2.6,1.8,2–2,31542.0,Mikael Lesage,2019-2020,95
9.0,Sun,2019-10-06,17:00,Rennes,Reims,1.1,1.6,0–1,20950.0,Stéphanie Frappart,2019-2020,96
9.0,Sun,2019-10-06,21:00,Saint-Étienne,Lyon,0.9,0.6,1–0,34071.0,Clément Turpin,2019-2020,97
10.0,Fri,2019-10-18,20:45,Nice,Paris S-G,0.8,3.5,1–4,32705.0,François Letexier,2019-2020,99
10.0,Sat,2019-10-19,17:30,Lyon,Dijon,2.1,0.4,0–0,48454.0,Franck Schneider,2019-2020,100
10.0,Sat,2019-10-19,20:00,Metz,Nantes,0.8,0.6,1–0,16533.0,Jérémie Pignard,2019-2020,101
10.0,Sat,2019-10-19,20:00,Toulouse,Lille,2.5,0.8,2–1,12277.0,Stéphanie Frappart,2019-2020,102
