Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,game_id
1.0,Fri,2018-08-17,20:15,Girona,Valladolid,0.7,0.0,0–0,10368.0,Guillermo Cuadra,2018-2019,0
1.0,Fri,2018-08-17,22:15,Betis,Levante,0.9,2.5,0–3,46225.0,Ignacio Iglesias,2018-2019,1
1.0,Sat,2018-08-18,18:15,Celta Vigo,Espanyol,0.6,0.6,1–1,16215.0,Santiago Jaime,2018-2019,2
1.0,Sat,2018-08-18,20:15,Villarreal,Real Sociedad,1.6,0.7,1–2,16250.0,Mario Melero,2018-2019,3
1.0,Sat,2018-08-18,22:15,Barcelona,Alavés,3.2,0.3,3–0,52356.0,José Sánchez,2018-2019,4
1.0,Sun,2018-08-19,18:15,Eibar,Huesca,1.3,1.7,1–2,4234.0,Eduardo Prieto,2018-2019,5
1.0,Sun,2018-08-19,20:15,Rayo Vallecano,Sevilla,2.1,2.8,1–4,11626.0,Antonio Matéu Lahoz,2018-2019,6
1.0,Sun,2018-08-19,22:15,Real Madrid,Getafe,1.0,0.2,2–0,48446.0,Daniel Ask,2018-2019,7
1.0,Mon,2018-08-20,20:00,Valencia,Atlético Madrid,1.1,0.9,1–1,46174.0,Jesús Gil,2018-2019,8
1.0,Mon,2018-08-20,22:00,Athletic Club,Leganés,2.2,1.0,2–1,38327.0,Adrián Cordero,2018-2019,9
2.0,Fri,2018-08-24,20:15,Getafe,Eibar,1.4,0.6,2–0,7851.0,David Medié,2018-2019,11
2.0,Fri,2018-08-24,22:15,Leganés,Real Sociedad,1.7,1.6,2–2,9375.0,José Luis Munuera,2018-2019,12
2.0,Sat,2018-08-25,18:15,Alavés,Betis,0.6,0.9,0–0,18221.0,Pablo González,2018-2019,13
2.0,Sat,2018-08-25,20:15,Atlético Madrid,Rayo Vallecano,0.9,1.5,1–0,52693.0,José González,2018-2019,14
2.0,Sat,2018-08-25,22:15,Valladolid,Barcelona,0.4,1.0,0–1,22651.0,Ricardo de Burgos,2018-2019,15
2.0,Sun,2018-08-26,18:15,Espanyol,Valencia,1.3,1.9,2–0,18714.0,Carlos del Cerro,2018-2019,16
2.0,Sun,2018-08-26,22:15,Girona,Real Madrid,0.4,3.9,1–4,13889.0,Juan Martínez,2018-2019,17
2.0,Sun,2018-08-26,22:15,Sevilla,Villarreal,1.9,1.0,0–0,35831.0,Alberto Undiano,2018-2019,18
2.0,Mon,2018-08-27,20:15,Levante,Celta Vigo,1.9,2.5,1–2,21122.0,Alejandro Hernández,2018-2019,19
2.0,Mon,2018-08-27,22:00,Athletic Club,Huesca,0.6,0.3,2–2,36818.0,Hsu Jason,2018-2019,20
3.0,Fri,2018-08-31,20:00,Getafe,Valladolid,1.2,0.9,0–0,9817.0,Adrián Cordero,2018-2019,22
3.0,Fri,2018-08-31,22:00,Villarreal,Girona,1.1,1.0,0–1,15740.0,Eduardo Prieto,2018-2019,23
3.0,Fri,2018-08-31,22:00,Eibar,Real Sociedad,1.0,1.3,2–1,6144.0,José Sánchez,2018-2019,24
3.0,Sat,2018-09-01,18:30,Celta Vigo,Atlético Madrid,0.5,0.4,2–0,19013.0,Antonio Matéu Lahoz,2018-2019,25
3.0,Sat,2018-09-01,20:45,Real Madrid,Leganés,2.5,1.1,4–1,59255.0,Santiago Jaime,2018-2019,26
3.0,Sun,2018-09-02,12:00,Levante,Valencia,1.6,4.1,2–2,24073.0,Daniel Ask,2018-2019,27
3.0,Sun,2018-09-02,16:15,Alavés,Espanyol,1.4,1.2,2–1,18052.0,Ignacio Iglesias,2018-2019,28
3.0,Sun,2018-09-02,18:30,Barcelona,Huesca,5.3,1.7,8–2,72892.0,Mario Melero,2018-2019,29
3.0,Sun,2018-09-02,20:45,Betis,Sevilla,0.9,0.6,1–0,53451.0,Jesús Gil,2018-2019,30
4.0,Fri,2018-09-14,21:00,Huesca,Rayo Vallecano,1.7,1.2,0–1,6498.0,David Medié,2018-2019,32
4.0,Sat,2018-09-15,13:00,Atlético Madrid,Eibar,2.3,1.3,1–1,55674.0,Juan Martínez,2018-2019,33
4.0,Sat,2018-09-15,16:15,Real Sociedad,Barcelona,1.4,1.4,1–2,26756.0,Carlos del Cerro,2018-2019,34
4.0,Sat,2018-09-15,18:30,Valencia,Betis,1.0,1.0,0–0,40050.0,Alejandro Hernández,2018-2019,35
4.0,Sat,2018-09-15,20:45,Athletic Club,Real Madrid,1.4,1.8,1–1,46413.0,José González,2018-2019,36
4.0,Sun,2018-09-16,12:00,Leganés,Villarreal,1.4,0.5,0–1,10432.0,Pablo González,2018-2019,37
4.0,Sun,2018-09-16,16:15,Espanyol,Levante,1.6,0.8,1–0,18627.0,Alberto Undiano,2018-2019,38
4.0,Sun,2018-09-16,18:30,Valladolid,Alavés,1.1,0.8,0–1,18873.0,José Luis Munuera,2018-2019,39
4.0,Sun,2018-09-16,20:45,Sevilla,Getafe,1.2,1.9,0–2,36943.0,Ricardo de Burgos,2018-2019,40
4.0,Mon,2018-09-17,21:00,Girona,Celta Vigo,1.7,1.0,3–2,9849.0,Hsu Jason,2018-2019,41
5.0,Fri,2018-09-21,21:00,Huesca,Real Sociedad,0.6,0.2,0–1,6948.0,Ignacio Iglesias,2018-2019,43
5.0,Sat,2018-09-22,13:00,Rayo Vallecano,Alavés,1.5,1.3,1–5,12011.0,Adrián Cordero,2018-2019,44
5.0,Sat,2018-09-22,16:15,Eibar,Leganés,1.3,0.3,1–0,4456.0,Mario Melero,2018-2019,45
5.0,Sat,2018-09-22,16:15,Celta Vigo,Valladolid,1.9,2.1,3–3,16552.0,Eduardo Prieto,2018-2019,46
5.0,Sat,2018-09-22,18:30,Getafe,Atlético Madrid,0.6,1.1,0–2,12756.0,José Sánchez,2018-2019,47
5.0,Sat,2018-09-22,20:45,Real Madrid,Espanyol,1.0,0.4,1–0,67658.0,Antonio Matéu Lahoz,2018-2019,48
5.0,Sun,2018-09-23,12:00,Levante,Sevilla,2.3,3.2,2–6,21520.0,Guillermo Cuadra,2018-2019,49
5.0,Sun,2018-09-23,16:15,Villarreal,Valencia,0.7,0.4,0–0,18373.0,Santiago Jaime,2018-2019,50
5.0,Sun,2018-09-23,20:00,Betis,Athletic Club,1.1,0.6,2–2,51093.0,Daniel Ask,2018-2019,51
5.0,Sun,2018-09-23,20:45,Barcelona,Girona,1.4,1.5,2–2,76055.0,Jesús Gil,2018-2019,52
6.0,Tue,2018-09-25,20:00,Espanyol,Eibar,0.9,0.3,1–0,13547.0,José Luis Munuera,2018-2019,54
6.0,Tue,2018-09-25,21:00,Real Sociedad,Rayo Vallecano,1.6,2.1,2–2,21510.0,Juan Martínez,2018-2019,55
