Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,game_id
1.0,Fri,2019-08-16,21:00,Athletic Club,Barcelona,0.5,0.9,1–0,47693.0,Carlos del Cerro,2019-2020,0
1.0,Sat,2019-08-17,17:00,Celta Vigo,Real Madrid,1.6,2.1,1–3,23566.0,Daniel Ask,2019-2020,1
1.0,Sat,2019-08-17,19:00,Valencia,Real Sociedad,2.3,1.8,1–1,41846.0,Jesús Gil,2019-2020,2
1.0,Sat,2019-08-17,20:00,Mallorca,Eibar,1.6,0.7,2–1,15127.0,Mario Melero,2019-2020,3
1.0,Sat,2019-08-17,21:00,Leganés,Osasuna,1.4,0.2,0–1,10020.0,Hsu Jason,2019-2020,4
1.0,Sat,2019-08-17,21:00,Villarreal,Granada,1.9,1.9,4–4,14753.0,Adrián Cordero,2019-2020,5
1.0,Sun,2019-08-18,17:00,Alavés,Levante,0.5,1.1,1–0,12029.0,César Soto,2019-2020,6
1.0,Sun,2019-08-18,19:00,Espanyol,Sevilla,0.2,1.6,0–2,19832.0,Juan Martínez,2019-2020,7
1.0,Sun,2019-08-18,21:00,Betis,Valladolid,1.5,0.7,1–2,51497.0,Santiago Jaime,2019-2020,8
1.0,Sun,2019-08-18,22:00,Atlético Madrid,Getafe,2.2,0.3,1–0,55099.0,Guillermo Cuadra,2019-2020,9
2.0,Fri,2019-08-23,20:00,Granada,Sevilla,0.5,1.1,0–1,15849.0,José Sánchez,2019-2020,11
2.0,Fri,2019-08-23,22:00,Levante,Villarreal,2.1,3.0,2–1,20240.0,José Luis Munuera,2019-2020,12
2.0,Sat,2019-08-24,17:00,Osasuna,Eibar,0.5,0.8,0–0,13978.0,David Medié,2019-2020,13
2.0,Sat,2019-08-24,19:00,Real Madrid,Valladolid,1.7,1.2,1–1,63037.0,Pablo González,2019-2020,14
2.0,Sat,2019-08-24,21:00,Getafe,Athletic Club,0.3,0.5,1–1,10103.0,Antonio Matéu Lahoz,2019-2020,15
2.0,Sat,2019-08-24,21:00,Celta Vigo,Valencia,1.9,1.0,1–0,20034.0,Alejandro Hernández,2019-2020,16
2.0,Sun,2019-08-25,17:00,Alavés,Espanyol,0.8,0.2,0–0,14567.0,Eduardo Prieto,2019-2020,17
