,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
0,Kamil Glik,Renaud Ripart,(4-4-2),(4-3-3),46%,54%,304 of 393 — 77%,79% — 366 of 463,5 of 16 — 31%,29% — 4 of 14,2 of 4 — 50%,60% — 3 of 5,2.0,1,1.0,0,14,17,6,7,15,22,510,563,22,18,11,5,15,12,23,16,0,3,11,6,22,20,63,68
0,Jonas Martin,Damien Da Silva,(3-4-1-2),(5-3-2),51%,49%,342 of 436 — 78%,81% — 340 of 418,2 of 18 — 11%,57% — 4 of 7,2 of 4 — 50%,100% — 2 of 2,5.5,0,2.0,0,13,13,6,0,30,2,532,525,18,11,9,7,18,13,4,28,0,0,6,14,17,18,71,66
0,Marquinhos,Max Gradel,(4-3-3),(5-4-1),71%,29%,636 of 722 — 88%,75% — 217 of 291,10 of 20 — 50%,0% — 0 of 3,0 of 0 — %,70% — 7 of 10,0.0,0,1.0,0,8,13,12,1,35,7,824,408,15,21,8,11,7,9,4,33,3,1,2,11,22,13,43,58
0,Vitorino Hilton,Jason Denayer,(3-4-1-2),(4-3-3),50%,50%,430 of 520 — 83%,84% — 436 of 519,5 of 18 — 28%,29% — 4 of 14,4 of 4 — 100%,80% — 4 of 5,2.0,0,4.0,1,14,11,8,2,24,15,623,624,18,15,6,10,14,17,14,22,0,0,6,10,11,22,81,64
0,José Fonte,Loïc Perrin,(4-2-3-1),(4-2-3-1),51%,49%,407 of 503 — 81%,83% — 408 of 491,6 of 15 — 40%,33% — 3 of 9,3 of 3 — 100%,66% — 4 of 6,0.0,0,0.0,0,9,12,3,3,11,13,593,605,12,17,5,14,13,19,13,11,0,1,7,10,26,11,64,67
0,Dante,Steve Mandanda,(4-3-3),(4-3-3),62%,38%,498 of 599 — 83%,77% — 281 of 365,2 of 11 — 18%,36% — 4 of 11,3 of 4 — 75%,100% — 2 of 2,1.0,0,1.0,0,7,13,4,3,14,12,710,483,22,22,11,8,10,17,11,19,1,0,6,4,34,25,63,55
0,Renaud Cohade,Thiago Silva,(4-3-3),(4-3-3),32%,68%,245 of 336 — 73%,89% — 641 of 724,2 of 7 — 29%,33% — 3 of 9,2 of 3 — 66%,100% — 2 of 2,1.0,0,0.0,0,11,13,4,7,9,16,437,834,24,17,8,19,8,10,12,12,2,3,5,6,10,22,68,44
0,Jason Denayer,Benoît Costil,(4-3-3),(4-2-3-1),47%,53%,388 of 472 — 82%,86% — 463 of 541,3 of 10 — 30%,33% — 6 of 18,5 of 6 — 83%,66% — 2 of 3,5.5,0,3.0,0,12,14,4,5,10,22,573,653,19,20,15,8,9,11,20,12,0,3,11,4,20,16,54,45
0,Max Gradel,Régis Gurtner,(4-3-3),(5-4-1),46%,54%,460 of 550 — 84%,85% — 554 of 652,3 of 13 — 23%,10% — 1 of 10,1 of 1 — 100%,33% — 1 of 3,0.0,0,1.0,0,15,8,4,3,14,23,647,730,14,14,16,5,5,7,19,11,0,1,9,4,17,23,60,69
0,Abdoulaye Touré,Vitorino Hilton,(4-2-3-1),(3-4-1-2),50%,50%,406 of 519 — 78%,76% — 401 of 527,7 of 14 — 50%,13% — 1 of 8,1 of 1 — 100%,85% — 6 of 7,2.0,0,2.0,0,14,12,6,2,20,17,637,628,23,18,18,10,24,20,19,17,0,1,4,7,21,22,64,104
0,Ismaël Traoré,Bruno Ecuele Manga,(4-5-1),(3-5-2),44%,56%,325 of 427 — 76%,84% — 455 of 544,3 of 12 — 25%,40% — 2 of 5,2 of 2 — 100%,66% — 2 of 3,0.0,0,2.0,0,11,17,5,3,19,10,531,680,19,22,13,15,16,21,10,30,2,0,6,8,32,34,73,77
0,Anthony Briançon,Julien Faussurier,(4-4-2),(4-5-1),39%,61%,248 of 359 — 69%,78% — 437 of 562,8 of 21 — 38%,43% — 3 of 7,3 of 3 — 100%,62% — 5 of 8,3.0,0,4.0,0,11,17,8,2,26,8,477,661,15,16,14,9,22,25,15,26,5,1,7,13,18,29,83,72
0,Damien Da Silva,Wylan Cyprien,(5-3-2),(4-3-3),46%,54%,332 of 415 — 80%,86% — 418 of 484,3 of 11 — 27%,50% — 5 of 10,4 of 5 — 80%,100% — 3 of 3,2.0,0,3.0,0,13,13,8,6,31,13,514,605,18,15,6,8,8,10,18,20,3,0,4,8,19,21,58,45
0,Alaixys Romao,José Fonte,(4-2-3-1),(4-2-3-1),41%,59%,251 of 352 — 71%,81% — 420 of 517,3 of 11 — 27%,20% — 2 of 10,2 of 2 — 100%,66% — 2 of 3,3.0,0,3.5,0,19,15,5,1,14,14,467,623,19,16,7,7,12,26,18,14,0,2,7,6,21,21,64,70
0,Stefan Mitrović,Kamil Glik,(3-4-1-2),(3-5-2),59%,41%,427 of 547 — 78%,70% — 264 of 378,4 of 13 — 31%,38% — 6 of 16,4 of 6 — 66%,75% — 3 of 4,4.0,0,3.0,0,14,17,6,4,31,10,673,508,17,22,9,12,31,16,14,29,2,2,8,9,27,12,90,60
0,Steve Mandanda,Loïc Perrin,(4-3-3),(3-4-1-2),50%,50%,400 of 487 — 82%,79% — 389 of 490,2 of 9 — 22%,25% — 3 of 12,3 of 3 — 100%,50% — 1 of 2,5.0,0,2.0,0,16,7,5,6,12,21,622,601,20,27,15,19,18,10,28,11,0,3,5,4,23,22,53,62
0,José Fonte,Ismaël Traoré,(4-2-3-1),(5-3-2),56%,44%,530 of 642 — 83%,78% — 398 of 510,4 of 13 — 31%,43% — 3 of 7,2 of 3 — 66%,50% — 2 of 4,1.0,0,2.0,0,3,16,4,4,19,16,772,633,25,16,12,10,13,19,23,25,3,0,6,10,20,30,68,85
0,Régis Gurtner,Leo Dubois,(4-4-2),(4-3-3),50%,50%,457 of 558 — 82%,84% — 466 of 552,2 of 11 — 18%,50% — 6 of 12,4 of 6 — 66%,0% — 0 of 2,3.0,0,2.0,0,12,14,4,1,17,5,651,658,20,12,8,7,12,9,10,24,4,0,8,6,22,11,42,59
0,Thiago Silva,Stefan Mitrović,(4-2-3-1),(5-3-2),62%,38%,574 of 669 — 86%,75% — 311 of 414,7 of 16 — 44%,50% — 3 of 6,3 of 3 — 100%,85% — 6 of 7,2.0,0,2.0,0,12,12,5,2,22,11,770,524,14,16,13,17,5,22,12,28,2,3,3,10,21,13,45,86
0,Benoît Costil,John Boye,(4-2-3-1),(4-3-3),45%,55%,381 of 458 — 83%,82% — 465 of 570,6 of 15 — 40%,20% — 3 of 15,3 of 3 — 100%,66% — 4 of 6,2.0,0,2.0,0,18,15,4,6,12,23,611,698,28,25,7,6,25,14,35,14,1,1,5,7,11,23,61,64
0,Florent Balmont,Anthony Briançon,(4-3-3),(4-3-3),58%,42%,428 of 561 — 76%,66% — 265 of 403,2 of 17 — 12%,38% — 3 of 8,3 of 3 — 100%,100% — 2 of 2,3.0,0,1.0,0,14,11,6,0,18,13,682,517,17,16,5,12,30,35,17,23,2,2,6,12,18,39,102,75
0,Vitorino Hilton,Wylan Cyprien,(3-4-1-2),(4-3-3),42%,58%,321 of 426 — 75%,88% — 513 of 582,8 of 17 — 47%,31% — 4 of 13,3 of 4 — 75%,75% — 6 of 8,2.0,0,2.0,0,17,11,8,1,22,11,518,705,27,15,4,10,12,11,12,24,4,0,9,11,20,15,80,58
0,Mathias Autret,Damien Da Silva,(4-2-3-1),(5-3-2),50%,50%,366 of 476 — 77%,79% — 380 of 478,2 of 10 — 20%,22% — 2 of 9,2 of 2 — 100%,100% — 2 of 2,2.0,0,2.0,0,10,12,2,4,16,27,576,581,18,15,13,9,11,12,19,9,2,2,7,13,26,17,89,57
0,Abdoulaye Touré,Alaixys Romao,(4-2-3-1),(4-3-3),53%,47%,403 of 520 — 78%,77% — 352 of 459,4 of 8 — 50%,11% — 1 of 9,1 of 1 — 100%,75% — 3 of 4,1.0,0,3.0,0,18,15,7,5,15,15,611,574,20,16,10,10,22,22,16,15,1,1,9,6,15,27,66,77
0,Loïc Perrin,Max Gradel,(4-2-3-1),(4-2-3-1),59%,41%,417 of 511 — 82%,75% — 265 of 351,4 of 14 — 29%,67% — 6 of 9,5 of 6 — 83%,50% — 2 of 4,3.0,0,0.0,0,15,13,9,7,37,11,613,475,13,19,13,12,16,14,21,39,4,3,4,15,21,15,75,48
0,Kamil Glik,Steve Mandanda,(4-4-2),(4-3-3),44%,56%,343 of 428 — 80%,85% — 470 of 554,7 of 11 — 64%,46% — 6 of 13,2 of 6 — 33%,71% — 5 of 7,3.0,0,3.0,0,9,14,6,4,23,17,516,657,10,14,13,7,13,15,13,29,3,1,4,4,20,18,53,57
0,Stefan Mitrović,Abdoulaye Touré,(3-4-1-2),(4-4-1-1),60%,40%,459 of 572 — 80%,74% — 279 of 375,4 of 16 — 25%,30% — 3 of 10,2 of 3 — 66%,75% — 3 of 4,2.0,0,2.0,0,11,16,9,2,28,11,678,477,18,15,5,6,26,9,11,22,1,3,4,14,26,22,92,73
0,Steve Mandanda,Vitorino Hilton,(4-3-3),(3-4-1-2),65%,35%,523 of 638 — 82%,72% — 249 of 348,5 of 24 — 21%,50% — 1 of 2,1 of 1 — 100%,80% — 4 of 5,5.5,1,3.0,1,11,17,15,1,38,8,751,500,19,15,4,13,15,24,9,49,1,2,0,11,18,21,53,90
0,Renaud Cohade,Régis Gurtner,(4-3-3),(4-2-3-1),51%,49%,406 of 528 — 77%,78% — 392 of 504,4 of 13 — 31%,56% — 5 of 9,3 of 5 — 60%,75% — 3 of 4,1.0,0,1.0,0,13,12,4,6,32,14,643,633,23,25,14,13,24,18,10,31,1,0,4,13,29,25,76,87
0,Anthony Briançon,Max Gradel,(4-2-3-1),(4-2-3-1),41%,59%,285 of 380 — 75%,79% — 437 of 552,4 of 19 — 21%,22% — 2 of 9,2 of 2 — 100%,75% — 3 of 4,1.0,0,3.0,1,14,11,5,7,15,22,526,666,27,17,12,9,26,19,32,17,1,1,5,11,18,22,81,68
0,Alaixys Romao,Kamil Glik,(4-2-3-1),(3-5-2),46%,54%,355 of 439 — 81%,82% — 420 of 511,4 of 16 — 25%,33% — 4 of 12,4 of 4 — 100%,100% — 4 of 4,0.0,0,2.0,0,16,10,6,3,20,15,551,614,19,19,15,3,9,5,18,19,4,0,6,8,24,19,69,47
0,Wylan Cyprien,Júlio Tavares,(4-3-3),(4-2-3-1),66%,34%,553 of 651 — 85%,76% — 258 of 340,6 of 16 — 38%,54% — 7 of 13,6 of 7 — 85%,66% — 4 of 6,2.0,0,3.0,0,7,13,6,3,10,9,769,466,18,25,14,13,7,9,13,17,3,0,4,8,24,22,49,69
0,Benoît Costil,Mathias Autret,(3-4-3),(4-2-3-1),55%,45%,449 of 546 — 82%,75% — 336 of 446,5 of 18 — 28%,23% — 3 of 13,1 of 3 — 33%,60% — 3 of 5,4.0,0,3.0,0,9,11,5,9,21,29,665,550,10,17,6,8,20,7,27,17,0,0,12,9,13,23,54,80
0,M'Baye Niang,José Fonte,(4-4-2),(4-2-3-1),51%,49%,403 of 500 — 81%,82% — 393 of 478,3 of 11 — 27%,40% — 6 of 15,5 of 6 — 83%,66% — 2 of 3,2.0,0,1.0,0,14,11,4,8,19,17,598,600,18,20,4,9,14,19,14,23,2,0,5,10,25,21,61,70
0,Ismaël Traoré,Stéphane Ruffier,(4-1-4-1),(4-2-3-1),50%,50%,417 of 513 — 81%,78% — 394 of 504,5 of 14 — 36%,33% — 2 of 6,1 of 2 — 50%,20% — 1 of 5,1.0,0,1.0,0,13,12,5,4,14,17,630,595,18,16,21,12,16,12,17,13,1,3,8,8,17,16,70,70
0,Jason Denayer,Thiago Silva,(3-5-2),(4-3-3),38%,63%,375 of 432 — 87%,90% — 651 of 720,0 of 12 — 0%,33% — 7 of 21,6 of 7 — 85%,% — 0 of 0,1.0,0,1.0,0,8,6,2,11,12,19,556,834,17,32,5,6,4,4,25,11,1,1,8,9,14,17,38,57
0,Júlio Tavares,Steve Mandanda,(4-2-3-1),(4-3-3),45%,55%,337 of 448 — 75%,81% — 439 of 540,6 of 18 — 33%,22% — 2 of 9,2 of 2 — 100%,100% — 6 of 6,3.0,0,3.0,0,9,14,8,3,15,14,569,684,16,21,17,15,19,27,14,28,0,1,8,6,29,24,74,67
0,Cesc Fàbregas,Wylan Cyprien,(3-5-2),(4-3-3),40%,60%,276 of 354 — 78%,85% — 457 of 535,5 of 17 — 29%,30% — 3 of 10,2 of 3 — 66%,40% — 2 of 5,2.0,0,3.0,0,10,14,5,7,9,13,478,648,27,11,10,16,15,9,15,6,3,2,6,10,18,24,46,65
0,Abdoulaye Touré,Damien Da Silva,(4-2-3-1),(4-4-2),44%,56%,292 of 385 — 76%,80% — 400 of 497,1 of 8 — 13%,20% — 1 of 5,1 of 1 — 100%,100% — 1 of 1,2.0,0,4.0,0,17,17,2,4,14,11,510,615,23,19,6,8,23,19,20,15,1,2,5,3,20,31,56,76
0,Vitorino Hilton,Anthony Briançon,(3-4-1-2),(5-3-2),55%,45%,348 of 463 — 75%,67% — 251 of 373,3 of 12 — 25%,20% — 3 of 15,3 of 3 — 100%,66% — 2 of 3,3.0,0,4.0,0,14,19,4,8,15,18,592,487,14,17,7,22,21,32,24,12,0,2,8,8,28,26,93,80
0,Régis Gurtner,Benoît Costil,(4-2-3-1),(3-4-3),47%,53%,338 of 465 — 73%,81% — 428 of 531,3 of 11 — 27%,40% — 6 of 15,3 of 6 — 50%,66% — 2 of 3,2.0,0,2.0,0,15,13,3,3,25,8,553,654,21,17,5,12,17,18,9,24,2,0,10,12,27,19,62,79
0,Adama Soumaoro,Stefan Mitrović,(4-4-2),(3-5-1-1),64%,36%,616 of 694 — 89%,80% — 310 of 388,5 of 12 — 42%,20% — 1 of 5,1 of 1 — 100%,60% — 3 of 5,0.0,0,1.0,0,7,12,4,2,21,10,784,478,14,18,7,6,4,16,10,18,1,1,7,10,18,25,66,70
0,Loïc Perrin,Habib Diallo,(4-2-3-1),(4-3-3),53%,47%,379 of 500 — 76%,75% — 333 of 444,3 of 15 — 20%,15% — 2 of 13,1 of 2 — 50%,100% — 3 of 3,4.0,0,2.0,0,12,12,8,5,34,17,628,589,19,19,19,17,23,33,16,33,1,1,8,13,38,23,65,73
0,Mathieu Dossevi,Romain Thomas,(4-3-3),(4-3-3),57%,43%,448 of 561 — 80%,75% — 324 of 430,1 of 6 — 17%,27% — 6 of 22,4 of 6 — 66%,100% — 1 of 1,1.0,0,0.0,0,15,12,5,11,25,20,679,557,15,13,11,12,18,22,25,29,0,1,12,7,23,26,71,76
0,Mathias Autret,Jason Denayer,(4-2-3-1),(4-2-3-1),44%,56%,412 of 516 — 80%,84% — 554 of 661,5 of 14 — 36%,45% — 5 of 11,3 of 5 — 60%,60% — 3 of 5,0.0,0,0.0,0,9,10,2,6,21,16,636,777,16,17,13,11,11,6,14,27,4,0,5,9,20,30,58,79
0,Presnel Kimpembe,Yunis Abdelhamid,(4-3-3),(4-4-1-1),72%,28%,702 of 792 — 89%,73% — 227 of 313,3 of 12 — 25%,23% — 3 of 13,1 of 3 — 33%,100% — 3 of 3,1.0,0,2.0,0,10,11,6,6,21,15,892,434,20,17,7,12,12,8,12,20,4,1,8,12,23,18,48,80
0,Jason Denayer,Abdoulaye Touré,(4-3-3),(4-4-1-1),62%,38%,537 of 641 — 84%,72% — 281 of 390,7 of 14 — 50%,18% — 2 of 11,2 of 2 — 100%,100% — 7 of 7,2.0,0,2.0,0,10,10,7,8,23,15,767,509,20,18,10,12,19,9,19,30,2,2,4,8,23,22,43,59
0,Benoît Costil,Thiago Silva,(3-4-3),(4-3-3),36%,64%,301 of 400 — 75%,85% — 609 of 718,1 of 4 — 25%,33% — 7 of 21,6 of 7 — 85%,100% — 1 of 1,0.0,0,3.0,0,10,13,0,9,1,21,517,825,19,18,15,12,7,9,32,5,0,2,15,7,13,20,57,78
0,Ismaël Traoré,Régis Gurtner,(4-1-4-1),(4-2-3-1),60%,40%,488 of 635 — 77%,71% — 306 of 432,6 of 23 — 26%,50% — 4 of 8,3 of 4 — 75%,83% — 5 of 6,1.0,0,0.0,0,10,13,10,2,30,12,746,565,16,15,7,16,34,16,10,35,0,1,6,17,32,21,90,92
0,Alaixys Romao,Júlio Tavares,(4-2-3-1),(4-2-3-1),56%,44%,423 of 534 — 79%,73% — 306 of 418,2 of 18 — 11%,27% — 3 of 11,1 of 3 — 33%,50% — 1 of 2,1.0,0,2.0,0,8,21,5,4,29,10,667,546,18,16,13,10,20,25,12,37,1,0,8,10,30,27,65,93
0,Kamil Glik,Mathias Autret,(3-5-2),(4-2-3-1),54%,46%,486 of 576 — 84%,80% — 394 of 491,13 of 21 — 62%,20% — 1 of 5,0 of 1 — 0%,76% — 10 of 13,1.0,0,2.0,0,7,15,7,1,21,7,684,592,23,19,10,9,13,8,15,17,3,3,6,5,17,24,72,55
0,Habib Diallo,Max Gradel,(4-3-3),(4-2-3-1),47%,53%,322 of 432 — 75%,77% — 377 of 489,2 of 12 — 17%,47% — 7 of 15,5 of 7 — 71%,50% — 1 of 2,1.0,0,1.0,0,10,17,3,6,14,23,554,601,23,17,11,5,18,15,24,16,0,0,6,9,20,29,69,65
0,Wylan Cyprien,José Fonte,(4-3-3),(4-2-3-1),59%,41%,565 of 631 — 90%,82% — 367 of 445,5 of 12 — 42%,55% — 6 of 11,5 of 6 — 83%,80% — 4 of 5,2.0,0,2.0,0,8,14,6,5,18,12,749,561,19,27,7,10,2,5,13,18,0,2,6,9,16,18,48,53
0,Lamine Koné,Vitorino Hilton,(3-5-2),(3-4-1-2),46%,54%,304 of 424 — 72%,74% — 362 of 492,3 of 8 — 38%,20% — 2 of 10,2 of 2 — 100%,66% — 2 of 3,4.0,0,2.0,0,18,13,1,6,15,19,520,579,7,19,12,11,23,23,11,8,1,2,12,7,22,28,88,79
0,Anthony Briançon,Loïc Perrin,(4-3-3),(4-2-3-1),65%,35%,416 of 540 — 77%,64% — 189 of 296,8 of 23 — 35%,67% — 4 of 6,3 of 4 — 75%,100% — 8 of 8,1.0,0,5.5,0,12,15,13,5,36,12,651,435,21,12,11,19,28,31,13,40,0,1,3,10,35,23,94,79
0,Steve Mandanda,Damien Da Silva,(4-2-3-1),(5-3-2),55%,45%,448 of 553 — 81%,77% — 345 of 446,5 of 17 — 29%,27% — 3 of 11,2 of 3 — 66%,80% — 4 of 5,4.0,0,0.0,0,18,13,7,4,22,15,671,556,23,17,12,9,16,18,13,24,0,1,7,9,36,22,63,61
0,Régis Gurtner,Steve Mandanda,(4-2-3-1),(4-2-3-1),33%,67%,212 of 305 — 70%,84% — 515 of 614,4 of 10 — 40%,31% — 4 of 13,3 of 4 — 75%,50% — 2 of 4,1.0,0,3.0,0,16,15,3,7,12,22,435,739,21,24,7,10,18,23,33,13,2,1,8,4,22,20,66,58
