Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
4.0,Sat,2019-09-14,15:30,Augsburg,Eint Frankfurt,1.3,1.1,2–1,28513.0,Harm Osmers,2019-2020,Alfreð Finnbogason,David Abraham,(4-4-2),(3-1-4-2),31%,69%,171 of 274 — 62%,77% — 470 of 613,5 of 8 — 63%,14% — 3 of 22,2 of 3 — 66%,60% — 3 of 5,2.0,0.0,1.0,0.0,8,9,2,11,6,41,429,706,16,15,17,7,16,24,50,3,2,4,15,1,22,41,64,90
4.0,Sat,2019-09-14,15:30,Köln,Gladbach,0.9,1.4,0–1,50000.0,Deniz Aytekin,2019-2020,Jonas Hector,Yann Sommer,(4-2-2-2),(4-3-1-2),51%,49%,325 of 447 — 73%,73% — 309 of 422,7 of 14 — 50%,20% — 3 of 15,2 of 3 — 66%,100% — 7 of 7,2.0,0.0,2.0,0.0,23,21,4,7,15,18,548,550,14,16,9,13,28,24,17,15,1,4,10,9,20,13,102,72
4.0,Sat,2019-09-14,15:30,Union Berlin,Werder Bremen,1.7,2.2,1–2,22012.0,Tobias Welz,2019-2020,Christopher Trimmel,Davy Klaassen,(4-4-2),(4-1-3-2),47%,53%,278 of 400 — 70%,76% — 340 of 449,4 of 12 — 33%,36% — 5 of 14,4 of 5 — 80%,100% — 4 of 4,4.5,0.0,5.5,0.0,24,12,7,4,26,13,491,540,14,10,4,8,30,19,19,18,0,2,8,9,30,23,85,68
4.0,Sat,2019-09-14,15:30,Mainz 05,Hertha BSC,1.2,2.2,2–1,22798.0,Marco Fritz,2019-2020,Danny Latza,Niklas Stark,(4-1-2-1-2),(3-4-1-2),52%,48%,366 of 455 — 80%,82% — 337 of 412,5 of 12 — 42%,50% — 8 of 16,7 of 8 — 87%,60% — 3 of 5,2.0,0.0,2.0,0.0,16,11,6,3,19,15,563,536,19,18,8,12,11,10,18,21,0,0,10,7,22,20,62,75
4.0,Sat,2019-09-14,18:30,RB Leipzig,Bayern Munich,1.5,1.4,1–1,42146.0,Sascha Stegemann,2019-2020,Willi Orban,Manuel Neuer,(3-4-3),(4-2-3-1),32%,68%,297 of 396 — 75%,86% — 715 of 827,4 of 11 — 36%,50% — 7 of 14,6 of 7 — 85%,100% — 4 of 4,4.0,0.0,2.0,0.0,12,4,3,6,9,21,522,943,23,14,18,11,7,14,25,11,1,2,10,5,17,38,53,90
4.0,Sun,2019-09-15,15:30,Hoffenheim,Freiburg,1.4,1.6,0–3,29395.0,Guido Winkmann,2019-2020,Kevin Vogt,Mike Frantz,(3-4-1-2),(3-4-1-2),68%,32%,529 of 630 — 84%,68% — 205 of 300,5 of 24 — 21%,44% — 8 of 18,5 of 8 — 62%,100% — 5 of 5,0.0,0.0,2.0,0.0,11,6,12,4,26,12,732,424,7,14,5,8,26,10,14,23,0,2,6,15,23,16,69,71
4.0,Sun,2019-09-15,18:00,Paderborn 07,Schalke 04,0.9,2.2,1–5,15000.0,Robert Schröder,2019-2020,Christian Strohdiek,Alexander Nübel,(4-2-2-2),(4-4-2),46%,54%,306 of 410 — 75%,79% — 376 of 477,1 of 11 — 9%,65% — 11 of 17,6 of 11 — 54%,0% — 0 of 1,2.0,0.0,1.0,0.0,17,12,3,5,11,16,532,605,21,24,11,6,10,14,18,17,0,3,8,5,24,24,64,55
5.0,Fri,2019-09-20,20:30,Schalke 04,Mainz 05,1.0,0.8,2–1,58687.0,Daniel Schlager,2019-2020,Alexander Nübel,Danny Latza,(4-2-3-1),(4-3-1-2),52%,48%,375 of 510 — 74%,74% — 347 of 472,6 of 18 — 33%,21% — 3 of 14,2 of 3 — 66%,66% — 4 of 6,1.0,0.0,1.0,0.0,7,15,5,5,16,17,645,609,23,19,15,19,31,11,18,20,2,0,11,12,26,23,67,83
5.0,Sat,2019-09-21,15:30,Freiburg,Augsburg,1.3,1.0,1–1,23800.0,Bastian Dankert,2019-2020,Mike Frantz,Alfreð Finnbogason,(3-4-1-2),(4-4-2),62%,38%,398 of 529 — 75%,67% — 217 of 325,5 of 17 — 29%,15% — 2 of 13,1 of 2 — 50%,80% — 4 of 5,1.0,0.0,1.0,0.0,13,13,7,4,28,11,641,456,10,18,5,15,15,13,17,27,1,2,12,11,29,16,104,76
5.0,Sat,2019-09-21,15:30,Leverkusen,Union Berlin,1.4,0.2,2–0,27430.0,Robert Hartmann,2019-2020,Lars Bender,Christopher Trimmel,(4-2-3-1),(4-4-2),67%,33%,709 of 805 — 88%,74% — 296 of 398,7 of 20 — 35%,0% — 0 of 4,0 of 0 — %,71% — 5 of 7,0.0,0.0,1.0,1.0,10,11,8,1,16,8,906,519,12,16,8,16,8,15,5,25,2,1,2,8,23,18,76,62
5.0,Sat,2019-09-21,15:30,Hertha BSC,Paderborn 07,1.2,1.9,2–1,43588.0,Frank Willenborg,2019-2020,Niklas Stark,Christian Strohdiek,(4-2-3-1),(4-4-2),39%,61%,244 of 358 — 68%,79% — 449 of 565,4 of 6 — 67%,44% — 8 of 18,7 of 8 — 87%,50% — 2 of 4,4.0,0.0,4.0,0.0,13,14,1,8,8,16,487,686,25,23,19,5,28,19,22,8,3,2,10,5,22,30,86,82
5.0,Sat,2019-09-21,15:30,Bayern Munich,Köln,2.7,1.2,4–0,75000.0,Patrick Ittrich,2019-2020,Manuel Neuer,Jonas Hector,(4-2-3-1),(4-2-3-1),60%,40%,497 of 589 — 84%,76% — 300 of 396,4 of 24 — 17%,14% — 2 of 14,2 of 2 — 100%,25% — 1 of 4,4.0,0.0,0.0,1.0,15,20,12,4,16,17,709,512,9,11,11,12,9,6,20,19,2,1,8,12,9,17,68,62
5.0,Sat,2019-09-21,18:30,Werder Bremen,RB Leipzig,0.7,1.5,0–3,40550.0,Tobias Stieler,2019-2020,Davy Klaassen,Willi Orban,(3-5-2),(3-1-4-2),47%,53%,433 of 526 — 82%,83% — 483 of 582,0 of 8 — 0%,50% — 7 of 14,4 of 7 — 57%,% — 0 of 0,0.0,0.0,4.5,0.0,12,15,4,7,17,23,643,689,17,24,10,7,11,15,27,24,3,1,10,8,23,12,50,63
5.0,Sun,2019-09-22,15:30,Gladbach,Düsseldorf,3.5,1.2,2–1,52413.0,Christian Dingert,2019-2020,Yann Sommer,Adam Bodzek,(4-3-1-2),(3-4-3),58%,42%,429 of 531 — 81%,72% — 279 of 389,11 of 23 — 48%,22% — 4 of 18,3 of 4 — 75%,81% — 9 of 11,2.0,0.0,3.0,0.0,15,11,10,4,29,21,653,510,13,15,5,7,18,12,26,28,5,1,12,8,17,19,55,83
5.0,Sun,2019-09-22,18:00,Eint Frankfurt,Dortmund,1.3,1.9,2–2,51500.0,Markus Schmidt,2019-2020,Makoto Hasebe,Marco Reus,(3-1-4-2),(4-2-3-1),38%,62%,289 of 404 — 72%,83% — 543 of 656,3 of 18 — 17%,44% — 7 of 16,5 of 7 — 71%,66% — 2 of 3,2.0,0.0,2.0,0.0,18,11,5,8,22,19,534,784,21,20,12,7,18,16,21,18,0,2,6,9,25,18,70,66
5.0,Mon,2019-09-23,20:30,Wolfsburg,Hoffenheim,0.9,0.7,1–1,21120.0,Benjamin Cortus,2019-2020,Josuha Guilavogui,Kevin Vogt,(3-4-3),(4-1-4-1),52%,48%,444 of 565 — 79%,76% — 393 of 514,4 of 12 — 33%,56% — 5 of 9,4 of 5 — 80%,75% — 3 of 4,2.0,0.0,4.0,0.0,13,18,4,6,15,10,674,629,17,25,14,9,11,17,10,21,6,2,3,9,24,21,70,70
6.0,Fri,2019-09-27,20:30,Union Berlin,Eint Frankfurt,0.9,2.0,1–2,22012.0,Sascha Stegemann,2019-2020,Christopher Trimmel,Makoto Hasebe,(4-2-3-1),(3-4-1-2),53%,47%,361 of 506 — 71%,67% — 301 of 452,5 of 11 — 45%,35% — 6 of 17,4 of 6 — 66%,80% — 4 of 5,1.0,0.0,1.0,0.0,11,12,4,5,21,28,637,579,11,21,15,15,32,28,28,20,2,0,10,7,22,28,99,105
6.0,Sat,2019-09-28,15:30,RB Leipzig,Schalke 04,1.3,3.2,1–3,42146.0,Manuel Gräfe,2019-2020,Willi Orban,Alexander Nübel,(4-2-2-2),(4-4-2),65%,35%,542 of 684 — 79%,65% — 243 of 375,6 of 16 — 38%,58% — 7 of 12,5 of 7 — 71%,83% — 5 of 6,1.0,0.0,1.0,0.0,13,14,8,4,23,7,801,504,20,14,5,16,19,16,12,26,2,5,4,11,33,22,55,86
6.0,Sat,2019-09-28,15:30,Augsburg,Leverkusen,0.3,0.9,0–3,27113.0,Robert Kampka,2019-2020,Alfreð Finnbogason,Kevin Volland,(4-4-2),(4-2-3-1),26%,74%,192 of 301 — 64%,88% — 766 of 870,1 of 7 — 14%,45% — 5 of 11,3 of 5 — 60%,100% — 1 of 1,4.0,0.0,0.0,0.0,16,9,1,3,8,11,386,955,9,8,12,13,13,8,18,7,1,2,4,8,17,21,50,96
6.0,Sat,2019-09-28,15:30,Paderborn 07,Bayern Munich,0.3,3.1,2–3,15000.0,Felix Zwayer,2019-2020,Uwe Hünemeier,Manuel Neuer,(4-4-2),(4-2-3-1),36%,64%,293 of 401 — 73%,85% — 592 of 698,5 of 10 — 50%,33% — 6 of 18,3 of 6 — 50%,60% — 3 of 5,1.0,0.0,1.0,0.0,8,6,11,5,24,12,527,832,22,20,7,11,9,15,20,27,2,0,12,4,20,27,76,87
6.0,Sat,2019-09-28,15:30,Mainz 05,Wolfsburg,1.3,0.8,0–1,24303.0,Felix Brych,2019-2020,Daniel Brosinski,Josuha Guilavogui,(4-3-1-2),(3-4-3),53%,47%,374 of 505 — 74%,74% — 327 of 439,4 of 15 — 27%,75% — 3 of 4,2 of 3 — 66%,100% — 4 of 4,2.0,0.0,3.0,0.0,11,16,10,1,34,5,646,604,26,27,13,5,12,23,10,48,0,0,4,7,38,25,81,74
6.0,Sat,2019-09-28,15:30,Hoffenheim,Gladbach,1.3,2.8,0–3,29030.0,Harm Osmers,2019-2020,Benjamin Hübner,Yann Sommer,(3-5-2),(4-3-1-2),52%,48%,414 of 512 — 81%,78% — 375 of 481,4 of 17 — 24%,42% — 5 of 12,2 of 5 — 40%,100% — 4 of 4,2.0,0.0,2.0,0.0,11,13,2,5,20,18,628,581,16,16,6,13,11,20,12,13,1,1,8,14,14,20,63,73
6.0,Sat,2019-09-28,18:30,Dortmund,Werder Bremen,1.5,0.8,2–2,81365.0,Deniz Aytekin,2019-2020,Marco Reus,Davy Klaassen,(4-2-3-1),(4-2-3-1),65%,35%,710 of 818 — 87%,80% — 345 of 432,7 of 18 — 39%,45% — 5 of 11,3 of 5 — 60%,71% — 5 of 7,1.0,0.0,0.0,0.0,8,10,9,2,35,10,929,564,14,16,4,21,6,10,10,35,0,3,6,15,29,14,53,59
6.0,Sun,2019-09-29,15:30,Düsseldorf,Freiburg,1.5,1.7,1–2,39244.0,Daniel Siebert,2019-2020,Adam Bodzek,Christian Günter,(4-2-2-2),(3-4-3),55%,45%,430 of 537 — 80%,80% — 347 of 434,7 of 18 — 39%,25% — 2 of 8,0 of 2 — 0%,85% — 6 of 7,2.0,0.0,2.0,0.0,9,11,5,1,24,6,616,536,14,14,6,6,18,9,11,27,4,0,3,10,22,16,78,74
6.0,Sun,2019-09-29,18:00,Köln,Hertha BSC,0.8,1.8,0–4,49700.0,Sören Storks,2019-2020,Jonas Hector,Niklas Stark,(4-2-2-2),(4-2-3-1),54%,46%,405 of 503 — 81%,79% — 335 of 426,3 of 9 — 33%,60% — 6 of 10,2 of 6 — 33%,100% — 3 of 3,1.0,1.0,0.0,0.0,10,13,8,4,32,19,603,529,13,11,13,11,12,13,16,36,3,0,6,9,25,22,80,62
7.0,Fri,2019-10-04,20:30,Hertha BSC,Düsseldorf,2.0,1.3,3–1,37128.0,Martin Petersen,2019-2020,Vedad Ibišević,Oliver Fink,(4-2-3-1),(4-2-3-1),52%,48%,396 of 488 — 81%,80% — 358 of 445,3 of 17 — 18%,22% — 2 of 9,2 of 2 — 100%,0% — 0 of 3,3.0,0.0,3.0,0.0,17,18,9,2,24,15,598,540,20,11,9,10,16,11,23,17,0,0,7,6,16,30,60,73
7.0,Sat,2019-10-05,15:30,Leverkusen,RB Leipzig,1.8,2.7,1–1,26355.0,Marco Fritz,2019-2020,Kevin Volland,Willi Orban,(3-4-3),(4-4-2),64%,36%,634 of 768 — 83%,70% — 303 of 433,8 of 11 — 73%,45% — 5 of 11,4 of 5 — 80%,87% — 7 of 8,2.0,0.0,2.0,0.0,12,13,4,0,18,8,899,571,19,30,14,9,14,15,6,23,5,7,7,4,21,22,63,52
7.0,Sat,2019-10-05,15:30,Freiburg,Dortmund,0.3,0.8,2–2,24000.0,Sven Jablonski,2019-2020,Christian Günter,Marco Reus,(3-4-3),(4-2-3-1),35%,65%,321 of 432 — 74%,84% — 691 of 818,1 of 6 — 17%,50% — 4 of 8,2 of 4 — 50%,0% — 0 of 1,0.0,0.0,3.0,0.0,10,8,3,11,14,17,532,901,14,13,9,6,16,13,17,13,1,2,4,8,19,31,81,69
