Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
2,Sat,9/26/2020,20:45,Inter,Fiorentina,2.3,2.4,4–3,1000,Giampaolo Calvarese,2020-2021,Samir Handanović,Franck Ribéry,(3-4-1-2),(3-5-2),67%,33%,612 of 704 — 87%,77% — 272 of 353,8 of 21 — 38%,40% — 4 of 10,1 of 4 — 25%,62% — 5 of 8,1,0,1,0,14,11,5,1,25,7,802,469,19,11,12,10,16,9,5,22,2,0,4,11,22,12,48,78
2,Sun,9/27/2020,12:30,Spezia,Sassuolo,1.4,2.1,1–4,1000,Davide Ghersini,2020-2021,Paolo Bartolomei,Domenico Berardi,(4-3-3),(4-2-3-1),34%,66%,284 of 363 — 78%,88% — 611 of 693,5 of 12 — 42%,31% — 5 of 16,2 of 5 — 40%,80% — 4 of 5,2,0,1,0,13,8,3,5,15,17,472,791,11,20,12,11,6,5,16,17,0,4,5,6,14,22,66,60
2,Sun,9/27/2020,15:00,Hellas Verona,Udinese,0.9,2.2,1–0,1000,Manuel Volpi,2020-2021,Miguel Veloso,Kevin Lasagna,(3-4-3),(3-5-2),47%,53%,298 of 429 — 69%,71% — 337 of 477,2 of 14 — 14%,23% — 5 of 22,5 of 5 — 100%,50% — 1 of 2,1,0,0,0,13,12,1,9,10,28,558,595,14,13,17,10,28,30,30,13,1,0,12,10,29,22,84,79
2,Sun,9/27/2020,18:00,Crotone,Milan,0.2,2.4,0–2,,Luca Pairetto,2020-2021,Alex Cordaz,Gianluigi Donnarumma,(3-5-2),(4-2-3-1),48%,52%,374 of 477 — 78%,81% — 422 of 523,0 of 5 — 0%,33% — 5 of 15,4 of 5 — 80%,% — 0 of 0,1,0,3,0,14,15,2,5,22,12,580,635,15,23,11,7,13,12,17,21,3,3,9,9,23,18,73,71
2,Sun,9/27/2020,18:00,Napoli,Genoa,2.9,0.7,6–0,1000,Juan Sacchi,2020-2021,Lorenzo Insigne,Davide Biraschi,(4-2-3-1),(3-5-2),57%,43%,612 of 674 — 91%,86% — 444 of 515,9 of 18 — 50%,0% — 0 of 6,0 of 0 — %,33% — 3 of 9,1,0,2,0,6,13,4,2,22,15,760,579,24,5,6,11,7,3,11,14,0,2,3,7,13,17,75,64
2,Sun,9/27/2020,20:45,Roma,Juventus,2.8,1.9,2–2,1000,Marco Di Bello,2020-2021,Edin Džeko,Giorgio Chiellini,(3-4-3),(4-4-2),40%,60%,362 of 434 — 83%,87% — 561 of 648,4 of 10 — 40%,29% — 2 of 7,1 of 2 — 50%,75% — 3 of 4,2,0,4.5,0,19,9,5,7,14,19,529,728,18,13,8,13,11,7,20,7,0,4,5,4,12,18,59,55
2,Mon,9/28/2020,20:45,Bologna,Parma,1.6,1.4,4–1,1000,Paolo Valeri,2020-2021,Andrea Poli,Bruno Alves,(4-2-3-1),(4-3-3),58%,42%,471 of 564 — 84%,76% — 312 of 413,8 of 12 — 67%,33% — 3 of 9,2 of 3 — 66%,50% — 4 of 8,1,0,2,1,12,9,8,9,21,21,704,520,24,20,12,9,9,13,24,16,2,0,7,6,21,23,62,54
1,Wed,9/30/2020,18:00,Udinese,Spezia,1.8,0.8,0–2,1000,Alessandro Prontera,2020-2021,Kevin Lasagna,Claudio Terzi,(3-5-2),(4-3-3),49%,51%,399 of 496 — 80%,83% — 435 of 526,3 of 13 — 23%,50% — 2 of 4,0 of 2 — 0%,100% — 3 of 3,0,0,6.5,0,13,17,2,2,20,7,590,623,18,16,3,14,11,9,6,23,6,3,4,7,22,23,53,84
1,Wed,9/30/2020,18:00,Benevento,Inter,1.5,3.6,2–5,1000,Marco Piccinini,2020-2021,Christian Maggio,Samir Handanović,(4-3-3),(3-4-1-2),34%,66%,279 of 365 — 76%,90% — 637 of 706,5 of 11 — 45%,44% — 8 of 18,3 of 8 — 37%,60% — 3 of 5,1,0,0,0,10,15,5,1,18,8,445,803,12,7,14,12,7,8,14,20,1,3,8,8,11,15,54,52
1,Wed,9/30/2020,20:45,Lazio,Atalanta,2.3,1.8,1–4,1000,Fabio Maresca,2020-2021,Ciro Immobile,Papu Gómez,(3-5-2),(3-4-3),61%,39%,560 of 691 — 81%,74% — 327 of 441,5 of 14 — 36%,60% — 6 of 10,2 of 6 — 33%,80% — 4 of 5,7,0,2,0,16,11,7,3,20,11,796,570,9,22,14,13,12,15,14,18,0,0,4,4,22,6,68,69
3,Fri,10/2/2020,20:45,Fiorentina,Sampdoria,1.7,2.2,1–2,1000,Piero Giacomelli,2020-2021,Federico Chiesa,Fabio Quagliarella,(3-5-2),(4-4-2),64%,36%,490 of 602 — 81%,69% — 232 of 334,5 of 22 — 23%,41% — 7 of 17,6 of 7 — 85%,80% — 4 of 5,0,0,3,0,11,16,8,4,35,12,701,460,10,23,7,8,15,16,8,35,0,1,6,15,21,17,85,68
3,Sat,10/3/2020,15:00,Sassuolo,Crotone,1.8,1.9,4–1,1000,Ivan Pezzuto,2020-2021,Domenico Berardi,Alex Cordaz,(4-2-3-1),(5-3-2),54%,46%,416 of 511 — 81%,77% — 338 of 438,3 of 6 — 50%,36% — 5 of 14,5 of 5 — 100%,0% — 0 of 3,2,0,3,0,15,15,3,4,7,17,622,533,24,14,14,8,6,10,20,4,2,3,7,4,13,26,67,51
3,Sat,10/3/2020,20:45,Udinese,Roma,1.5,1,0–1,1000,Rosario Abisso,2020-2021,Kevin Lasagna,Edin Džeko,(3-5-2),(3-4-3),45%,55%,359 of 469 — 77%,84% — 487 of 580,4 of 10 — 40%,23% — 3 of 13,2 of 3 — 66%,100% — 4 of 4,1,0,0,0,15,9,4,1,25,16,564,695,12,12,17,20,9,16,12,26,3,1,7,8,14,15,56,60
3,Sun,10/4/2020,12:30,Atalanta,Cagliari,3.4,0.8,5–2,1000,Fabrizio Pasqua,2020-2021,Papu Gómez,João Pedro,(3-4-1-2),(4-4-2),59%,41%,543 of 645 — 84%,78% — 353 of 453,12 of 21 — 57%,25% — 3 of 12,1 of 3 — 33%,58% — 7 of 12,0,0,0,0,11,9,3,9,14,20,767,570,18,18,10,16,19,5,20,14,2,0,9,7,16,15,53,62
3,Sun,10/4/2020,15:00,Lazio,Inter,1.2,0.6,1–1,1000,Marco Guida,2020-2021,Ciro Immobile,Samir Handanović,(3-5-2),(3-4-1-2),40%,60%,356 of 437 — 81%,84% — 545 of 645,4 of 12 — 33%,25% — 3 of 12,2 of 3 — 66%,75% — 3 of 4,3,1,4,1,14,13,7,8,15,30,558,727,16,15,15,10,13,8,30,10,0,0,9,8,13,15,54,64
3,Sun,10/4/2020,15:00,Parma,Hellas Verona,1.1,0.6,1–0,1000,Antonio Giua,2020-2021,Bruno Alves,Davide Faraoni,(4-3-1-2),(3-4-3),40%,60%,273 of 373 — 73%,81% — 455 of 563,4 of 11 — 36%,25% — 2 of 8,2 of 2 — 100%,75% — 3 of 4,1,0,1,0,11,19,7,6,13,32,476,645,9,10,13,8,19,17,29,10,2,5,8,7,18,17,70,57
3,Sun,10/4/2020,15:00,Benevento,Bologna,1,2,1–0,1000,Simone Sozza,2020-2021,Luca Caldirola,Rodrigo Palacio,(4-3-2-1),(4-2-3-1),40%,60%,224 of 322 — 70%,80% — 386 of 482,2 of 7 — 29%,41% — 7 of 17,7 of 7 — 100%,50% — 1 of 2,2,0,1,0,13,15,4,10,12,27,429,582,16,13,7,7,9,20,21,14,0,5,10,6,17,23,67,78
3,Sun,10/4/2020,18:00,Milan,Spezia,2.6,0.2,3–0,1000,Marco Serra,2020-2021,Gianluigi Donnarumma,Giulio Maggiore,(4-2-3-1),(4-3-3),62%,38%,522 of 620 — 84%,75% — 290 of 388,5 of 17 — 29%,50% — 2 of 4,2 of 2 — 100%,40% — 2 of 5,1,0,2,0,14,19,4,6,21,14,734,503,22,21,12,13,17,9,15,24,1,0,1,6,23,21,70,72
4,Sat,10/17/2020,15:00,Napoli,Atalanta,1.6,0.7,4–1,1000,Marco Di Bello,2020-2021,Kalidou Koulibaly,Papu Gómez,(4-2-3-1),(3-4-3),50%,50%,423 of 526 — 80%,86% — 456 of 531,11 of 19 — 58%,31% — 4 of 13,3 of 4 — 75%,63% — 7 of 11,1,0,3,0,12,23,6,2,18,10,609,638,21,13,8,17,11,10,9,10,1,1,8,5,23,12,77,41
4,Sat,10/17/2020,18:00,Sampdoria,Lazio,1.3,0.5,3–0,1000,Daniele Orsato,2020-2021,Fabio Quagliarella,Marco Parolo,(4-4-2),(3-5-2),52%,48%,458 of 584 — 78%,82% — 437 of 535,7 of 12 — 58%,0% — 0 of 10,0 of 0 — %,57% — 4 of 7,2,0,2,0,12,10,4,3,25,17,669,653,13,10,7,25,15,12,18,23,0,2,10,4,21,18,81,71
4,Sat,10/17/2020,18:00,Inter,Milan,2.8,2.1,1–2,1000,Maurizio Mariani,2020-2021,Samir Handanović,Alessio Romagnoli,(3-1-4-2),(4-2-3-1),55%,45%,396 of 492 — 80%,74% — 297 of 399,5 of 18 — 28%,30% — 3 of 10,1 of 3 — 33%,80% — 4 of 5,3,0,3,0,18,11,3,5,18,16,594,508,11,14,14,18,15,25,11,19,2,2,7,7,20,14,58,61
4,Sat,10/17/2020,20:45,Crotone,Juventus,1.2,1.8,1–1,1000,Francesco Fourneau,2020-2021,Alex Cordaz,Leonardo Bonucci,(5-3-2),(3-4-3),47%,53%,402 of 492 — 82%,86% — 477 of 556,2 of 9 — 22%,18% — 2 of 11,1 of 2 — 50%,100% — 2 of 2,3,0,3,1,17,14,3,4,19,14,595,673,21,17,11,16,12,20,15,22,0,2,6,8,22,15,81,74
4,Sun,10/18/2020,12:30,Bologna,Sassuolo,1.4,2.7,3–4,1000,Daniele Doveri,2020-2021,Rodrigo Palacio,Domenico Berardi,(4-4-2),(4-2-3-1),48%,52%,279 of 396 — 70%,77% — 330 of 428,6 of 14 — 43%,48% — 12 of 25,9 of 12 — 75%,50% — 3 of 6,2,0,2,0,20,11,7,11,25,17,500,553,17,12,13,16,12,22,14,19,0,0,11,7,21,10,73,58
4,Sun,10/18/2020,15:00,Spezia,Fiorentina,0.9,1,2–2,1000,Gianluca Manganiello,2020-2021,Claudio Terzi,Germán Pezzella,(4-3-3),(3-5-2),52%,48%,423 of 516 — 82%,83% — 400 of 482,2 of 12 — 17%,33% — 3 of 9,1 of 3 — 33%,0% — 0 of 2,2,0,2,0,15,18,5,5,13,16,620,576,29,13,10,10,12,14,9,19,1,3,6,4,15,22,68,79
4,Sun,10/18/2020,15:00,Torino,Cagliari,1.4,1.9,2–3,1000,Federico La Penna,2020-2021,Andrea Belotti,João Pedro,(4-1-2-1-2),(4-4-2),58%,42%,492 of 562 — 88%,80% — 319 of 401,5 of 12 — 42%,42% — 5 of 12,2 of 5 — 40%,80% — 4 of 5,2,1,3,0,14,16,2,4,21,15,654,493,12,13,11,4,13,16,15,23,1,4,5,7,18,21,62,60
4,Sun,10/18/2020,18:00,Udinese,Parma,1.3,1,3–2,1000,Michael Fabbri,2020-2021,Kevin Lasagna,Simone Iacoponi,(3-5-2),(4-3-3),42%,58%,315 of 408 — 77%,84% — 477 of 571,4 of 16 — 25%,33% — 3 of 9,1 of 3 — 33%,50% — 2 of 4,3,0,2,0,12,11,11,2,40,15,515,662,19,8,18,9,10,14,17,25,2,1,6,7,11,14,61,95
4,Sun,10/18/2020,20:45,Roma,Benevento,4,1.6,5–2,1000,Giovanni Ayroldi,2020-2021,Edin Džeko,Luca Caldirola,(4-2-3-1),(4-3-2-1),52%,48%,404 of 488 — 83%,81% — 361 of 447,6 of 19 — 32%,33% — 3 of 9,1 of 3 — 33%,33% — 2 of 6,3,0,2,0,17,7,6,4,20,9,597,548,20,15,13,13,13,12,13,18,6,4,6,6,13,12,48,46
4,Mon,10/19/2020,20:45,Hellas Verona,Genoa,1.1,0.4,0–0,10002,Antonio Rapuano,2020-2021,Davide Faraoni,Mattia Perin,(3-4-3),(3-5-2),58%,42%,442 of 571 — 77%,69% — 282 of 408,10 of 18 — 56%,33% — 2 of 6,2 of 2 — 100%,100% — 10 of 10,1,0,4,0,14,13,14,2,44,10,674,521,11,11,19,17,23,26,11,36,1,1,5,11,18,16,71,72
5,Fri,10/23/2020,20:45,Sassuolo,Torino,2.1,2.1,3–3,700,Marco Guida,2020-2021,Domenico Berardi,Andrea Belotti,(4-2-3-1),(4-3-1-2),72%,28%,665 of 740 — 90%,77% — 225 of 294,6 of 17 — 35%,59% — 10 of 17,7 of 10 — 70%,50% — 3 of 6,2,0,2,0,10,12,6,8,15,19,844,412,19,12,11,15,10,8,15,17,1,0,4,9,19,17,57,56
5,Sat,10/24/2020,15:00,Atalanta,Sampdoria,2.1,2.1,1–3,1000,Giampaolo Calvarese,2020-2021,Papu Gómez,Fabio Quagliarella,(3-4-1-2),(4-4-2),65%,35%,600 of 701 — 86%,72% — 273 of 377,4 of 19 — 21%,50% — 3 of 6,0 of 3 — 0%,100% — 4 of 4,3,0,4,0,12,19,3,1,25,9,823,506,14,21,16,15,16,16,10,32,1,0,1,9,16,26,65,65
5,Sat,10/24/2020,18:00,Genoa,Inter,0,1.7,0–2,1000,Davide Massa,2020-2021,Mattia Perin,Samir Handanović,(3-5-2),(3-4-1-2),40%,60%,355 of 470 — 76%,84% — 592 of 705,0 of 1 — 0%,29% — 4 of 14,2 of 4 — 50%,% — 0 of 0,1,0,1,0,11,17,1,9,6,27,586,814,15,16,20,12,14,16,25,7,2,2,9,1,17,23,78,66
5,Sat,10/24/2020,20:45,Lazio,Bologna,1.5,1.7,2–1,1000,Massimiliano Irrati,2020-2021,Ciro Immobile,Rodrigo Palacio,(3-5-2),(4-2-3-1),48%,52%,389 of 491 — 79%,82% — 432 of 524,3 of 10 — 30%,24% — 5 of 21,4 of 5 — 80%,33% — 1 of 3,3,0,3,0,14,16,8,9,22,24,607,641,27,12,18,14,15,12,25,14,3,2,13,3,17,19,72,64
5,Sun,10/25/2020,12:30,Cagliari,Crotone,2.2,1.6,4–2,1000,Antonio Di Martino,2020-2021,João Pedro,Alex Cordaz,(4-4-1-1),(3-5-2),43%,57%,355 of 429 — 83%,86% — 482 of 559,8 of 19 — 42%,50% — 6 of 12,4 of 6 — 66%,50% — 4 of 8,2,0,5.5,0,13,13,5,1,13,13,534,660,20,16,12,8,12,7,10,12,2,1,7,9,18,27,53,52
5,Sun,10/25/2020,15:00,Parma,Spezia,3.5,0.8,2–2,1000,Valerio Marini,2020-2021,Simone Iacoponi,Claudio Terzi,(4-3-1-2),(4-3-3),49%,51%,363 of 469 — 77%,80% — 394 of 490,5 of 16 — 31%,43% — 6 of 14,4 of 6 — 66%,80% — 4 of 5,3,0,2,0,11,21,12,3,28,16,558,588,15,14,8,11,12,13,7,24,4,1,9,9,23,20,86,83
5,Sun,10/25/2020,15:00,Benevento,Napoli,0.8,2.2,1–2,1000,Daniele Doveri,2020-2021,Luca Caldirola,Lorenzo Insigne,(4-3-2-1),(4-2-3-1),35%,65%,227 of 333 — 68%,85% — 529 of 622,3 of 9 — 33%,26% — 5 of 19,3 of 5 — 60%,66% — 2 of 3,3,0,1,0,16,13,3,15,13,25,432,733,20,13,6,9,24,19,25,11,1,3,11,6,17,19,81,58
5,Sun,10/25/2020,18:00,Fiorentina,Udinese,1.1,2.6,3–2,1000,Francesco Fourneau,2020-2021,Germán Pezzella,Kevin Lasagna,(3-5-2),(3-5-2),45%,55%,301 of 390 — 77%,79% — 380 of 479,3 of 5 — 60%,38% — 6 of 16,4 of 6 — 66%,0% — 0 of 3,1,0,3,0,16,14,2,7,10,34,493,584,12,20,9,10,14,12,27,13,1,7,9,3,22,22,67,51
5,Sun,10/25/2020,20:45,Juventus,Hellas Verona,1.5,0.7,1–1,1000,Fabrizio Pasqua,2020-2021,Leonardo Bonucci,Davide Faraoni,(3-5-2),(3-4-3),62%,38%,534 of 629 — 85%,74% — 288 of 390,6 of 22 — 27%,33% — 2 of 6,1 of 2 — 50%,83% — 5 of 6,1,0,4,0,14,19,6,3,16,18,755,500,20,12,13,7,19,14,20,21,4,3,5,12,18,10,49,54
5,Mon,10/26/2020,20:45,Milan,Roma,2.5,2.1,3–3,,Piero Giacomelli,2020-2021,Alessio Romagnoli,Edin Džeko,(4-2-3-1),(3-4-3),54%,46%,463 of 547 — 85%,83% — 383 of 462,7 of 12 — 58%,55% — 6 of 11,4 of 6 — 66%,71% — 5 of 7,3,0,2,0,14,15,7,7,16,15,632,545,11,6,8,10,15,16,12,17,7,1,4,4,16,9,55,64
6,Sat,10/31/2020,15:00,Crotone,Atalanta,0.6,2.8,1–2,,Federico Dionisi,2020-2021,Alex Cordaz,Papu Gómez,(3-5-2),(3-5-1-1),42%,58%,364 of 471 — 77%,84% — 554 of 659,1 of 6 — 17%,32% — 6 of 19,4 of 6 — 66%,0% — 0 of 1,1,0,3,0,11,22,1,3,4,20,587,771,18,22,6,24,6,19,17,9,2,1,18,3,17,12,75,62
6,Sat,10/31/2020,18:00,Inter,Parma,2.9,0.9,2–2,,Marco Piccinini,2020-2021,Samir Handanović,Simone Iacoponi,(3-4-1-2),(5-3-2),68%,32%,561 of 669 — 84%,68% — 209 of 309,9 of 25 — 36%,60% — 3 of 5,1 of 3 — 33%,77% — 7 of 9,1,0,1,0,13,7,15,2,46,6,773,437,11,24,16,11,19,20,5,49,3,2,1,16,21,16,61,70
6,Sat,10/31/2020,20:45,Bologna,Cagliari,1.1,1.2,3–2,,Michael Fabbri,2020-2021,Rodrigo Palacio,João Pedro,(4-2-3-1),(4-2-3-1),52%,48%,379 of 485 — 78%,72% — 321 of 446,9 of 22 — 41%,43% — 3 of 7,1 of 3 — 33%,66% — 6 of 9,3,0,3,0,11,18,7,3,12,18,601,554,11,13,11,21,16,19,14,12,2,2,7,12,19,23,64,76
6,Sun,11/1/2020,12:30,Udinese,Milan,1,1.1,1–2,,Marco Di Bello,2020-2021,Rodrigo De Paul,Alessio Romagnoli,(4-3-3),(4-2-3-1),40%,60%,330 of 428 — 77%,86% — 544 of 636,1 of 8 — 13%,33% — 4 of 12,2 of 4 — 50%,100% — 1 of 1,2,0,2,0,14,12,2,4,15,15,519,736,14,17,13,10,15,16,16,17,2,3,9,6,15,16,60,51
6,Sun,11/1/2020,15:00,Spezia,Juventus,0.7,2.7,1–4,,Rosario Abisso,2020-2021,Claudio Terzi,Leonardo Bonucci,(4-3-3),(4-4-2),44%,56%,393 of 471 — 83%,87% — 514 of 592,3 of 16 — 19%,50% — 3 of 6,0 of 3 — 0%,66% — 2 of 3,3,0,1,0,14,7,4,3,16,6,547,672,15,10,8,16,7,6,6,9,3,5,7,12,16,16,74,55
6,Sun,11/1/2020,15:00,Torino,Lazio,2.4,1.8,3–4,,Daniele Chiffi,2020-2021,Andrea Belotti,Marco Parolo,(4-3-1-2),(3-5-2),45%,55%,401 of 478 — 84%,85% — 494 of 581,3 of 10 — 30%,27% — 3 of 11,0 of 3 — 0%,33% — 1 of 3,2,0,4,0,11,11,7,1,11,19,585,688,11,26,8,16,12,10,20,13,2,3,10,5,15,15,59,57
6,Sun,11/1/2020,18:00,Napoli,Sassuolo,2.1,1.8,0–2,,Maurizio Mariani,2020-2021,Kalidou Koulibaly,Manuel Locatelli,(4-2-3-1),(3-4-3),44%,56%,417 of 510 — 82%,89% — 582 of 651,6 of 22 — 27%,43% — 3 of 7,2 of 3 — 66%,100% — 6 of 6,2,0,2,0,7,9,12,3,32,4,603,761,22,12,9,15,13,13,4,17,3,0,4,14,14,9,48,53
6,Sun,11/1/2020,18:00,Roma,Fiorentina,3,0.4,2–0,,Daniele Orsato,2020-2021,Edin Džeko,Franck Ribéry,(3-4-3),(3-5-2),41%,59%,328 of 420 — 78%,83% — 493 of 596,6 of 17 — 35%,13% — 1 of 8,1 of 1 — 100%,66% — 4 of 6,3,0,2,1,17,16,7,4,19,13,541,693,20,8,22,13,18,12,16,13,2,1,5,8,7,17,64,55
6,Sun,11/1/2020,20:45,Sampdoria,Genoa,0.8,1.2,1–1,,Federico La Penna,2020-2021,Fabio Quagliarella,Domenico Criscito,(4-4-2),(4-3-2-1),55%,45%,442 of 560 — 79%,77% — 357 of 466,3 of 9 — 33%,36% — 4 of 11,3 of 4 — 75%,66% — 2 of 3,5,0,1,0,19,11,7,4,21,12,652,580,8,19,12,23,12,8,11,21,1,5,5,8,28,26,62,75
6,Mon,11/2/2020,20:45,Hellas Verona,Benevento,2.1,1.5,3–1,,Juan Sacchi,2020-2021,Darko Lazović,Luca Caldirola,(3-4-3),(4-3-2-1),44%,56%,294 of 401 — 73%,77% — 390 of 506,6 of 14 — 43%,33% — 5 of 15,4 of 5 — 80%,50% — 3 of 6,5,0,4,1,20,14,4,5,15,18,511,596,9,14,20,11,15,21,22,6,0,0,8,6,21,12,69,70
3,Wed,11/4/2020,17:00,Genoa,Torino,1.4,0.3,1–2,,Paolo Valeri,2020-2021,Mattia Perin,Andrea Belotti,(4-3-2-1),(4-3-1-2),51%,49%,440 of 554 — 79%,80% — 420 of 528,2 of 17 — 12%,14% — 1 of 7,0 of 1 — 0%,50% — 1 of 2,2,0,4,0,10,18,5,2,36,14,665,660,19,11,15,21,13,13,15,31,0,2,11,7,15,22,78,71
7,Fri,11/6/2020,20:45,Sassuolo,Udinese,0.1,0.1,0–0,,Eugenio Abbattista,2020-2021,Domenico Berardi,Rodrigo De Paul,(3-4-3),(5-3-2),62%,38%,535 of 613 — 87%,76% — 292 of 382,1 of 4 — 25%,0% — 0 of 2,0 of 0 — %,100% — 1 of 1,2,0,2,0,15,13,3,6,17,23,714,456,17,17,17,12,12,5,16,13,1,5,2,5,15,18,45,64
7,Sat,11/7/2020,15:00,Cagliari,Sampdoria,1.9,0.2,2–0,,Giovanni Ayroldi,2020-2021,João Pedro,Fabio Quagliarella,(4-4-1-1),(4-4-2),56%,44%,490 of 601 — 82%,78% — 373 of 479,4 of 12 — 33%,20% — 1 of 5,1 of 1 — 100%,75% — 3 of 4,0,0,2,1,12,16,2,6,12,20,688,578,12,16,7,18,13,16,19,9,4,5,4,4,20,19,52,75
7,Sat,11/7/2020,18:00,Benevento,Spezia,0.2,1.1,0–3,,Gianluca Aureliano,2020-2021,Luca Caldirola,Claudio Terzi,(4-2-3-1),(4-3-3),38%,62%,280 of 373 — 75%,83% — 500 of 602,1 of 3 — 33%,50% — 6 of 12,3 of 6 — 50%,100% — 1 of 1,3,0,3,0,13,19,2,4,9,15,453,682,12,12,10,12,15,19,10,11,6,3,8,1,18,20,61,106
