,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
0,Iñaki Williams,Djené,(4-2-3-1),(4-1-4-1),68%,32%,389 of 497 — 78%,59% — 140 of 239,4 of 7 — 57%,22% — 2 of 9,1 of 2 — 50%,75% — 3 of 4,4.0,0.0,1.0,0.0,15,12,5,6,16,13,592,354,10,22,4,9,17,18,26,23,2,6,10,2,28,24,66,77
0,Nabil Fekir,Arnau Martinez,(4-2-3-1),(4-3-3),39%,61%,328 of 403 — 81%,86% — 542 of 633,4 of 19 — 21%,15% — 2 of 13,1 of 2 — 50%,75% — 3 of 4,2.0,0.0,0.0,0.0,11,7,4,4,12,23,530,747,18,21,13,8,8,1,27,13,1,3,8,11,16,26,57,56
0,Iago Aspas,Ander Guevara,(3-4-3),(4-2-3-1),63%,37%,499 of 597 — 84%,70% — 241 of 344,4 of 6 — 67%,20% — 2 of 10,1 of 2 — 50%,50% — 2 of 4,2.0,0.0,2.0,0.0,8,23,3,3,13,19,709,451,18,17,11,8,12,6,25,12,4,3,10,9,25,22,61,81
0,Kirian Rodríguez,Lucas Ocampos,(4-2-3-1),(4-2-3-1),48%,52%,384 of 489 — 79%,81% — 426 of 525,5 of 15 — 33%,28% — 5 of 18,4 of 5 — 80%,80% — 4 of 5,2.0,0.0,2.0,0.0,14,15,6,3,27,15,602,653,16,13,9,10,11,20,15,26,1,2,8,6,24,20,68,62
0,Sergio Herrera,Sergi,(4-3-3),(4-2-3-1),61%,39%,384 of 528 — 73%,63% — 213 of 340,6 of 16 — 38%,40% — 4 of 10,3 of 4 — 75%,100% — 6 of 6,3.0,0.0,2.0,0.0,14,12,6,4,37,15,647,478,15,20,5,9,26,18,23,43,1,2,3,12,31,20,79,81
0,José Luis García Vayá,Marc-André ter Stegen,(4-4-2),(4-2-3-1),37%,63%,274 of 364 — 75%,85% — 526 of 617,1 of 6 — 17%,29% — 5 of 17,4 of 5 — 80%,0% — 0 of 1,2.0,0.0,3.0,0.0,11,13,3,8,14,16,466,714,19,14,6,4,13,9,20,13,7,1,4,5,23,16,61,61
0,Mikel Oyarzabal,Óscar Valentín,(4-3-3),(4-4-2),66%,34%,395 of 512 — 77%,62% — 167 of 269,4 of 11 — 36%,33% — 4 of 12,2 of 4 — 50%,75% — 3 of 4,2.0,0.0,4.0,0.0,14,21,10,5,30,12,603,392,13,18,3,7,14,20,17,39,0,3,4,11,33,16,67,60
0,Antonio Raillo,Dani Carvajal,(4-3-3),(4-3-3),34%,66%,287 of 362 — 79%,88% — 620 of 701,5 of 12 — 42%,38% — 5 of 13,4 of 5 — 80%,80% — 4 of 5,1.0,0.0,0.0,1.0,11,6,8,7,24,13,478,793,18,15,14,4,10,10,29,23,0,0,10,7,16,18,64,44
0,Javi Sánchez,Sergi Gómez,(4-5-1),(5-3-2),46%,54%,349 of 444 — 79%,80% — 417 of 520,1 of 12 — 8%,20% — 2 of 10,2 of 2 — 100%,0% — 0 of 1,2.0,0.0,2.0,0.0,15,8,3,2,22,17,539,603,9,12,8,6,9,18,21,15,6,1,7,10,22,17,68,50
0,Raúl Albiol,Koke,(4-4-2),(3-4-3),44%,56%,436 of 505 — 86%,87% — 547 of 631,3 of 9 — 33%,44% — 4 of 9,2 of 4 — 50%,66% — 2 of 3,1.0,0.0,3.0,0.0,7,12,2,3,12,15,603,705,11,17,10,2,5,8,21,10,2,2,5,6,11,19,49,48
