,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
0,Jordan Henderson,Grant Hanley,(4-3-3),(4-2-3-1),57%,43%,410 of 528 — 78%,76% — 307 of 404,7 of 15 — 47%,42% — 5 of 12,4 of 5 — 80%,57% — 4 of 7,0.0,0,2.0,0,9,9,11,2,32,2,627,534,21,12,14,11,15,7,6,40,0,5,6,15,18,28,66,56
0,Aaron Cresswell,David Silva,(4-2-3-1),(4-3-3),43%,57%,350 of 445 — 79%,85% — 494 of 578,3 of 5 — 60%,62% — 8 of 13,4 of 8 — 50%,100% — 3 of 3,2.0,0,2.0,0,6,13,1,1,12,6,523,682,18,18,9,13,18,17,10,13,2,4,6,5,22,14,55,49
0,Steve Cook,Oliver Norwood,(3-4-3),(3-5-2),53%,47%,411 of 532 — 77%,76% — 362 of 476,3 of 13 — 23%,38% — 3 of 8,2 of 3 — 66%,66% — 2 of 3,2.0,0,1.0,0,10,19,3,4,14,18,633,584,18,14,13,14,13,20,15,16,1,1,9,8,27,27,77,94
0,Troy Deeney,Lewis Dunk,(4-2-2-2),(3-4-3),49%,51%,349 of 456 — 77%,76% — 370 of 484,3 of 11 — 27%,60% — 3 of 5,1 of 3 — 33%,100% — 3 of 3,0.0,0,1.0,0,15,11,5,2,14,12,562,597,12,24,12,11,14,18,13,25,0,3,7,8,26,19,60,84
0,Luka Milivojević,Séamus Coleman,(4-4-2),(4-2-3-1),36%,64%,179 of 318 — 56%,78% — 438 of 558,2 of 6 — 33%,20% — 2 of 10,2 of 2 — 100%,100% — 2 of 2,2.0,0,4.5,0,16,14,6,2,14,17,427,690,21,14,10,14,30,18,24,19,4,0,10,5,30,39,69,79
0,Ben Mee,James Ward-Prowse,(4-4-2),(3-4-3),47%,53%,220 of 392 — 56%,62% — 273 of 439,4 of 10 — 40%,27% — 3 of 11,3 of 3 — 100%,25% — 1 of 4,0.0,0,0.0,0,6,12,2,7,14,10,507,556,21,7,14,10,22,22,14,18,5,1,6,11,36,34,93,111
0,Hugo Lloris,Jack Grealish,(4-3-1-2),(4-1-4-1),70%,30%,556 of 651 — 85%,77% — 214 of 277,6 of 31 — 19%,57% — 4 of 7,3 of 4 — 75%,50% — 3 of 6,1.0,0,0.0,0,13,9,14,0,38,8,749,422,17,29,5,9,10,12,6,46,1,0,2,13,22,9,56,54
0,Kasper Schmeichel,Conor Coady,(4-1-4-1),(3-5-2),69%,31%,593 of 720 — 82%,69% — 230 of 331,1 of 16 — 6%,25% — 2 of 8,2 of 2 — 100%,100% — 1 of 1,0.0,0,2.0,0,3,13,12,3,29,6,834,482,20,19,7,9,24,21,13,35,0,1,7,14,24,32,56,69
0,Jamaal Lascelles,Granit Xhaka,(3-5-2),(4-2-3-1),38%,62%,312 of 418 — 75%,84% — 565 of 672,2 of 9 — 22%,25% — 2 of 8,1 of 2 — 50%,100% — 2 of 2,1.0,0,3.0,0,12,7,5,3,15,10,548,771,26,11,20,6,21,14,17,22,1,3,8,8,23,30,68,57
0,David de Gea,César Azpilicueta,(4-2-3-1),(4-2-3-1),46%,54%,386 of 486 — 79%,83% — 469 of 567,4 of 10 — 40%,39% — 7 of 18,7 of 7 — 100%,25% — 1 of 4,3.0,0,4.0,0,15,13,3,5,14,19,597,687,16,21,12,15,13,9,20,13,2,0,7,2,16,23,59,48
0,Nacho Monreal,Ben Mee,(4-2-3-1),(4-4-2),67%,33%,474 of 580 — 82%,63% — 178 of 282,9 of 15 — 60%,22% — 4 of 18,3 of 4 — 75%,77% — 7 of 9,2.0,0,1.0,0,13,11,10,7,17,30,693,410,12,16,9,6,20,20,30,27,5,1,13,6,20,14,60,78
