,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
0,Lars Stindl,Manuel Neuer,(4-2-3-1),(4-2-3-1),35%,65%,262 of 370 — 71%,82% — 558 of 678,4 of 11 — 36%,43% — 9 of 21,8 of 9 — 88%,75% — 3 of 4,2.0,0.0,0.0,0.0,7,4,3,8,12,23,518,805,32,18,18,11,16,20,21,10,3,4,9,6,19,29,79,63
0,Koen Casteels,Anthony Losilla,(4-2-3-1),(4-3-3),60%,40%,489 of 595 — 82%,70% — 277 of 394,7 of 18 — 39%,14% — 1 of 7,1 of 1 — 100%,85% — 6 of 7,0.0,0.0,2.0,1.0,9,7,5,2,23,11,701,492,12,16,20,11,11,6,15,16,2,2,6,10,25,34,69,88
0,Manuel Prietl,Christian Günter,(4-1-2-1-2),(3-4-3),45%,55%,250 of 381 — 66%,73% — 343 of 468,3 of 10 — 30%,33% — 5 of 15,5 of 5 — 100%,100% — 3 of 3,3.0,0.0,4.0,0.0,14,10,4,9,16,24,483,590,18,12,10,11,27,24,21,30,1,2,12,7,27,17,105,84
0,Jeffrey Gouweleeuw,Oliver Baumann,(4-2-3-1),(4-2-3-1),46%,54%,302 of 403 — 75%,78% — 371 of 473,0 of 7 — 0%,53% — 8 of 15,4 of 8 — 50%,% — 0 of 0,1.0,0.0,2.0,0.0,8,10,6,5,18,11,507,583,8,18,9,5,13,9,10,23,2,2,8,11,20,24,71,64
0,Wataru Endo,Branimir Hrgota,(3-4-3),(3-5-2),67%,33%,623 of 693 — 90%,80% — 271 of 339,15 of 33 — 45%,50% — 4 of 8,3 of 4 — 75%,66% — 10 of 15,0.0,0.0,1.0,0.0,10,8,9,2,24,8,788,436,9,16,3,7,10,5,8,16,3,0,4,9,21,13,65,60
0,Christopher Trimmel,Lukáš Hrádecký,(5-3-2),(4-2-3-1),34%,66%,246 of 350 — 70%,85% — 575 of 680,5 of 8 — 63%,19% — 3 of 16,2 of 3 — 66%,80% — 4 of 5,0.0,0.0,1.0,0.0,13,5,1,6,10,17,464,792,16,17,9,15,19,14,21,13,2,2,6,8,25,25,66,69
0,Marco Reus,Makoto Hasebe,(4-2-3-1),(3-4-3),60%,40%,528 of 634 — 83%,75% — 318 of 424,7 of 13 — 54%,30% — 3 of 10,2 of 3 — 66%,28% — 2 of 7,0.0,0.0,0.0,0.0,5,14,7,3,13,19,754,536,13,25,11,13,11,9,17,14,4,1,9,6,23,20,66,79
0,Moussa Niakhate,Willi Orban,(3-4-1-2),(4-2-3-1),30%,70%,169 of 287 — 59%,81% — 547 of 678,2 of 8 — 25%,15% — 2 of 13,2 of 2 — 100%,50% — 1 of 2,1.0,0.0,2.0,0.0,10,8,5,11,12,36,422,795,15,13,17,11,17,25,32,16,2,2,9,4,25,20,75,79
0,Jonas Hector,Niklas Stark,(4-1-2-1-2),(4-3-3),59%,41%,390 of 502 — 78%,70% — 247 of 351,5 of 14 — 36%,50% — 5 of 10,4 of 5 — 80%,40% — 2 of 5,4.0,0.0,2.0,0.0,18,14,4,5,25,12,621,483,19,11,17,10,13,15,17,36,2,3,8,13,27,22,64,73
0,Emil Forsberg,Wataru Endo,(4-2-3-1),(3-4-3),52%,48%,412 of 502 — 82%,75% — 349 of 468,11 of 27 — 41%,45% — 5 of 11,5 of 5 — 100%,72% — 8 of 11,0.0,0.0,3.0,0.0,10,11,6,2,18,14,641,576,15,19,10,12,15,12,17,17,1,1,4,10,15,19,60,42
0,Christian Günter,Marco Reus,(4-4-2),(4-1-2-1-2),24%,76%,161 of 238 — 68%,86% — 652 of 755,4 of 7 — 57%,22% — 4 of 18,4 of 4 — 100%,50% — 2 of 4,1.0,0.0,4.0,0.0,14,14,0,10,9,25,371,857,12,11,16,4,14,17,41,7,0,1,13,8,10,24,66,66
0,Anthony Losilla,Moussa Niakhate,(4-2-3-1),(3-5-2),42%,58%,243 of 357 — 68%,72% — 354 of 493,4 of 8 — 50%,20% — 3 of 15,3 of 3 — 100%,50% — 2 of 4,4.0,0.0,3.0,0.0,15,20,2,7,12,24,475,567,13,4,8,10,28,22,37,12,1,1,11,2,18,33,84,72
0,Branimir Hrgota,Manuel Prietl,(4-1-2-1-2),(4-1-2-1-2),65%,35%,478 of 590 — 81%,64% — 202 of 317,4 of 19 — 21%,22% — 2 of 9,1 of 2 — 50%,100% — 4 of 4,4.0,0.0,3.5,0.0,12,14,5,0,13,13,678,416,10,18,5,21,28,25,9,13,6,1,9,15,24,15,87,97
0,Martin Hinteregger,Ohis Felix Uduokhai,(4-2-3-1),(4-2-3-1),61%,39%,409 of 558 — 73%,58% — 206 of 357,5 of 21 — 24%,0% — 0 of 4,0 of 0 — %,100% — 5 of 5,3.0,0.0,3.0,0.0,9,10,6,1,24,14,678,466,15,11,6,12,29,20,17,21,1,2,7,11,31,35,97,81
0,Dedryck Boyata,Koen Casteels,(4-2-3-1),(4-2-3-1),41%,59%,277 of 367 — 75%,82% — 433 of 525,4 of 12 — 33%,25% — 3 of 12,1 of 3 — 33%,100% — 4 of 4,1.0,0.0,2.0,0.0,12,22,4,4,14,27,477,633,14,11,10,10,15,23,22,19,0,1,5,4,21,17,57,71
0,Lukáš Hrádecký,Lars Stindl,(4-2-3-1),(4-2-3-1),47%,53%,376 of 460 — 82%,84% — 437 of 520,6 of 12 — 50%,50% — 5 of 10,5 of 5 — 100%,33% — 2 of 6,4.0,0.0,2.0,0.0,10,11,7,3,9,11,579,634,20,18,8,4,6,10,15,15,5,2,9,6,13,26,56,63
