,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
0,Bruno Fernandes,Bernd Leno,(4-2-3-1),(4-2-3-1),55%,45%,430 of 524 — 82%,78% — 329 of 424,5 of 14 — 36%,20% — 2 of 10,2 of 2 — 100%,80% — 4 of 5,2.0,0.0,3.0,0.0,12,10,7,8,18,21,640,540,21,24,19,9,19,16,22,18,3,1,6,10,15,15,48,52
0,Sam Morsy,Virgil van Dijk,(4-2-3-1),(4-2-3-1),38%,62%,290 of 381 — 76%,84% — 520 of 620,2 of 7 — 29%,28% — 5 of 18,3 of 5 — 60%,100% — 2 of 2,3.0,0.0,1.0,0.0,9,18,2,10,8,23,497,720,20,9,9,5,11,18,28,17,5,0,6,4,14,24,57,70
0,Bruno Guimarães,Jack Stephens,(4-3-3),(3-5-2),23%,77%,128 of 207 — 62%,86% — 604 of 702,1 of 3 — 33%,16% — 3 of 19,3 of 3 — 100%,0% — 0 of 1,2.0,1.0,4.0,0.0,15,16,3,12,12,30,317,788,16,13,4,3,7,9,39,13,1,2,10,3,11,18,45,39
0,Morgan Gibbs-White,Neto,(4-2-3-1),(4-2-3-1),53%,47%,420 of 543 — 77%,75% — 363 of 485,8 of 14 — 57%,31% — 4 of 13,3 of 4 — 75%,87% — 7 of 8,1.0,0.0,3.0,0.0,17,8,2,6,13,25,677,628,24,18,7,14,25,15,26,29,1,4,13,6,23,18,64,83
0,James Tarkowski,Lewis Dunk,(4-2-3-1),(4-2-3-1),40%,60%,298 of 399 — 75%,84% — 510 of 605,1 of 9 — 11%,50% — 5 of 10,2 of 5 — 40%,100% — 1 of 1,1.0,1.0,1.0,0.0,8,8,1,5,17,14,499,711,23,21,13,8,18,13,11,18,7,1,4,12,27,14,97,55
0,Martin Ødegaard,Mario Lemina,(4-3-3),(4-2-3-1),53%,47%,382 of 458 — 83%,80% — 324 of 406,6 of 18 — 33%,33% — 3 of 9,3 of 3 — 100%,66% — 4 of 6,2.0,0.0,2.0,0.0,17,14,8,2,15,14,569,493,18,19,8,7,17,13,16,13,0,1,6,8,18,15,46,58
0,Jarrod Bowen,John McGinn,(4-1-4-1),(4-2-3-1),52%,48%,377 of 464 — 81%,80% — 348 of 433,2 of 13 — 15%,20% — 3 of 15,1 of 3 — 33%,100% — 2 of 2,1.0,0.0,2.0,0.0,18,11,5,3,25,15,571,561,14,24,6,7,14,12,24,22,1,1,7,6,14,19,62,54
0,Christian Nørgaard,Marc Guéhi,(4-3-3),(3-4-3),46%,54%,331 of 440 — 75%,79% — 410 of 519,5 of 9 — 56%,43% — 6 of 14,6 of 6 — 100%,60% — 3 of 5,1.0,0.0,5.0,0.0,6,15,4,7,17,14,542,640,19,22,11,5,19,14,20,29,1,3,8,10,14,18,70,60
0,Enzo Fernández,Kevin De Bruyne,(4-2-3-1),(3-2-4-1),48%,52%,461 of 531 — 87%,88% — 501 of 570,3 of 10 — 30%,45% — 5 of 11,3 of 5 — 60%,100% — 3 of 3,1.0,0.0,1.0,0.0,12,9,4,3,18,11,629,664,20,16,10,10,3,5,13,18,2,1,6,5,17,18,45,42
0,Jamie Vardy,Son Heung-min,(4-2-3-1),(4-3-3),30%,70%,237 of 313 — 76%,87% — 631 of 724,3 of 7 — 43%,40% — 6 of 15,5 of 6 — 83%,66% — 2 of 3,1.0,0.0,1.0,0.0,11,12,2,13,15,28,454,840,22,23,10,6,8,9,42,16,2,1,6,6,16,18,48,31
