Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
2.0,Fri,2019-08-16,20:45,Lyon,Angers,1.1,0.4,6–0,49871.0,Benoît Millot,2019-2020,Jason Denayer,Ludovic Butelle,(4-3-3),(4-1-4-1),66%,34%,711 of 786 — 90%,78% — 310 of 398,9 of 11 — 82%,30% — 3 of 10,3 of 3 — 100%,33% — 3 of 9,1.0,0.0,2.0,0.0,7,14,2,5,7,13,892,479,19,12,11,16,8,6,12,10,0,2,6,4,14,22,52,59
2.0,Sat,2019-08-17,17:30,Nantes,Marseille,0.5,1.2,0–0,34832.0,Benoît Bastien,2019-2020,Valentin Rongier,Steve Mandanda,(4-2-3-1),(4-3-3),53%,47%,386 of 502 — 77%,78% — 340 of 437,6 of 13 — 46%,25% — 2 of 8,2 of 2 — 100%,100% — 6 of 6,0.0,0.0,3.0,0.0,16,18,7,3,26,17,595,551,20,11,6,6,19,23,14,34,2,2,10,6,18,27,88,74
2.0,Sat,2019-08-17,20:00,Metz,Monaco,2.6,0.8,3–0,19088.0,Eric Wattellier,2019-2020,Renaud Cohade,Kamil Glik,(4-3-3),(4-2-3-1),48%,52%,401 of 501 — 80%,84% — 448 of 535,8 of 17 — 47%,50% — 6 of 12,6 of 6 — 100%,75% — 6 of 8,1.0,0.0,2.0,1.0,15,7,6,4,16,11,609,642,26,16,13,9,12,10,17,17,2,1,5,8,16,26,80,54
2.0,Sat,2019-08-17,20:00,Amiens,Lille,1.0,0.3,1–0,12481.0,Karim Abed,2019-2020,Prince-Désir Gouano,José Fonte,(4-2-3-1),(4-2-3-1),49%,51%,356 of 460 — 77%,72% — 341 of 476,3 of 8 — 38%,0% — 0 of 9,0 of 0 — %,66% — 2 of 3,1.0,0.0,1.0,1.0,13,7,3,10,15,30,594,582,21,15,11,13,19,17,48,13,1,4,6,7,22,31,55,77
2.0,Sat,2019-08-17,20:00,Toulouse,Dijon,1.5,1.3,1–0,10583.0,Ruddy Buquet,2019-2020,Max Gradel,Júlio Tavares,(4-2-3-1),(4-1-4-1),53%,47%,430 of 528 — 81%,80% — 373 of 466,6 of 18 — 33%,28% — 5 of 18,5 of 5 — 100%,83% — 5 of 6,2.0,0.0,0.0,0.0,11,5,7,5,30,15,652,586,17,20,8,12,15,18,22,24,3,0,15,13,21,22,66,68
2.0,Sat,2019-08-17,20:00,Nîmes,Nice,1.5,1.9,1–2,13243.0,François Letexier,2019-2020,Anthony Briançon,Dante,(4-5-1),(4-3-3),55%,45%,394 of 496 — 79%,77% — 316 of 408,4 of 17 — 24%,40% — 2 of 5,1 of 2 — 50%,100% — 4 of 4,6.5,1.0,6.5,0.0,21,12,2,1,29,4,581,509,9,13,7,10,22,10,5,30,3,0,6,10,34,17,91,66
2.0,Sat,2019-08-17,20:00,Bordeaux,Montpellier,1.2,0.8,1–1,30192.0,Franck Schneider,2019-2020,Benoît Costil,Vitorino Hilton,(3-4-3),(3-5-2),64%,36%,506 of 604 — 84%,66% — 225 of 340,4 of 13 — 31%,40% — 4 of 10,3 of 4 — 75%,75% — 3 of 4,2.0,0.0,1.0,0.0,15,21,3,5,13,20,726,443,10,29,13,12,23,13,24,17,1,5,2,9,22,21,53,72
2.0,Sun,2019-08-18,15:00,Saint-Étienne,Brest,2.3,0.5,1–1,28645.0,Johan Hamel,2019-2020,Loïc Perrin,Mathias Autret,(4-2-3-1),(4-4-2),55%,45%,405 of 508 — 80%,75% — 314 of 419,5 of 19 — 26%,33% — 3 of 9,2 of 3 — 66%,80% — 4 of 5,1.0,0.0,2.0,0.0,16,8,4,2,19,7,615,514,24,20,12,15,24,9,7,14,3,2,4,10,24,27,59,76
2.0,Sun,2019-08-18,17:00,Reims,Strasbourg,0.5,0.4,0–0,13714.0,Florent Batta,2019-2020,Alaixys Romao,Stefan Mitrović,(4-2-3-1),(3-5-1-1),59%,41%,512 of 607 — 84%,78% — 335 of 428,1 of 11 — 9%,40% — 2 of 5,2 of 2 — 100%,100% — 1 of 1,2.0,0.0,0.0,0.0,18,19,2,4,16,18,696,518,17,10,11,10,15,16,15,21,0,1,5,10,34,18,82,73
2.0,Sun,2019-08-18,21:00,Rennes,Paris S-G,1.2,1.0,2–1,28596.0,Antony Gautier,2019-2020,Damien Da Silva,Thiago Silva,(5-3-2),(4-3-3),38%,62%,340 of 408 — 83%,86% — 560 of 652,3 of 10 — 30%,22% — 2 of 9,1 of 2 — 50%,33% — 1 of 3,1.0,0.0,5.0,0.0,15,19,4,7,8,28,513,731,14,16,7,5,5,12,33,7,3,2,11,3,12,25,50,39
3.0,Sat,2019-08-24,20:00,Brest,Reims,0.5,1.0,1–0,13958.0,Hakim Ben El Hadj Salem,2019-2020,Mathias Autret,Alaixys Romao,(4-4-2),(4-2-3-1),54%,46%,428 of 534 — 80%,75% — 343 of 457,4 of 8 — 50%,20% — 2 of 10,2 of 2 — 100%,75% — 3 of 4,1.0,0.0,1.0,0.0,18,14,6,5,13,23,621,558,8,13,10,14,22,18,25,13,1,2,11,3,23,19,79,74
3.0,Sat,2019-08-24,20:00,Angers,Metz,1.9,0.2,3–0,9001.0,Stéphanie Frappart,2019-2020,Ismaël Traoré,Renaud Cohade,(4-2-3-1),(4-3-3),38%,62%,303 of 401 — 76%,86% — 550 of 643,5 of 15 — 33%,50% — 2 of 4,2 of 2 — 100%,40% — 2 of 5,1.0,0.0,2.0,0.0,15,8,2,1,14,12,504,747,16,18,13,11,14,11,15,23,0,0,8,9,31,20,67,55
3.0,Sat,2019-08-24,20:00,Dijon,Bordeaux,0.4,0.6,0–2,12471.0,François Letexier,2019-2020,Bruno Ecuele Manga,Laurent Koscielny,(4-1-4-1),(3-4-3),48%,52%,422 of 514 — 82%,80% — 452 of 566,1 of 10 — 10%,30% — 3 of 10,1 of 3 — 33%,100% — 1 of 1,0.0,0.0,2.0,0.0,12,18,3,7,17,20,634,672,24,26,12,9,14,13,25,14,1,1,5,8,28,27,64,78
3.0,Sat,2019-08-24,20:00,Amiens,Nantes,0.4,2.4,1–2,11393.0,Jeremy Stinat,2019-2020,Prince-Désir Gouano,Valentin Rongier,(4-2-3-1),(4-2-3-1),37%,63%,323 of 417 — 77%,86% — 612 of 709,1 of 3 — 33%,24% — 6 of 25,4 of 6 — 66%,0% — 0 of 1,1.0,1.0,1.0,0.0,9,13,2,5,5,22,525,816,16,18,17,14,23,9,23,6,1,0,15,2,14,25,60,77
3.0,Sun,2019-08-25,15:00,Monaco,Nîmes,2.0,2.5,2–2,7438.0,Amaury Delerue,2019-2020,Kamil Glik,Renaud Ripart,(4-4-2),(4-3-3),46%,54%,304 of 393 — 77%,79% — 366 of 463,5 of 16 — 31%,29% — 4 of 14,2 of 4 — 50%,60% — 3 of 5,2.0,1.0,1.0,0.0,14,17,6,7,15,22,510,563,22,18,11,5,15,12,23,16,0,3,11,6,22,20,63,68
3.0,Sun,2019-08-25,17:00,Strasbourg,Rennes,1.9,0.6,0–2,24951.0,Ruddy Buquet,2019-2020,Jonas Martin,Damien Da Silva,(3-4-1-2),(5-3-2),51%,49%,342 of 436 — 78%,81% — 340 of 418,2 of 18 — 11%,57% — 4 of 7,2 of 4 — 50%,100% — 2 of 2,5.5,0.0,2.0,0.0,13,13,6,0,30,2,532,525,18,11,9,7,18,13,4,28,0,0,6,14,17,18,71,66
3.0,Sun,2019-08-25,21:00,Paris S-G,Toulouse,4.1,0.4,4–0,47325.0,Jérôme Brisard,2019-2020,Marquinhos,Max Gradel,(4-3-3),(5-4-1),71%,29%,636 of 722 — 88%,75% — 217 of 291,10 of 20 — 50%,0% — 0 of 3,0 of 0 — %,70% — 7 of 10,0.0,0.0,1.0,0.0,8,13,12,1,35,7,824,408,15,21,8,11,7,9,4,33,3,1,2,11,22,13,43,58
3.0,Tue,2019-08-27,19:00,Montpellier,Lyon,2.1,0.9,1–0,19387.0,Mikael Lesage,2019-2020,Vitorino Hilton,Jason Denayer,(3-4-1-2),(4-3-3),50%,50%,430 of 520 — 83%,84% — 436 of 519,5 of 18 — 28%,29% — 4 of 14,4 of 4 — 100%,80% — 4 of 5,2.0,0.0,4.0,1.0,14,11,8,2,24,15,623,624,18,15,6,10,14,17,14,22,0,0,6,10,11,22,81,64
3.0,Wed,2019-08-28,19:00,Lille,Saint-Étienne,2.4,0.8,3–0,36138.0,Olivier Thual,2019-2020,José Fonte,Loïc Perrin,(4-2-3-1),(4-2-3-1),51%,49%,407 of 503 — 81%,83% — 408 of 491,6 of 15 — 40%,33% — 3 of 9,3 of 3 — 100%,66% — 4 of 6,0.0,0.0,0.0,0.0,9,12,3,3,11,13,593,605,12,17,5,14,13,19,13,11,0,1,7,10,26,11,64,67
3.0,Wed,2019-08-28,21:00,Nice,Marseille,1.7,1.7,1–2,31825.0,Clément Turpin,2019-2020,Dante,Steve Mandanda,(4-3-3),(4-3-3),62%,38%,498 of 599 — 83%,77% — 281 of 365,2 of 11 — 18%,36% — 4 of 11,3 of 4 — 75%,100% — 2 of 2,1.0,0.0,1.0,0.0,7,13,4,3,14,12,710,483,22,22,11,8,10,17,11,19,1,0,6,4,34,25,63,55
4.0,Fri,2019-08-30,20:45,Metz,Paris S-G,0.4,1.6,0–2,20685.0,Franck Schneider,2019-2020,Renaud Cohade,Thiago Silva,(4-3-3),(4-3-3),32%,68%,245 of 336 — 73%,89% — 641 of 724,2 of 7 — 29%,33% — 3 of 9,2 of 3 — 66%,100% — 2 of 2,1.0,0.0,0.0,0.0,11,13,4,7,9,16,437,834,24,17,8,19,8,10,12,12,2,3,5,6,10,22,68,44
4.0,Sat,2019-08-31,17:30,Lyon,Bordeaux,0.7,1.1,1–1,52327.0,Antony Gautier,2019-2020,Jason Denayer,Benoît Costil,(4-3-3),(4-2-3-1),47%,53%,388 of 472 — 82%,86% — 463 of 541,3 of 10 — 30%,33% — 6 of 18,5 of 6 — 83%,66% — 2 of 3,5.5,0.0,3.0,0.0,12,14,4,5,10,22,573,653,19,20,15,8,9,11,20,12,0,3,11,4,20,16,54,45
4.0,Sat,2019-08-31,20:00,Toulouse,Amiens,1.3,0.4,2–0,10184.0,Florent Batta,2019-2020,Max Gradel,Régis Gurtner,(4-3-3),(5-4-1),46%,54%,460 of 550 — 84%,85% — 554 of 652,3 of 13 — 23%,10% — 1 of 10,1 of 1 — 100%,33% — 1 of 3,0.0,0.0,1.0,0.0,15,8,4,3,14,23,647,730,14,14,16,5,5,7,19,11,0,1,9,4,17,23,60,69
4.0,Sat,2019-08-31,20:00,Nantes,Montpellier,0.9,0.5,1–0,18980.0,Karim Abed,2019-2020,Abdoulaye Touré,Vitorino Hilton,(4-2-3-1),(3-4-1-2),50%,50%,406 of 519 — 78%,76% — 401 of 527,7 of 14 — 50%,13% — 1 of 8,1 of 1 — 100%,85% — 6 of 7,2.0,0.0,2.0,0.0,14,12,6,2,20,17,637,628,23,18,18,10,24,20,19,17,0,1,4,7,21,22,64,104
4.0,Sat,2019-08-31,20:00,Angers,Dijon,1.4,0.7,2–0,8988.0,Jérémie Pignard,2019-2020,Ismaël Traoré,Bruno Ecuele Manga,(4-5-1),(3-5-2),44%,56%,325 of 427 — 76%,84% — 455 of 544,3 of 12 — 25%,40% — 2 of 5,2 of 2 — 100%,66% — 2 of 3,0.0,0.0,2.0,0.0,11,17,5,3,19,10,531,680,19,22,13,15,16,21,10,30,2,0,6,8,32,34,73,77
4.0,Sat,2019-08-31,20:00,Nîmes,Brest,2.4,0.7,3–0,12488.0,Thomas Léonard,2019-2020,Anthony Briançon,Julien Faussurier,(4-4-2),(4-5-1),39%,61%,248 of 359 — 69%,78% — 437 of 562,8 of 21 — 38%,43% — 3 of 7,3 of 3 — 100%,62% — 5 of 8,3.0,0.0,4.0,0.0,11,17,8,2,26,8,477,661,15,16,14,9,22,25,15,26,5,1,7,13,18,29,83,72
4.0,Sun,2019-09-01,15:00,Rennes,Nice,0.8,1.8,1–2,26721.0,Johan Hamel,2019-2020,Damien Da Silva,Wylan Cyprien,(5-3-2),(4-3-3),46%,54%,332 of 415 — 80%,86% — 418 of 484,3 of 11 — 27%,50% — 5 of 10,4 of 5 — 80%,100% — 3 of 3,2.0,0.0,3.0,0.0,13,13,8,6,31,13,514,605,18,15,6,8,8,10,18,20,3,0,4,8,19,21,58,45
4.0,Sun,2019-09-01,15:00,Reims,Lille,2.1,1.6,2–0,14477.0,Eric Wattellier,2019-2020,Alaixys Romao,José Fonte,(4-2-3-1),(4-2-3-1),41%,59%,251 of 352 — 71%,81% — 420 of 517,3 of 11 — 27%,20% — 2 of 10,2 of 2 — 100%,66% — 2 of 3,3.0,0.0,3.5,0.0,19,15,5,1,14,14,467,623,19,16,7,7,12,26,18,14,0,2,7,6,21,21,64,70
4.0,Sun,2019-09-01,17:00,Strasbourg,Monaco,1.5,2.9,2–2,24556.0,Willy Delajod,2019-2020,Stefan Mitrović,Kamil Glik,(3-4-1-2),(3-5-2),59%,41%,427 of 547 — 78%,70% — 264 of 378,4 of 13 — 31%,38% — 6 of 16,4 of 6 — 66%,75% — 3 of 4,4.0,0.0,3.0,0.0,14,17,6,4,31,10,673,508,17,22,9,12,31,16,14,29,2,2,8,9,27,12,90,60
4.0,Sun,2019-09-01,21:00,Marseille,Saint-Étienne,0.7,0.8,1–0,44074.0,Benoît Millot,2019-2020,Steve Mandanda,Loïc Perrin,(4-3-3),(3-4-1-2),50%,50%,400 of 487 — 82%,79% — 389 of 490,2 of 9 — 22%,25% — 3 of 12,3 of 3 — 100%,50% — 1 of 2,5.0,0.0,2.0,0.0,16,7,5,6,12,21,622,601,20,27,15,19,18,10,28,11,0,3,5,4,23,22,53,62
5.0,Fri,2019-09-13,19:00,Lille,Angers,1.4,0.7,2–1,32834.0,Ruddy Buquet,2019-2020,José Fonte,Ismaël Traoré,(4-2-3-1),(5-3-2),56%,44%,530 of 642 — 83%,78% — 398 of 510,4 of 13 — 31%,43% — 3 of 7,2 of 3 — 66%,50% — 2 of 4,1.0,0.0,2.0,0.0,3,16,4,4,19,16,772,633,25,16,12,10,13,19,23,25,3,0,6,10,20,30,68,85
5.0,Fri,2019-09-13,20:45,Amiens,Lyon,0.5,2.0,2–2,12577.0,Benoît Bastien,2019-2020,Régis Gurtner,Leo Dubois,(4-4-2),(4-3-3),50%,50%,457 of 558 — 82%,84% — 466 of 552,2 of 11 — 18%,50% — 6 of 12,4 of 6 — 66%,0% — 0 of 2,3.0,0.0,2.0,0.0,12,14,4,1,17,5,651,658,20,12,8,7,12,9,10,24,4,0,8,6,22,11,42,59
5.0,Sat,2019-09-14,17:30,Paris S-G,Strasbourg,0.8,0.5,1–0,47505.0,Amaury Delerue,2019-2020,Thiago Silva,Stefan Mitrović,(4-2-3-1),(5-3-2),62%,38%,574 of 669 — 86%,75% — 311 of 414,7 of 16 — 44%,50% — 3 of 6,3 of 3 — 100%,85% — 6 of 7,2.0,0.0,2.0,0.0,12,12,5,2,22,11,770,524,14,16,13,17,5,22,12,28,2,3,3,10,21,13,45,86
5.0,Sat,2019-09-14,20:00,Bordeaux,Metz,1.4,1.2,2–0,14352.0,Mikael Lesage,2019-2020,Benoît Costil,John Boye,(4-2-3-1),(4-3-3),45%,55%,381 of 458 — 83%,82% — 465 of 570,6 of 15 — 40%,20% — 3 of 15,3 of 3 — 100%,66% — 4 of 6,2.0,0.0,2.0,0.0,18,15,4,6,12,23,611,698,28,25,7,6,25,14,35,14,1,1,5,7,11,23,61,64
5.0,Sat,2019-09-14,20:00,Dijon,Nîmes,1.3,0.4,0–0,11413.0,Stéphanie Frappart,2019-2020,Florent Balmont,Anthony Briançon,(4-3-3),(4-3-3),58%,42%,428 of 561 — 76%,66% — 265 of 403,2 of 17 — 12%,38% — 3 of 8,3 of 3 — 100%,100% — 2 of 2,3.0,0.0,1.0,0.0,14,11,6,0,18,13,682,517,17,16,5,12,30,35,17,23,2,2,6,12,18,39,102,75
5.0,Sat,2019-09-14,20:00,Montpellier,Nice,1.8,1.0,2–1,12765.0,Olivier Thual,2019-2020,Vitorino Hilton,Wylan Cyprien,(3-4-1-2),(4-3-3),42%,58%,321 of 426 — 75%,88% — 513 of 582,8 of 17 — 47%,31% — 4 of 13,3 of 4 — 75%,75% — 6 of 8,2.0,0.0,2.0,0.0,17,11,8,1,22,11,518,705,27,15,4,10,12,11,12,24,4,0,9,11,20,15,80,58
5.0,Sat,2019-09-14,20:00,Brest,Rennes,0.5,0.4,0–0,14937.0,Clément Turpin,2019-2020,Mathias Autret,Damien Da Silva,(4-2-3-1),(5-3-2),50%,50%,366 of 476 — 77%,79% — 380 of 478,2 of 10 — 20%,22% — 2 of 9,2 of 2 — 100%,100% — 2 of 2,2.0,0.0,2.0,0.0,10,12,2,4,16,27,576,581,18,15,13,9,11,12,19,9,2,2,7,13,26,17,89,57
5.0,Sun,2019-09-15,15:00,Nantes,Reims,0.4,0.7,1–0,18897.0,Willy Delajod,2019-2020,Abdoulaye Touré,Alaixys Romao,(4-2-3-1),(4-3-3),53%,47%,403 of 520 — 78%,77% — 352 of 459,4 of 8 — 50%,11% — 1 of 9,1 of 1 — 100%,75% — 3 of 4,1.0,0.0,3.0,0.0,18,15,7,5,15,15,611,574,20,16,10,10,22,22,16,15,1,1,9,6,15,27,66,77
5.0,Sun,2019-09-15,17:00,Saint-Étienne,Toulouse,1.1,1.9,2–2,24240.0,Jeremy Stinat,2019-2020,Loïc Perrin,Max Gradel,(4-2-3-1),(4-2-3-1),59%,41%,417 of 511 — 82%,75% — 265 of 351,4 of 14 — 29%,67% — 6 of 9,5 of 6 — 83%,50% — 2 of 4,3.0,0.0,0.0,0.0,15,13,9,7,37,11,613,475,13,19,13,12,16,14,21,39,4,3,4,15,21,15,75,48
5.0,Sun,2019-09-15,21:00,Monaco,Marseille,2.5,1.6,3–4,9147.0,Antony Gautier,2019-2020,Kamil Glik,Steve Mandanda,(4-4-2),(4-3-3),44%,56%,343 of 428 — 80%,85% — 470 of 554,7 of 11 — 64%,46% — 6 of 13,2 of 6 — 33%,71% — 5 of 7,3.0,0.0,3.0,0.0,9,14,6,4,23,17,516,657,10,14,13,7,13,15,13,29,3,1,4,4,20,18,53,57
6.0,Fri,2019-09-20,20:45,Strasbourg,Nantes,2.0,0.6,2–1,24013.0,Florent Batta,2019-2020,Stefan Mitrović,Abdoulaye Touré,(3-4-1-2),(4-4-1-1),60%,40%,459 of 572 — 80%,74% — 279 of 375,4 of 16 — 25%,30% — 3 of 10,2 of 3 — 66%,75% — 3 of 4,2.0,0.0,2.0,0.0,11,16,9,2,28,11,678,477,18,15,5,6,26,9,11,22,1,3,4,14,26,22,92,73
6.0,Sat,2019-09-21,17:30,Marseille,Montpellier,1.2,0.1,1–1,48007.0,Amaury Delerue,2019-2020,Steve Mandanda,Vitorino Hilton,(4-3-3),(3-4-1-2),65%,35%,523 of 638 — 82%,72% — 249 of 348,5 of 24 — 21%,50% — 1 of 2,1 of 1 — 100%,80% — 4 of 5,5.5,1.0,3.0,1.0,11,17,15,1,38,8,751,500,19,15,4,13,15,24,9,49,1,2,0,11,18,21,53,90
6.0,Sat,2019-09-21,20:00,Metz,Amiens,1.3,1.3,1–2,15106.0,Hakim Ben El Hadj Salem,2019-2020,Renaud Cohade,Régis Gurtner,(4-3-3),(4-2-3-1),51%,49%,406 of 528 — 77%,78% — 392 of 504,4 of 13 — 31%,56% — 5 of 9,3 of 5 — 60%,75% — 3 of 4,1.0,0.0,1.0,0.0,13,12,4,6,32,14,643,633,23,25,14,13,24,18,10,31,1,0,4,13,29,25,76,87
6.0,Sat,2019-09-21,20:00,Nîmes,Toulouse,1.4,0.7,1–0,12258.0,Karim Abed,2019-2020,Anthony Briançon,Max Gradel,(4-2-3-1),(4-2-3-1),41%,59%,285 of 380 — 75%,79% — 437 of 552,4 of 19 — 21%,22% — 2 of 9,2 of 2 — 100%,75% — 3 of 4,1.0,0.0,3.0,1.0,14,11,5,7,15,22,526,666,27,17,12,9,26,19,32,17,1,1,5,11,18,22,81,68
6.0,Sat,2019-09-21,20:00,Reims,Monaco,1.3,0.6,0–0,14426.0,Olivier Thual,2019-2020,Alaixys Romao,Kamil Glik,(4-2-3-1),(3-5-2),46%,54%,355 of 439 — 81%,82% — 420 of 511,4 of 16 — 25%,33% — 4 of 12,4 of 4 — 100%,100% — 4 of 4,0.0,0.0,2.0,0.0,16,10,6,3,20,15,551,614,19,19,15,3,9,5,18,19,4,0,6,8,24,19,69,47
6.0,Sat,2019-09-21,20:00,Nice,Dijon,1.1,1.2,2–1,16255.0,Willy Delajod,2019-2020,Wylan Cyprien,Júlio Tavares,(4-3-3),(4-2-3-1),66%,34%,553 of 651 — 85%,76% — 258 of 340,6 of 16 — 38%,54% — 7 of 13,6 of 7 — 85%,66% — 4 of 6,2.0,0.0,3.0,0.0,7,13,6,3,10,9,769,466,18,25,14,13,7,9,13,17,3,0,4,8,24,22,49,69
6.0,Sat,2019-09-21,20:00,Bordeaux,Brest,1.7,1.3,2–2,15213.0,Benoît Millot,2019-2020,Benoît Costil,Mathias Autret,(3-4-3),(4-2-3-1),55%,45%,449 of 546 — 82%,75% — 336 of 446,5 of 18 — 28%,23% — 3 of 13,1 of 3 — 33%,60% — 3 of 5,4.0,0.0,3.0,0.0,9,11,5,9,21,29,665,550,10,17,6,8,20,7,27,17,0,0,12,9,13,23,54,80
6.0,Sun,2019-09-22,15:00,Rennes,Lille,0.9,1.1,1–1,25772.0,Jérôme Brisard,2019-2020,M'Baye Niang,José Fonte,(4-4-2),(4-2-3-1),51%,49%,403 of 500 — 81%,82% — 393 of 478,3 of 11 — 27%,40% — 6 of 15,5 of 6 — 83%,66% — 2 of 3,2.0,0.0,1.0,0.0,14,11,4,8,19,17,598,600,18,20,4,9,14,19,14,23,2,0,5,10,25,21,61,70
