,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
0,Ben Chilwell,Tom Lockyer,(3-4-3),(5-3-2),67%,33%,621 of 684 — 91%,76% — 256 of 338,8 of 19 — 42%,9% — 1 of 11,1 of 1 — 100%,62% — 5 of 8,2.0,0,3.0,0,15,12,6,4,16,18,789,427,10,18,9,5,14,6,11,19,0,0,11,8,13,10,52,57
0,Neto,Son Heung-min,(4-2-3-1),(4-2-3-1),44%,56%,338 of 443 — 76%,88% — 498 of 568,3 of 11 — 27%,35% — 6 of 17,4 of 6 — 66%,100% — 3 of 3,1.0,0,3.0,0,18,11,6,2,22,10,547,698,17,22,8,12,12,8,12,29,3,0,9,6,23,17,59,36
0,James Tarkowski,Max Kilman,(4-1-4-1),(4-4-1-1),47%,53%,362 of 460 — 79%,83% — 436 of 523,7 of 15 — 47%,18% — 2 of 11,1 of 2 — 50%,100% — 7 of 7,3.0,0,4.0,0,10,14,7,0,27,14,566,636,26,18,10,5,14,9,8,20,1,1,7,11,23,26,68,72
0,Bruno Fernandes,Joe Worrall,(4-2-3-1),(3-4-3),66%,34%,567 of 681 — 83%,70% — 246 of 353,8 of 17 — 47%,44% — 4 of 9,2 of 4 — 50%,75% — 6 of 8,4.0,0,4.0,1,13,11,11,3,23,12,780,475,15,19,7,14,11,21,25,31,3,2,3,9,15,14,55,64
0,Christian Nørgaard,Joel Ward,(4-3-3),(4-2-3-1),60%,40%,465 of 566 — 82%,79% — 301 of 382,1 of 12 — 8%,33% — 5 of 15,4 of 5 — 80%,0% — 0 of 1,0.0,0,0.0,0,9,15,8,6,23,17,670,508,9,20,6,6,19,17,9,25,2,2,7,6,18,13,65,46
0,Martin Ødegaard,Bobby Reid,(4-3-3),(4-3-3),71%,29%,644 of 741 — 87%,71% — 211 of 299,9 of 18 — 50%,38% — 3 of 8,1 of 3 — 33%,88% — 8 of 9,0.0,0,7.5,0,6,5,8,3,32,11,845,415,14,18,6,6,9,14,11,37,4,1,5,9,19,6,58,61
0,Lewis Dunk,Kurt Zouma,(4-2-3-1),(4-1-4-1),78%,22%,697 of 812 — 86%,65% — 153 of 235,10 of 25 — 40%,58% — 7 of 12,4 of 7 — 57%,90% — 9 of 10,1.0,0,3.0,0,10,9,17,4,41,10,911,386,12,15,6,19,13,13,12,43,1,2,5,12,15,9,53,53
0,John Egan,Kyle Walker,(3-5-2),(4-2-3-1),21%,79%,148 of 213 — 69%,89% — 707 of 793,1 of 6 — 17%,31% — 9 of 29,7 of 9 — 77%,0% — 0 of 1,4.0,0,0.0,0,11,2,1,12,3,35,325,893,11,12,5,4,5,12,31,6,1,2,14,6,11,11,52,52
0,Josh Cullen,John McGinn,(4-4-2),(3-4-3),57%,43%,553 of 636 — 87%,82% — 395 of 479,2 of 9 — 22%,38% — 6 of 16,3 of 6 — 50%,50% — 1 of 2,2.0,0,0.0,0,12,11,4,6,16,11,712,570,10,15,11,6,9,8,14,15,5,1,4,6,14,10,42,56
0,Kieran Trippier,Virgil van Dijk,(4-3-3),(4-3-3),59%,41%,533 of 623 — 86%,79% — 336 of 427,8 of 23 — 35%,44% — 4 of 9,2 of 4 — 50%,87% — 7 of 8,1.0,0,2.0,1,16,10,5,9,13,16,721,528,19,12,5,8,9,8,15,19,0,1,6,14,13,20,48,65
0,Carlton Morris,Kurt Zouma,(5-3-2),(4-2-3-1),39%,61%,295 of 419 — 70%,80% — 526 of 655,1 of 16 — 6%,33% — 3 of 9,1 of 3 — 33%,0% — 0 of 1,1.0,0,1.0,0,8,13,9,6,31,15,547,780,14,22,7,9,20,19,25,34,0,6,7,11,21,20,90,81
0,John Egan,James Tarkowski,(3-5-2),(4-4-1-1),46%,54%,317 of 435 — 73%,74% — 383 of 518,7 of 13 — 54%,38% — 6 of 16,4 of 6 — 66%,85% — 6 of 7,1.0,0,2.0,0,11,13,4,6,14,24,563,635,16,23,11,7,18,19,39,18,1,2,7,2,27,26,79,74
0,Christian Nørgaard,Neto,(4-3-3),(4-2-3-1),60%,40%,429 of 529 — 81%,70% — 243 of 346,7 of 21 — 33%,42% — 5 of 12,3 of 5 — 60%,71% — 5 of 7,1.0,0,2.0,0,6,13,5,2,23,12,662,483,22,22,6,1,22,15,15,28,1,1,8,14,18,20,71,73
0,Kyle Walker,Tom Cairney,(4-2-3-1),(4-3-3),68%,32%,681 of 766 — 89%,79% — 290 of 367,4 of 6 — 67%,67% — 4 of 6,3 of 4 — 75%,0% — 0 of 4,2.0,0,4.0,0,12,12,4,5,9,11,838,447,17,11,8,7,8,6,11,12,1,1,4,1,21,15,66,51
0,Ben Chilwell,Joe Worrall,(3-4-3),(3-4-3),75%,25%,668 of 787 — 85%,60% — 155 of 258,2 of 21 — 10%,43% — 3 of 7,2 of 3 — 66%,100% — 2 of 2,3.0,0,4.0,0,10,9,7,0,38,4,907,397,16,23,6,9,24,13,11,42,2,3,5,13,26,16,44,57
0,Josh Cullen,Son Heung-min,(4-4-2),(4-2-3-1),47%,53%,413 of 515 — 80%,86% — 505 of 586,4 of 16 — 25%,52% — 11 of 21,6 of 11 — 54%,50% — 2 of 4,4.0,0,3.0,0,15,9,7,4,12,7,627,720,27,19,8,13,8,9,11,19,2,1,7,9,22,11,78,49
0,Lewis Dunk,Kieran Trippier,(4-2-3-1),(4-3-3),56%,44%,528 of 595 — 89%,83% — 391 of 469,6 of 15 — 40%,22% — 2 of 9,1 of 2 — 50%,50% — 3 of 6,4.0,0,4.0,0,14,17,5,3,9,11,701,564,8,18,11,3,12,5,12,14,5,0,9,7,12,12,50,57
0,Joel Ward,Max Kilman,(4-3-3),(4-4-2),43%,57%,334 of 431 — 77%,82% — 468 of 574,10 of 16 — 63%,33% — 4 of 12,2 of 4 — 50%,70% — 7 of 10,1.0,0,3.0,0,12,12,4,2,17,22,545,676,24,26,10,8,12,13,20,14,1,2,13,7,16,22,66,59
0,Trent Alexander-Arnold,John McGinn,(4-3-3),(4-4-2),63%,37%,653 of 727 — 90%,81% — 343 of 422,4 of 17 — 24%,33% — 3 of 9,3 of 3 — 100%,50% — 2 of 4,0.0,0,1.0,0,12,7,7,3,13,10,817,512,14,15,8,9,8,2,11,17,6,1,7,8,11,16,46,60
0,Martin Ødegaard,Bruno Fernandes,(4-3-3),(4-2-3-1),55%,45%,490 of 583 — 84%,84% — 406 of 481,5 of 17 — 29%,20% — 2 of 10,1 of 2 — 50%,40% — 2 of 5,2.0,0,3.0,0,8,7,12,3,26,3,680,589,11,15,8,8,13,13,8,28,2,1,1,8,17,14,45,53
0,Max Kilman,Andrew Robertson,(4-2-3-1),(4-3-3),35%,65%,330 of 414 — 80%,87% — 673 of 778,2 of 11 — 18%,31% — 5 of 16,3 of 5 — 60%,50% — 1 of 2,1.0,0,3.0,0,10,4,4,4,15,18,545,884,22,24,13,9,7,11,23,20,1,0,7,8,23,26,55,58
0,Son Heung-min,Chris Basham,(4-2-3-1),(3-5-2),70%,30%,579 of 683 — 85%,68% — 202 of 295,10 of 28 — 36%,71% — 5 of 7,4 of 5 — 80%,80% — 8 of 10,6.0,0,8.5,0,13,14,15,2,32,6,794,428,17,22,6,10,15,21,7,38,2,3,1,13,23,11,47,66
0,Kurt Zouma,Kyle Walker,(4-2-3-1),(4-2-3-1),32%,68%,297 of 352 — 84%,90% — 676 of 747,3 of 6 — 50%,45% — 13 of 29,10 of 13 — 76%,66% — 2 of 3,3.0,0,2.0,0,7,11,4,11,12,25,474,837,14,11,14,7,12,8,34,9,1,0,7,2,12,13,42,46
0,John McGinn,Joel Ward,(4-2-3-1),(4-4-1-1),66%,34%,561 of 665 — 84%,73% — 248 of 339,4 of 15 — 27%,50% — 3 of 6,2 of 3 — 66%,50% — 2 of 4,5.0,0,3.0,0,13,9,4,2,29,14,786,479,26,23,7,12,11,6,12,36,1,0,7,2,23,19,65,58
0,Tim Ream,Tom Lockyer,(4-3-3),(5-3-2),77%,23%,765 of 858 — 89%,68% — 176 of 260,2 of 13 — 15%,29% — 2 of 7,2 of 2 — 100%,50% — 1 of 2,2.0,0,2.0,0,6,14,6,2,24,12,947,366,17,20,7,11,11,18,10,17,0,1,6,10,23,18,58,46
0,Bruno Fernandes,Lewis Dunk,(4-1-2-1-2),(4-2-3-1),44%,56%,445 of 539 — 83%,91% — 614 of 677,4 of 14 — 29%,80% — 8 of 10,5 of 8 — 62%,75% — 3 of 4,2.0,0,2.0,0,8,9,8,1,19,4,612,788,16,19,4,10,1,5,2,19,4,1,4,8,14,9,60,54
0,Kieran Trippier,Christian Nørgaard,(4-3-3),(5-3-2),56%,44%,396 of 523 — 76%,70% — 286 of 406,1 of 8 — 13%,18% — 2 of 11,2 of 2 — 100%,100% — 1 of 1,3.0,0,5.0,0,8,12,8,3,26,15,627,526,12,30,6,9,22,20,20,26,0,1,10,7,27,20,61,77
0,Neto,Conor Gallagher,(4-2-3-1),(4-2-3-1),36%,64%,269 of 353 — 76%,86% — 542 of 633,4 of 13 — 31%,43% — 6 of 14,6 of 6 — 100%,100% — 4 of 4,1.0,0,5.0,0,15,20,1,7,16,14,477,733,14,9,17,5,6,5,27,16,1,2,7,12,18,18,54,51
0,James Tarkowski,Martin Ødegaard,(4-5-1),(4-3-3),26%,74%,170 of 255 — 67%,87% — 627 of 721,1 of 8 — 13%,31% — 4 of 13,3 of 4 — 75%,100% — 1 of 1,1.0,0,1.0,0,12,10,1,11,5,18,348,797,19,9,10,6,10,9,17,12,1,4,9,5,11,24,64,66
0,Joe Worrall,Josh Brownhill,(4-2-3-1),(4-2-3-1),46%,54%,347 of 455 — 76%,80% — 424 of 529,4 of 14 — 29%,30% — 3 of 10,2 of 3 — 66%,75% — 3 of 4,2.0,0,3.0,1,16,10,5,4,18,18,557,640,13,10,6,7,17,13,18,32,2,2,8,6,19,20,69,67
0,Tom Lockyer,Max Kilman,(3-4-3),(4-2-3-1),57%,43%,364 of 501 — 73%,72% — 279 of 385,3 of 19 — 16%,100% — 3 of 3,2 of 3 — 66%,100% — 3 of 3,0.0,0,2.0,1,12,17,10,1,44,6,609,523,20,14,8,4,19,21,5,39,1,1,2,18,21,13,83,70
0,Kyle Walker,Serge Aurier,(4-2-3-1),(5-4-1),57%,43%,525 of 599 — 88%,82% — 369 of 450,4 of 7 — 57%,30% — 3 of 10,3 of 3 — 100%,50% — 2 of 4,3.0,1,7.0,0,5,17,6,6,11,17,689,537,8,18,6,8,7,7,22,14,0,3,8,3,15,14,65,40
0,Joel Ward,Tim Ream,(4-2-3-1),(4-3-3),51%,49%,411 of 521 — 79%,80% — 404 of 502,3 of 7 — 43%,50% — 5 of 10,5 of 5 — 100%,100% — 3 of 3,3.0,0,2.0,0,10,15,3,2,15,18,620,620,14,27,5,9,13,16,24,20,3,1,6,2,20,15,67,59
0,Christian Nørgaard,James Tarkowski,(4-3-3),(4-4-1-1),57%,43%,510 of 629 — 81%,78% — 367 of 473,2 of 12 — 17%,33% — 6 of 18,3 of 6 — 50%,50% — 1 of 2,2.0,0,2.0,0,9,12,1,4,11,20,731,586,20,16,7,7,17,28,17,20,3,1,12,4,20,22,70,71
0,Josh Brownhill,Bruno Fernandes,(4-3-3),(4-2-3-1),61%,39%,586 of 687 — 85%,78% — 342 of 437,4 of 12 — 33%,36% — 4 of 11,3 of 4 — 75%,100% — 4 of 4,1.0,0,2.0,0,6,12,9,5,24,12,777,533,13,13,7,7,12,11,14,27,1,3,3,6,9,16,51,59
0,Conor Gallagher,John McGinn,(4-2-3-1),(4-2-3-1),53%,47%,405 of 492 — 82%,80% — 346 of 433,4 of 10 — 40%,47% — 7 of 15,6 of 7 — 85%,100% — 4 of 4,2.0,1,3.0,0,9,11,5,11,14,23,609,560,23,21,4,9,14,7,29,16,10,1,4,6,18,16,54,62
0,Martin Ødegaard,Son Heung-min,(4-3-3),(4-2-3-1),47%,53%,346 of 423 — 82%,83% — 404 of 485,4 of 12 — 33%,38% — 5 of 13,3 of 5 — 60%,100% — 4 of 4,3.0,0,4.0,0,12,19,11,4,20,10,529,588,24,28,11,6,14,8,12,22,2,3,2,12,17,17,60,39
0,Virgil van Dijk,Kurt Zouma,(4-3-3),(4-2-3-1),63%,37%,600 of 691 — 87%,76% — 304 of 398,6 of 21 — 29%,36% — 4 of 11,3 of 4 — 75%,66% — 4 of 6,0.0,0,2.0,0,12,13,7,4,20,17,817,518,17,24,9,8,26,9,20,30,2,1,1,14,17,19,54,60
0,Lewis Dunk,Neto,(4-2-3-1),(4-2-3-1),61%,39%,469 of 550 — 85%,75% — 264 of 351,4 of 13 — 31%,25% — 3 of 12,2 of 3 — 66%,50% — 2 of 4,3.0,0,3.0,0,12,17,4,4,13,9,677,463,24,23,10,10,11,1,14,14,1,1,6,5,14,15,59,60
0,John Egan,Kieran Trippier,(3-4-3),(4-3-3),42%,58%,369 of 474 — 78%,86% — 549 of 642,1 of 9 — 11%,68% — 15 of 22,7 of 15 — 46%,100% — 1 of 1,4.0,0,0.0,0,12,8,2,5,7,16,591,762,19,19,12,7,9,11,24,8,3,1,6,6,16,17,66,56
0,John McGinn,Lewis Dunk,(4-2-3-1),(4-2-3-1),39%,61%,270 of 348 — 78%,87% — 478 of 550,9 of 19 — 47%,27% — 3 of 11,2 of 3 — 66%,44% — 4 of 9,4.0,0,4.0,0,19,21,1,3,6,10,450,651,21,19,4,8,5,8,12,13,0,6,8,5,22,12,59,36
0,Bruno Fernandes,Joel Ward,(4-2-3-1),(4-3-3),77%,23%,688 of 810 — 85%,67% — 166 of 248,3 of 19 — 16%,25% — 2 of 8,1 of 2 — 50%,100% — 3 of 3,3.0,0,2.0,0,10,8,10,4,33,10,925,413,32,26,4,17,10,13,13,40,2,0,7,11,31,17,58,48
0,Max Kilman,Kyle Walker,(3-4-3),(4-2-3-1),32%,68%,225 of 301 — 75%,86% — 557 of 645,1 of 3 — 33%,35% — 8 of 23,7 of 8 — 87%,0% — 0 of 1,5.0,0,4.0,0,18,12,0,6,6,21,422,732,12,15,10,4,5,2,29,7,2,0,9,3,9,25,58,36
0,Kurt Zouma,John Egan,(4-2-3-1),(3-5-2),52%,48%,446 of 530 — 84%,81% — 400 of 493,8 of 20 — 40%,13% — 2 of 16,2 of 2 — 100%,75% — 6 of 8,1.0,0,1.0,0,6,9,7,4,19,17,647,591,16,14,7,1,16,15,19,20,2,3,11,8,14,23,67,60
0,Neto,Martin Ødegaard,(4-2-3-1),(4-3-3),43%,57%,336 of 426 — 79%,88% — 495 of 564,1 of 8 — 13%,46% — 6 of 13,4 of 6 — 66%,100% — 1 of 1,0.0,0,1.0,0,11,10,6,6,15,4,533,686,16,28,9,9,6,9,6,14,2,0,4,7,17,12,50,38
0,Jamaal Lascelles,Josh Brownhill,(4-3-3),(4-2-3-1),53%,47%,441 of 553 — 80%,78% — 391 of 500,6 of 19 — 32%,25% — 2 of 8,2 of 2 — 100%,83% — 5 of 6,1.0,0,3.0,0,7,15,5,3,19,6,670,611,21,13,4,4,19,7,10,23,1,3,2,9,18,19,57,67
0,James Tarkowski,Tom Lockyer,(4-4-1-1),(3-4-3),67%,33%,502 of 649 — 77%,54% — 172 of 321,4 of 23 — 17%,22% — 2 of 9,0 of 2 — 0%,75% — 3 of 4,0.0,0,1.0,0,8,10,3,6,32,12,801,474,23,24,5,10,30,25,16,30,2,3,8,18,37,26,101,96
0,Son Heung-min,Virgil van Dijk,(4-2-3-1),(4-3-3),64%,36%,629 of 719 — 87%,77% — 314 of 406,8 of 24 — 33%,33% — 4 of 12,3 of 4 — 75%,87% — 7 of 8,5.0,0,7.5,1,11,17,11,5,29,11,840,531,23,15,11,6,8,9,15,24,4,1,4,7,20,23,25,69
0,Serge Aurier,Christian Nørgaard,(4-3-3),(4-3-3),41%,59%,337 of 443 — 76%,82% — 525 of 637,1 of 6 — 17%,17% — 3 of 18,2 of 3 — 66%,0% — 0 of 1,4.5,0,2.0,0,6,10,1,11,12,29,567,738,17,11,6,10,15,25,40,10,2,1,11,5,19,25,73,58
0,Tim Ream,Conor Gallagher,(4-3-3),(4-3-3),56%,44%,530 of 617 — 86%,84% — 416 of 493,3 of 10 — 30%,36% — 4 of 11,2 of 4 — 50%,100% — 3 of 3,1.0,0,4.0,0,15,12,8,1,22,4,710,612,16,24,13,8,9,8,5,28,2,4,6,8,21,17,71,42
0,Tom Lockyer,Josh Brownhill,(3-4-3),(4-3-3),49%,51%,292 of 437 — 67%,69% — 313 of 452,2 of 18 — 11%,29% — 4 of 14,2 of 4 — 50%,50% — 1 of 2,4.0,0,2.0,0,14,6,7,6,31,12,563,586,14,15,8,7,35,23,17,38,3,3,10,12,29,21,111,100
0,Tom Lockyer,Son Heung-min,(4-4-2),(4-2-3-1),34%,66%,195 of 306 — 64%,83% — 502 of 602,2 of 12 — 17%,27% — 4 of 15,3 of 4 — 75%,100% — 2 of 2,2.0,0,4.5,0,16,7,5,6,26,13,440,740,26,20,12,9,9,15,25,29,4,4,10,9,21,29,76,56
0,Josh Brownhill,Conor Gallagher,(4-3-3),(4-3-3),38%,62%,353 of 432 — 82%,91% — 632 of 698,3 of 10 — 30%,50% — 4 of 8,2 of 4 — 50%,66% — 2 of 3,2.0,0,4.0,0,11,8,7,3,9,13,532,799,24,22,4,9,10,9,10,10,4,2,5,3,20,18,51,57
0,Bruno Fernandes,Christian Nørgaard,(4-2-3-1),(3-5-2),64%,36%,528 of 633 — 83%,72% — 252 of 351,8 of 21 — 38%,27% — 3 of 11,2 of 3 — 66%,75% — 6 of 8,0.0,0,5.0,0,10,17,7,5,36,8,723,476,4,18,10,16,13,9,9,45,4,0,10,10,33,14,75,68
0,James Tarkowski,Neto,(4-4-1-1),(4-2-3-1),48%,52%,332 of 443 — 75%,79% — 386 of 488,8 of 25 — 32%,27% — 3 of 11,3 of 3 — 100%,62% — 5 of 8,1.0,0,2.0,0,14,15,8,7,25,18,590,632,28,20,5,6,23,16,18,29,2,0,8,11,23,24,77,79
0,Tim Ream,Chris Basham,(4-3-3),(3-5-2),60%,40%,445 of 581 — 77%,67% — 257 of 382,6 of 20 — 30%,40% — 2 of 5,2 of 2 — 100%,66% — 4 of 6,1.0,0,2.0,0,8,10,9,4,29,12,706,514,24,20,12,11,20,18,13,36,2,1,5,10,29,19,79,87
0,Marc Guéhi,Serge Aurier,(4-3-3),(4-3-3),52%,48%,483 of 561 — 86%,85% — 443 of 522,2 of 8 — 25%,31% — 5 of 16,5 of 5 — 100%,100% — 2 of 2,0.0,0,1.0,0,7,12,3,7,13,18,664,626,18,20,6,9,10,13,21,23,0,2,5,6,12,14,58,56
0,Kurt Zouma,Jamaal Lascelles,(4-2-3-1),(4-3-3),36%,64%,250 of 356 — 70%,86% — 553 of 645,3 of 5 — 60%,30% — 3 of 10,1 of 3 — 33%,33% — 1 of 3,3.0,0,3.0,0,11,18,4,2,15,12,423,719,11,8,8,3,16,15,9,19,2,1,9,4,15,19,71,62
0,Max Kilman,John McGinn,(3-4-3),(4-4-2),47%,53%,298 of 388 — 77%,79% — 352 of 446,3 of 8 — 38%,22% — 4 of 18,3 of 4 — 75%,66% — 2 of 3,5.5,0,2.0,0,19,9,2,10,10,31,478,536,13,7,5,11,10,6,25,10,3,1,7,6,14,15,51,46
0,Lewis Dunk,Virgil van Dijk,(4-2-3-1),(4-3-3),46%,54%,378 of 454 — 83%,86% — 451 of 524,3 of 14 — 21%,23% — 3 of 13,2 of 3 — 66%,33% — 1 of 3,1.0,0,2.0,0,12,20,8,1,14,8,559,631,17,22,13,11,5,6,14,19,1,0,5,6,18,13,51,46
0,Martin Ødegaard,Kyle Walker,(4-3-3),(4-3-3),49%,51%,454 of 535 — 85%,85% — 468 of 549,2 of 12 — 17%,0% — 0 of 4,0 of 0 — %,50% — 1 of 2,2.0,0,3.0,0,8,7,5,4,11,10,638,638,20,22,9,5,5,8,9,16,2,0,7,5,17,13,57,53
0,Virgil van Dijk,James Tarkowski,(4-3-3),(4-4-1-1),77%,23%,685 of 804 — 85%,54% — 131 of 244,5 of 25 — 20%,17% — 1 of 6,1 of 1 — 100%,80% — 4 of 5,1.0,0,4.5,0,9,9,12,4,27,6,908,369,13,17,7,14,24,24,14,28,2,1,5,14,28,18,72,79
0,Christian Nørgaard,Josh Cullen,(4-3-3),(4-2-3-1),50%,50%,373 of 487 — 77%,81% — 390 of 484,9 of 23 — 39%,17% — 1 of 6,1 of 1 — 100%,66% — 6 of 9,5.0,0,5.5,0,14,12,5,5,21,14,588,596,17,7,8,11,16,13,13,27,2,2,7,9,19,14,74,69
