Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
2.0,Fri,2023-08-18,19:30,Mallorca,Villarreal,0.4,1.8,0–1,17775.0,Javier Alberola,2023-2024,Antonio Raillo,Gerard Moreno,(5-3-2),(4-3-3),40%,60%,288 of 370 — 78%,88% — 486 of 554,1 of 8 — 13%,20% — 3 of 15,2 of 3 — 66%,100% — 1 of 1,2.0,0,4.0,0,12,11,6,5,28,15,469,662,27,15,6,3,15,11,17,26,6,1,8,5,11,18,66,47
2.0,Fri,2023-08-18,21:30,Valencia,Las Palmas,1.5,0.5,1–0,41053.0,Javier Villanueva,2023-2024,José Luis Gayà,Jonathan Viera,(4-4-2),(4-3-3),39%,61%,317 of 411 — 77%,86% — 549 of 641,3 of 8 — 38%,14% — 1 of 7,1 of 1 — 100%,100% — 3 of 3,0.0,0,0.0,0,12,6,6,4,20,9,502,739,16,19,9,7,10,11,9,15,2,1,5,8,24,24,79,51
2.0,Sat,2023-08-19,17:00,Real Sociedad,Celta Vigo,0.7,1.0,1–1,30354.0,Miguel Ángel Ortiz Arias,2023-2024,Igor Zubeldia,Iago Aspas,(4-3-3),(4-4-2),53%,47%,341 of 468 — 73%,71% — 300 of 421,2 of 11 — 18%,35% — 6 of 17,5 of 6 — 83%,50% — 1 of 2,2.0,0,1.0,0,12,12,9,7,18,19,574,539,12,13,6,10,20,14,19,27,0,3,5,10,32,20,77,67
2.0,Sat,2023-08-19,19:30,Almería,Real Madrid,1.3,2.0,1–3,17561.0,José Sánchez,2023-2024,Lucas Robertone,Dani Carvajal,(4-2-3-1),(4-3-1-2),43%,57%,394 of 471 — 84%,88% — 548 of 622,8 of 20 — 40%,36% — 9 of 25,6 of 9 — 66%,87% — 7 of 8,1.0,0,0.0,0,10,13,4,5,26,26,587,736,17,14,11,10,10,8,20,19,1,4,13,10,10,19,58,43
2.0,Sat,2023-08-19,21:30,Osasuna,Athletic Club,1.3,1.5,0–2,20704.0,José Luis Munuera,2023-2024,David García,Óscar de Marcos,(4-3-3),(4-2-3-1),63%,37%,474 of 608 — 78%,69% — 249 of 361,7 of 18 — 39%,25% — 2 of 8,0 of 2 — 0%,100% — 7 of 7,1.0,1,6.5,0,9,14,5,3,39,13,717,495,13,22,15,11,20,19,10,40,2,0,7,11,28,13,103,71
2.0,Sun,2023-08-20,19:00,Girona,Getafe,1.4,0.7,3–0,11784.0,Jorge Figueroa,2023-2024,Cristhian Stuani,Djené,(4-1-4-1),(4-2-3-1),63%,37%,472 of 558 — 85%,65% — 209 of 321,6 of 7 — 86%,22% — 2 of 9,2 of 2 — 100%,50% — 3 of 6,2.0,0,6.0,0,11,20,3,2,11,21,679,411,16,21,4,4,15,14,26,10,3,2,10,4,11,23,66,77
2.0,Sun,2023-08-20,19:30,Barcelona,Cádiz,3.4,1.1,2–0,39603.0,Alejandro Muñíz,2023-2024,Marc-André ter Stegen,Álex Fernández,(3-4-3),(4-4-2),74%,26%,585 of 659 — 89%,66% — 151 of 229,10 of 24 — 42%,10% — 1 of 10,1 of 1 — 100%,80% — 8 of 10,4.0,0,3.0,0,9,22,10,2,29,15,748,316,11,11,5,8,12,15,9,20,1,1,7,12,14,13,41,78
2.0,Sun,2023-08-20,21:30,Betis,Atlético Madrid,0.7,0.5,0–0,51782.0,Ricardo de Burgos,2023-2024,Germán Pezzella,Jan Oblak,(4-2-3-1),(5-3-2),53%,47%,511 of 598 — 85%,83% — 438 of 526,0 of 14 — 0%,20% — 1 of 5,1 of 1 — 100%,% — 0 of 0,2.0,0,2.0,0,10,8,2,7,17,17,695,628,12,21,9,8,7,12,18,14,3,2,5,9,19,11,66,48
2.0,Mon,2023-08-21,19:00,Alavés,Sevilla,1.8,0.6,4–3,15308.0,Guillermo Cuadra,2023-2024,Rubén Duarte,Jesús Navas,(4-4-2),(4-2-3-1),34%,66%,194 of 313 — 62%,81% — 500 of 618,7 of 14 — 50%,17% — 2 of 12,0 of 2 — 0%,42% — 3 of 7,1.0,0,2.0,0,14,13,4,4,20,28,426,719,17,14,2,8,16,18,27,15,0,1,10,10,22,29,66,86
2.0,Mon,2023-08-21,21:30,Granada,Rayo Vallecano,1.2,2.1,0–2,17338.0,Pablo González,2023-2024,Carlos Neva,Óscar Trejo,(4-3-3),(4-4-2),48%,52%,308 of 414 — 74%,75% — 334 of 443,7 of 14 — 50%,53% — 9 of 17,7 of 9 — 77%,100% — 7 of 7,2.0,1,1.0,0,14,11,5,6,22,18,523,552,18,18,5,5,13,15,18,17,1,7,7,10,24,28,76,77
3.0,Fri,2023-08-25,18:30,Las Palmas,Real Sociedad,0.9,1.0,0–0,25335.0,Guillermo Cuadra,2023-2024,Jonathan Viera,Mikel Merino,(4-3-3),(4-2-3-1),52%,48%,396 of 501 — 79%,77% — 359 of 465,5 of 11 — 45%,13% — 1 of 8,1 of 1 — 100%,100% — 5 of 5,1.0,0,4.0,0,7,29,5,7,12,19,604,563,17,12,12,6,20,19,12,16,3,4,6,6,17,15,69,55
3.0,Fri,2023-08-25,21:30,Celta Vigo,Real Madrid,1.2,1.4,0–1,23057.0,Isidro Díaz de Mera,2023-2024,Iago Aspas,Dani Carvajal,(5-3-2),(4-1-2-1-2),37%,63%,302 of 394 — 77%,88% — 589 of 672,4 of 13 — 31%,22% — 2 of 9,1 of 2 — 50%,100% — 4 of 4,2.0,0,3.0,0,19,14,3,5,22,17,490,775,15,8,7,8,11,8,21,12,0,3,10,12,17,12,59,51
3.0,Sat,2023-08-26,19:00,Cádiz,Almería,1.6,0.3,1–1,18653.0,Víctor García,2023-2024,Isaac Carcelen,Chumi,(4-4-2),(4-2-3-1),52%,48%,292 of 394 — 74%,74% — 274 of 368,3 of 11 — 27%,40% — 2 of 5,1 of 2 — 50%,66% — 2 of 3,0.0,1,6.5,0,16,22,7,3,30,13,484,470,11,12,3,14,19,16,17,18,0,1,2,9,15,15,83,53
3.0,Sat,2023-08-26,19:30,Granada,Mallorca,1.4,2.6,3–2,16368.0,Francisco Hernández,2023-2024,Carlos Neva,Dani Rodríguez,(4-4-2),(5-3-2),53%,47%,306 of 399 — 77%,74% — 265 of 358,3 of 9 — 33%,56% — 5 of 9,3 of 5 — 60%,33% — 1 of 3,2.0,0,7.0,0,11,27,5,3,16,17,484,440,7,9,6,4,14,19,15,14,1,1,6,8,24,19,86,61
3.0,Sat,2023-08-26,21:30,Sevilla,Girona,1.7,1.7,1–2,29304.0,Jesús Gil,2023-2024,Jesús Navas,Cristhian Stuani,(4-2-3-1),(4-1-4-1),52%,48%,352 of 477 — 74%,78% — 347 of 445,4 of 21 — 19%,38% — 3 of 8,1 of 3 — 33%,75% — 3 of 4,2.0,0,1.0,0,11,18,6,6,50,12,568,576,18,11,9,8,16,15,9,47,4,1,4,14,26,13,81,52
3.0,Sun,2023-08-27,17:30,Villarreal,Barcelona,1.9,3.1,3–4,21679.0,Alejandro Hernández,2023-2024,Gerard Moreno,Sergi Roberto,(4-4-2),(4-3-3),40%,60%,344 of 413 — 83%,89% — 557 of 628,6 of 13 — 46%,52% — 11 of 21,7 of 11 — 63%,50% — 3 of 6,3.0,0,3.0,0,12,14,2,6,8,18,527,730,16,15,5,11,13,10,22,7,5,3,4,2,14,12,56,54
3.0,Sun,2023-08-27,19:30,Valencia,Osasuna,1.7,1.2,1–2,42474.0,Juan Pulido,2023-2024,José Luis Gayà,David García,(4-4-2),(4-3-3),64%,36%,459 of 573 — 80%,67% — 213 of 317,4 of 16 — 25%,17% — 1 of 6,0 of 1 — 0%,75% — 3 of 4,3.0,0,4.0,0,13,12,6,3,32,9,684,437,14,14,11,7,16,17,13,39,3,1,3,15,27,24,67,75
3.0,Sun,2023-08-27,21:30,Athletic Club,Betis,2.9,0.4,4–2,44340.0,César Soto,2023-2024,Iker Muniain,Germán Pezzella,(4-2-3-1),(4-2-3-1),48%,52%,349 of 464 — 75%,77% — 389 of 504,4 of 12 — 33%,44% — 4 of 9,2 of 4 — 50%,50% — 2 of 4,4.0,0,2.0,0,23,11,5,3,22,11,582,635,12,19,12,8,14,12,16,31,2,2,6,13,35,18,69,69
3.0,Mon,2023-08-28,19:30,Getafe,Alavés,2.2,0.7,1–0,11023.0,Juan Martínez,2023-2024,Djené,Rubén Duarte,(4-4-2),(4-3-3),47%,53%,226 of 351 — 64%,67% — 270 of 401,3 of 14 — 21%,6% — 1 of 16,1 of 1 — 100%,100% — 3 of 3,1.0,0,2.0,0,13,15,4,5,12,24,454,510,7,16,11,8,28,24,24,18,0,3,9,11,28,31,94,98
3.0,Mon,2023-08-28,21:30,Rayo Vallecano,Atlético Madrid,0.6,3.4,0–7,13966.0,José Luis Munuera,2023-2024,Óscar Trejo,Jan Oblak,(4-2-3-1),(5-3-2),56%,44%,405 of 537 — 75%,74% — 307 of 414,3 of 12 — 25%,59% — 10 of 17,3 of 10 — 30%,100% — 3 of 3,4.0,0,3.0,0,19,17,8,3,28,7,643,551,15,20,3,9,8,12,4,29,3,1,5,10,24,15,86,76
4.0,Fri,2023-09-01,19:30,Cádiz,Villarreal,2.1,0.3,3–1,18557.0,Juan Pulido,2023-2024,Isaac Carcelen,Raúl Albiol,(4-4-2),(4-3-3),43%,57%,251 of 347 — 72%,83% — 385 of 466,3 of 17 — 18%,43% — 3 of 7,2 of 3 — 66%,33% — 1 of 3,5.0,0,4.0,1,21,15,7,3,29,9,447,573,18,8,7,3,7,16,12,31,2,2,6,12,19,22,76,54
4.0,Fri,2023-09-01,22:00,Almería,Celta Vigo,3.0,1.5,2–3,14196.0,Ricardo de Burgos,2023-2024,Lucas Robertone,Iago Aspas,(4-2-3-1),(5-4-1),63%,37%,570 of 667 — 85%,77% — 308 of 399,5 of 16 — 31%,50% — 7 of 14,4 of 7 — 57%,60% — 3 of 5,1.0,0,1.0,0,9,9,6,5,29,23,793,526,24,18,9,9,15,8,17,33,1,3,8,9,26,24,53,54
4.0,Sat,2023-09-02,14:00,Real Sociedad,Granada,2.3,0.8,5–3,27808.0,Javier Villanueva,2023-2024,Mikel Oyarzabal,Víctor Díaz,(4-3-3),(3-4-3),61%,39%,478 of 583 — 82%,69% — 255 of 372,6 of 15 — 40%,63% — 5 of 8,3 of 5 — 60%,33% — 2 of 6,1.0,0,5.0,0,15,14,2,5,13,20,685,458,17,10,6,3,12,14,17,18,8,5,3,9,14,20,62,87
4.0,Sat,2023-09-02,16:15,Real Madrid,Getafe,2.8,0.4,2–1,66747.0,Mario Melero,2023-2024,Luka Modrić,Djené,(4-3-1-2),(4-1-3-2),76%,24%,674 of 782 — 86%,65% — 164 of 253,12 of 26 — 46%,33% — 2 of 6,1 of 2 — 50%,83% — 10 of 12,2.0,0,6.0,0,12,16,11,1,29,12,880,370,13,14,4,9,13,22,12,38,2,0,4,13,20,15,60,66
4.0,Sat,2023-09-02,18:30,Alavés,Valencia,1.3,0.8,1–0,16641.0,Pablo González,2023-2024,Rubén Duarte,José Luis Gayà,(4-2-3-1),(4-4-2),40%,60%,246 of 357 — 69%,81% — 428 of 531,0 of 6 — 0%,44% — 4 of 9,4 of 4 — 100%,% — 0 of 0,5.0,0,2.0,0,18,9,1,2,16,17,455,641,13,17,3,5,12,9,18,19,3,0,12,9,28,20,69,55
4.0,Sat,2023-09-02,21:00,Betis,Rayo Vallecano,1.0,1.5,1–0,50619.0,Alejandro Muñíz,2023-2024,Germán Pezzella,Óscar Valentín,(4-2-3-1),(4-4-2),55%,45%,428 of 515 — 83%,76% — 319 of 420,5 of 14 — 36%,40% — 6 of 15,6 of 6 — 100%,80% — 4 of 5,3.0,0,5.0,0,22,20,2,3,14,13,628,517,25,22,12,3,6,10,12,15,2,4,5,7,13,26,53,70
4.0,Sun,2023-09-03,14:00,Girona,Las Palmas,1.0,1.1,1–0,11619.0,Mateo Busquets,2023-2024,Cristhian Stuani,Jonathan Viera,(4-1-4-1),(4-2-3-1),46%,54%,374 of 449 — 83%,84% — 441 of 524,6 of 11 — 55%,50% — 5 of 10,5 of 5 — 100%,83% — 5 of 6,3.0,0,3.0,0,15,10,3,5,18,15,552,617,18,15,8,5,9,9,12,17,4,0,5,5,13,18,45,58
4.0,Sun,2023-09-03,16:15,Mallorca,Athletic Club,0.4,0.6,0–0,17043.0,Jorge Figueroa,2023-2024,Dani Rodríguez,Iñaki Williams,(5-3-2),(4-2-3-1),33%,67%,159 of 275 — 58%,78% — 427 of 547,1 of 8 — 13%,27% — 3 of 11,3 of 3 — 100%,100% — 1 of 1,0.0,0,1.0,0,12,17,3,5,9,31,405,640,25,7,10,4,22,19,35,7,5,4,11,8,12,26,90,69
4.0,Sun,2023-09-03,21:00,Osasuna,Barcelona,0.8,2.0,1–2,21966.0,Miguel Ángel Ortiz Arias,2023-2024,Rubén García,Sergi Roberto,(4-1-4-1),(4-3-3),31%,69%,223 of 319 — 70%,89% — 618 of 694,3 of 11 — 27%,38% — 3 of 8,2 of 3 — 66%,66% — 2 of 3,2.0,1,3.0,0,6,16,8,5,29,16,414,818,16,20,5,8,16,15,21,28,2,2,3,3,26,21,77,38
5.0,Fri,2023-09-15,21:00,Rayo Vallecano,Alavés,2.6,0.7,2–0,12116.0,Víctor García,2023-2024,Óscar Valentín,Rubén Duarte,(4-2-3-1),(4-2-3-1),51%,49%,318 of 436 — 73%,71% — 290 of 411,10 of 19 — 53%,11% — 1 of 9,1 of 1 — 100%,90% — 9 of 10,2.0,0,3.0,0,15,14,5,3,19,28,542,514,15,21,6,5,10,22,20,19,0,1,10,9,29,29,97,91
5.0,Sat,2023-09-16,14:00,Athletic Club,Cádiz,2.9,0.3,3–0,42881.0,Guillermo Cuadra,2023-2024,Óscar de Marcos,Isaac Carcelen,(4-2-3-1),(4-4-2),65%,35%,411 of 546 — 75%,62% — 182 of 295,8 of 20 — 40%,80% — 4 of 5,4 of 4 — 100%,62% — 5 of 8,1.0,0,4.0,0,10,20,5,4,22,9,638,420,8,14,2,10,11,17,6,36,1,4,1,14,29,21,63,83
5.0,Sat,2023-09-16,16:15,Valencia,Atlético Madrid,1.3,0.6,3–0,45363.0,Jesús Gil,2023-2024,José Luis Gayà,Jan Oblak,(4-2-3-1),(5-3-2),37%,63%,276 of 360 — 77%,83% — 496 of 601,8 of 12 — 67%,27% — 3 of 11,3 of 3 — 100%,62% — 5 of 8,1.0,0,5.0,0,13,17,5,8,12,29,494,708,18,18,8,5,8,17,34,14,0,0,11,3,18,23,67,56
5.0,Sat,2023-09-16,18:30,Celta Vigo,Mallorca,1.3,0.8,0–1,18693.0,José Luis Munuera,2023-2024,Iago Aspas,Dani Rodríguez,(3-4-3),(5-4-1),60%,40%,456 of 577 — 79%,76% — 292 of 382,4 of 16 — 25%,43% — 3 of 7,2 of 3 — 66%,100% — 4 of 4,1.0,0,3.0,0,9,15,10,1,31,6,668,513,7,17,5,15,15,19,13,32,2,0,4,13,24,26,65,65
5.0,Sat,2023-09-16,21:00,Barcelona,Betis,2.4,0.8,5–0,45055.0,José Sánchez,2023-2024,Marc-André ter Stegen,Marc Bartra,(4-3-3),(4-2-3-1),65%,35%,619 of 692 — 89%,81% — 300 of 369,9 of 17 — 53%,18% — 2 of 11,2 of 2 — 100%,44% — 4 of 9,1.0,0,2.0,0,9,10,9,5,16,10,800,470,22,16,6,11,7,2,10,18,3,3,9,7,14,9,29,53
5.0,Sun,2023-09-17,14:00,Getafe,Osasuna,0.5,1.1,3–2,9808.0,Alejandro Hernández,2023-2024,Djené,David García,(4-4-2),(4-3-3),44%,56%,262 of 398 — 66%,72% — 357 of 498,6 of 11 — 55%,29% — 2 of 7,1 of 2 — 50%,50% — 3 of 6,6.0,1,2.0,0,15,11,6,3,21,15,492,590,9,10,6,8,23,31,17,25,0,7,9,1,22,32,111,110
5.0,Sun,2023-09-17,16:15,Villarreal,Almería,0.9,1.5,2–1,18467.0,Francisco Hernández,2023-2024,Raúl Albiol,Lucas Robertone,(4-2-3-1),(4-2-3-1),62%,38%,453 of 545 — 83%,74% — 248 of 333,4 of 10 — 40%,41% — 7 of 17,6 of 7 — 85%,50% — 2 of 4,2.0,0,3.0,0,16,6,6,6,25,14,647,453,18,18,4,8,15,13,14,21,1,1,13,6,13,18,57,55
5.0,Sun,2023-09-17,18:30,Sevilla,Las Palmas,1.7,1.0,1–0,40578.0,Juan Martínez,2023-2024,Jesús Navas,Jonathan Viera,(4-2-3-1),(4-2-3-1),43%,57%,285 of 404 — 71%,80% — 420 of 526,9 of 26 — 35%,14% — 2 of 14,2 of 2 — 100%,88% — 8 of 9,3.0,0,5.0,0,13,12,7,3,34,12,550,665,25,16,14,6,10,11,20,29,6,0,11,10,17,33,65,63
5.0,Sun,2023-09-17,21:00,Real Madrid,Real Sociedad,2.0,1.6,2–1,70092.0,César Soto,2023-2024,Dani Carvajal,Mikel Oyarzabal,(4-1-2-1-2),(4-3-3),52%,48%,477 of 558 — 85%,86% — 448 of 521,8 of 17 — 47%,33% — 5 of 15,4 of 5 — 80%,75% — 6 of 8,3.0,0,2.0,0,11,14,4,3,19,12,667,635,16,15,11,12,14,7,15,23,3,2,8,5,20,17,67,57
5.0,Mon,2023-09-18,21:00,Granada,Girona,1.6,2.8,2–4,17323.0,Isidro Díaz de Mera,2023-2024,Víctor Díaz,Aleix García,(4-4-2),(4-1-4-1),43%,57%,285 of 370 — 77%,84% — 412 of 492,5 of 12 — 42%,46% — 6 of 13,2 of 6 — 33%,60% — 3 of 5,3.0,0,3.0,0,13,21,4,5,24,16,479,607,19,21,5,2,17,4,11,23,3,5,3,5,28,23,57,65
6.0,Fri,2023-09-22,21:00,Alavés,Athletic Club,1.1,1.7,0–2,19421.0,Alejandro Muñíz,2023-2024,Rubén Duarte,Óscar de Marcos,(4-2-3-1),(4-2-3-1),44%,56%,294 of 422 — 70%,78% — 429 of 547,5 of 15 — 33%,27% — 3 of 11,1 of 3 — 33%,100% — 5 of 5,3.0,0,2.0,0,13,9,3,4,17,15,542,688,18,13,8,3,16,16,19,29,4,0,12,8,25,32,82,89
6.0,Sat,2023-09-23,14:00,Girona,Mallorca,3.2,1.8,5–3,11511.0,Pablo González,2023-2024,Aleix García,Dani Rodríguez,(4-1-4-1),(5-4-1),56%,44%,492 of 568 — 87%,82% — 365 of 443,8 of 22 — 36%,29% — 4 of 14,2 of 4 — 50%,50% — 4 of 8,1.0,0,5.0,0,10,12,6,5,20,18,662,541,12,9,4,3,10,11,10,21,1,3,6,11,15,14,51,63
6.0,Sat,2023-09-23,16:15,Osasuna,Sevilla,1.4,0.8,0–0,19670.0,Javier Villanueva,2023-2024,David García,Ivan Rakitić,(4-3-3),(4-2-3-1),44%,56%,222 of 376 — 59%,68% — 323 of 477,2 of 16 — 13%,20% — 3 of 15,3 of 3 — 100%,100% — 2 of 2,2.0,0,3.0,0,11,7,7,4,21,20,514,623,15,23,5,7,27,28,24,29,2,4,18,10,28,24,113,90
6.0,Sat,2023-09-23,18:30,Barcelona,Celta Vigo,1.6,1.5,3–2,43272.0,Mario Melero,2023-2024,Marc-André ter Stegen,Iago Aspas,(4-3-3),(5-3-2),74%,26%,767 of 858 — 89%,72% — 218 of 302,6 of 15 — 40%,54% — 7 of 13,5 of 7 — 71%,50% — 3 of 6,2.0,0,1.0,0,10,11,2,3,21,11,941,399,11,12,7,7,13,10,9,29,2,0,8,11,20,10,54,62
6.0,Sat,2023-09-23,21:00,Almería,Valencia,2.6,0.8,2–2,14266.0,Mateo Busquets,2023-2024,Lucas Robertone,José Luis Gayà,(4-2-3-1),(4-2-3-1),61%,39%,500 of 597 — 84%,72% — 278 of 386,10 of 17 — 59%,71% — 5 of 7,3 of 5 — 60%,80% — 8 of 10,4.0,0,2.0,0,12,10,7,3,21,11,699,490,10,25,4,5,24,13,15,23,3,1,4,8,22,24,68,71
6.0,Sun,2023-09-24,14:00,Real Sociedad,Getafe,2.0,1.4,4–3,29568.0,Juan Pulido,2023-2024,Igor Zubeldia,Djené,(4-4-2),(4-2-3-1),61%,39%,420 of 528 — 80%,66% — 223 of 339,5 of 9 — 56%,67% — 6 of 9,4 of 6 — 66%,40% — 2 of 5,3.0,0,2.0,0,13,24,2,1,12,17,630,427,11,19,5,5,23,32,16,10,3,1,5,8,20,17,72,73
6.0,Sun,2023-09-24,16:15,Rayo Vallecano,Villarreal,1.2,1.6,1–1,12865.0,Jorge Figueroa,2023-2024,Óscar Valentín,Raúl Albiol,(4-2-3-1),(4-4-2),42%,58%,276 of 366 — 75%,83% — 422 of 508,6 of 11 — 55%,46% — 6 of 13,5 of 6 — 83%,83% — 5 of 6,2.0,0,4.5,0,20,18,2,8,12,20,458,613,14,21,11,10,3,13,21,18,6,2,9,6,17,11,87,70
6.0,Sun,2023-09-24,17:30,Las Palmas,Granada,0.6,0.0,1–0,24848.0,Ricardo de Burgos,2023-2024,Jonathan Viera,Antonio Puertas,(4-5-1),(4-4-1-1),56%,44%,376 of 474 — 79%,66% — 240 of 366,3 of 10 — 30%,50% — 1 of 2,1 of 1 — 100%,66% — 2 of 3,8.5,0,4.0,0,13,19,6,7,15,23,601,455,23,16,7,4,20,18,28,12,4,5,7,7,10,22,56,67
6.0,Sun,2023-09-24,18:30,Betis,Cádiz,1.8,0.2,1–1,56087.0,Miguel Ángel Ortiz Arias,2023-2024,Germán Pezzella,Isaac Carcelen,(4-2-3-1),(4-4-2),63%,37%,475 of 549 — 87%,72% — 235 of 328,7 of 21 — 33%,20% — 1 of 5,0 of 1 — 0%,85% — 6 of 7,2.0,0,3.0,0,10,14,11,8,34,23,661,431,24,27,5,5,19,11,23,23,1,5,7,16,15,12,49,75
6.0,Sun,2023-09-24,21:00,Atlético Madrid,Real Madrid,1.4,1.0,3–1,69082.0,Javier Alberola,2023-2024,Koke,Luka Modrić,(5-3-2),(4-1-2-1-2),37%,63%,310 of 384 — 81%,89% — 584 of 654,4 of 10 — 40%,25% — 5 of 20,4 of 5 — 80%,25% — 1 of 4,1.0,0,3.0,0,13,10,6,11,15,33,494,770,25,11,8,9,1,5,27,14,1,1,13,6,19,16,58,39
