Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season
24.0,Sun,2021-02-21,21:00,Athletic Club,Villarreal,2.6,0.1,1–1,,Carlos del Cerro,2020-2021
24.0,Mon,2021-02-22,21:00,Osasuna,Sevilla,0.5,0.7,0–2,,Hsu Jason,2020-2021
1.0,Wed,2021-02-24,19:00,Barcelona,Elche,2.7,0.3,3–0,,Isidro Díaz de Mera,2020-2021
25.0,Fri,2021-02-26,21:00,Levante,Athletic Club,1.2,1.9,1–1,,Isidro Díaz de Mera,2020-2021
25.0,Sat,2021-02-27,14:00,Eibar,Huesca,1.6,0.5,1–1,,Pablo González,2020-2021
25.0,Sat,2021-02-27,16:15,Sevilla,Barcelona,0.2,1.6,0–2,,Alejandro Hernández,2020-2021
25.0,Sat,2021-02-27,18:30,Alavés,Osasuna,0.4,1.5,0–1,,José Sánchez,2020-2021
25.0,Sat,2021-02-27,21:00,Getafe,Valencia,0.9,0.3,3–0,,Jorge Figueroa,2020-2021
25.0,Sun,2021-02-28,14:00,Celta Vigo,Valladolid,0.9,0.7,1–1,,David Medié,2020-2021
25.0,Sun,2021-02-28,16:15,Cádiz,Betis,0.2,0.4,0–1,,Antonio Matéu Lahoz,2020-2021
25.0,Sun,2021-02-28,18:30,Granada,Elche,1.1,1.2,2–1,,Santiago Jaime,2020-2021
25.0,Sun,2021-02-28,21:00,Villarreal,Atlético Madrid,1.8,0.6,0–2,,Ricardo de Burgos,2020-2021
25.0,Mon,2021-03-01,21:00,Real Madrid,Real Sociedad,2.2,0.8,1–1,,Jesús Gil,2020-2021
26.0,Fri,2021-03-05,21:00,Valencia,Villarreal,1.9,1.9,2–1,,Daniel Ask,2020-2021
26.0,Sat,2021-03-06,14:00,Valladolid,Getafe,1.2,0.9,2–1,,Mario Melero,2020-2021
26.0,Sat,2021-03-06,16:15,Elche,Sevilla,0.9,1.2,2–1,,Valentín Pizarro,2020-2021
26.0,Sat,2021-03-06,18:30,Cádiz,Eibar,1.6,1.7,1–0,,Carlos del Cerro,2020-2021
26.0,Sat,2021-03-06,21:00,Osasuna,Barcelona,0.8,0.8,0–2,,Guillermo Cuadra,2020-2021
26.0,Sun,2021-03-07,14:00,Huesca,Celta Vigo,2.2,0.9,3–4,,José Luis Munuera,2020-2021
26.0,Sun,2021-03-07,16:15,Atlético Madrid,Real Madrid,1.4,1.6,1–1,,Alejandro Hernández,2020-2021
26.0,Sun,2021-03-07,18:30,Real Sociedad,Levante,4.7,0.2,1–0,,César Soto,2020-2021
26.0,Sun,2021-03-07,21:00,Athletic Club,Granada,1.3,2.0,2–1,,Juan Martínez,2020-2021
26.0,Mon,2021-03-08,21:00,Betis,Alavés,2.0,0.8,3–2,,Hsu Jason,2020-2021
18.0,Wed,2021-03-10,19:00,Atlético Madrid,Athletic Club,1.5,0.6,2–1,,Jesús Gil,2020-2021
27.0,Fri,2021-03-12,21:00,Levante,Valencia,0.8,0.7,1–0,,Guillermo Cuadra,2020-2021
27.0,Sat,2021-03-13,14:00,Alavés,Cádiz,1.5,1.5,1–1,,Isidro Díaz de Mera,2020-2021
27.0,Sat,2021-03-13,16:15,Real Madrid,Elche,1.6,0.5,2–1,,Jorge Figueroa,2020-2021
27.0,Sat,2021-03-13,18:30,Osasuna,Valladolid,0.6,1.0,0–0,,Ricardo de Burgos,2020-2021
27.0,Sat,2021-03-13,21:00,Getafe,Atlético Madrid,0.7,1.6,0–0,,José Sánchez,2020-2021
27.0,Sun,2021-03-14,14:00,Celta Vigo,Athletic Club,1.2,0.7,0–0,,Santiago Jaime,2020-2021
27.0,Sun,2021-03-14,16:15,Granada,Real Sociedad,0.4,0.4,1–0,,Pablo González,2020-2021
27.0,Sun,2021-03-14,18:30,Eibar,Villarreal,1.4,2.8,1–3,,David Medié,2020-2021
27.0,Sun,2021-03-14,21:00,Sevilla,Betis,0.6,0.7,1–0,,Antonio Matéu Lahoz,2020-2021
27.0,Mon,2021-03-15,21:00,Barcelona,Huesca,1.1,2.2,4–1,,Adrián Cordero,2020-2021
2.0,Wed,2021-03-17,19:00,Sevilla,Elche,1.5,0.7,2–0,,Hsu Jason,2020-2021
28.0,Fri,2021-03-19,21:00,Betis,Levante,2.1,0.6,2–0,,Jesús Gil,2020-2021
28.0,Sat,2021-03-20,14:00,Athletic Club,Eibar,1.6,0.6,1–1,,Valentín Pizarro,2020-2021
28.0,Sat,2021-03-20,16:15,Celta Vigo,Real Madrid,0.6,2.5,1–3,,Mario Melero,2020-2021
28.0,Sat,2021-03-20,18:30,Huesca,Osasuna,0.8,0.6,0–0,,Carlos del Cerro,2020-2021
28.0,Sat,2021-03-20,21:00,Valladolid,Sevilla,0.9,1.0,1–1,,Daniel Ask,2020-2021
28.0,Sun,2021-03-21,14:00,Getafe,Elche,1.8,1.5,1–1,,Alejandro Hernández,2020-2021
28.0,Sun,2021-03-21,16:15,Villarreal,Cádiz,2.2,0.9,2–1,,César Soto,2020-2021
28.0,Sun,2021-03-21,16:15,Valencia,Granada,1.9,1.2,2–1,,Hsu Jason,2020-2021
28.0,Sun,2021-03-21,18:30,Atlético Madrid,Alavés,0.5,1.2,1–0,,Juan Martínez,2020-2021
28.0,Sun,2021-03-21,21:00,Real Sociedad,Barcelona,0.9,2.8,1–6,,José Luis Munuera,2020-2021
29.0,Fri,2021-04-02,21:00,Levante,Huesca,0.6,0.8,0–2,,Jorge Figueroa,2020-2021
29.0,Sat,2021-04-03,14:00,Granada,Villarreal,1.4,3.2,0–3,,Guillermo Cuadra,2020-2021
29.0,Sat,2021-04-03,16:15,Real Madrid,Eibar,1.8,0.4,2–0,,Isidro Díaz de Mera,2020-2021
29.0,Sat,2021-04-03,18:30,Osasuna,Getafe,0.2,0.3,0–0,,Pablo González,2020-2021
29.0,Sun,2021-04-04,14:00,Alavés,Celta Vigo,2.0,2.0,1–3,,Antonio Matéu Lahoz,2020-2021
29.0,Sun,2021-04-04,16:15,Elche,Betis,1.0,1.9,1–1,,Adrián Cordero,2020-2021
29.0,Sun,2021-04-04,18:30,Cádiz,Valencia,0.6,1.2,2–1,,David Medié,2020-2021
29.0,Sun,2021-04-04,21:00,Sevilla,Atlético Madrid,2.0,0.8,1–0,,Jesús Gil,2020-2021
29.0,Mon,2021-04-05,21:00,Barcelona,Valladolid,1.6,0.4,1–0,,Santiago Jaime,2020-2021
29.0,Wed,2021-04-07,21:00,Real Sociedad,Athletic Club,0.9,0.7,1–1,,José Sánchez,2020-2021
30.0,Fri,2021-04-09,21:00,Huesca,Elche,1.2,1.0,3–1,,Hsu Jason,2020-2021
30.0,Sat,2021-04-10,14:00,Getafe,Cádiz,2.1,0.7,0–1,,Ricardo de Burgos,2020-2021
30.0,Sat,2021-04-10,16:15,Athletic Club,Alavés,1.8,0.5,0–0,,Mario Melero,2020-2021
30.0,Sat,2021-04-10,18:30,Eibar,Levante,0.4,0.3,0–1,,Daniel Ask,2020-2021
30.0,Sat,2021-04-10,21:00,Real Madrid,Barcelona,1.5,1.3,2–1,,Jesús Gil,2020-2021
30.0,Sun,2021-04-11,14:00,Villarreal,Osasuna,1.6,1.3,1–2,,José Luis Munuera,2020-2021
30.0,Sun,2021-04-11,16:15,Valencia,Real Sociedad,2.3,1.0,2–2,,Valentín Pizarro,2020-2021
30.0,Sun,2021-04-11,18:30,Valladolid,Granada,1.2,1.5,1–2,,Carlos del Cerro,2020-2021
30.0,Sun,2021-04-11,21:00,Betis,Atlético Madrid,0.8,1.3,1–1,,Guillermo Cuadra,2020-2021
30.0,Mon,2021-04-12,21:00,Celta Vigo,Sevilla,2.6,1.6,3–4,,Alejandro Hernández,2020-2021
33.0,Sun,2021-04-18,14:00,Real Sociedad,Sevilla,0.3,3.4,1–2,,Santiago Jaime,2020-2021
33.0,Sun,2021-04-18,14:00,Osasuna,Elche,0.5,0.7,2–0,,Jorge Figueroa,2020-2021
33.0,Sun,2021-04-18,16:15,Alavés,Huesca,0.4,0.9,1–0,,Alejandro Hernández,2020-2021
33.0,Sun,2021-04-18,16:15,Atlético Madrid,Eibar,1.9,0.0,5–0,,César Soto,2020-2021
33.0,Sun,2021-04-18,18:30,Betis,Valencia,0.7,1.6,2–2,,Hsu Jason,2020-2021
33.0,Sun,2021-04-18,18:30,Cádiz,Celta Vigo,0.4,0.5,0–0,,Pablo González,2020-2021
33.0,Sun,2021-04-18,21:00,Getafe,Real Madrid,1.8,0.5,0–0,,José Sánchez,2020-2021
33.0,Sun,2021-04-18,21:00,Levante,Villarreal,1.0,1.5,1–5,,Ricardo de Burgos,2020-2021
31.0,Wed,2021-04-21,19:00,Levante,Sevilla,0.3,2.0,0–1,,Valentín Pizarro,2020-2021
31.0,Wed,2021-04-21,19:00,Osasuna,Valencia,2.9,1.1,3–1,,Mario Melero,2020-2021
31.0,Wed,2021-04-21,20:00,Betis,Athletic Club,0.2,0.8,0–0,,David Medié,2020-2021
31.0,Wed,2021-04-21,21:00,Alavés,Villarreal,1.7,1.5,2–1,,Adrián Cordero,2020-2021
31.0,Wed,2021-04-21,21:00,Elche,Valladolid,1.5,1.1,1–1,,José Sánchez,2020-2021
31.0,Wed,2021-04-21,22:00,Cádiz,Real Madrid,1.0,3.2,0–3,,Antonio Matéu Lahoz,2020-2021
31.0,Thu,2021-04-22,19:00,Atlético Madrid,Huesca,2.2,1.5,2–0,,José Luis Munuera,2020-2021
31.0,Thu,2021-04-22,21:00,Granada,Eibar,1.4,1.7,4–1,,Santiago Jaime,2020-2021
31.0,Thu,2021-04-22,21:00,Real Sociedad,Celta Vigo,2.2,0.6,2–1,,Jesús Gil,2020-2021
31.0,Thu,2021-04-22,22:00,Barcelona,Getafe,1.7,1.5,5–2,,Jorge Figueroa,2020-2021
32.0,Sat,2021-04-24,14:00,Elche,Levante,0.4,0.3,1–0,,David Medié,2020-2021
32.0,Sat,2021-04-24,16:15,Valladolid,Cádiz,2.9,1.1,1–1,,Hsu Jason,2020-2021
32.0,Sat,2021-04-24,18:30,Valencia,Alavés,1.0,1.0,1–1,,Guillermo Cuadra,2020-2021
32.0,Sat,2021-04-24,21:00,Real Madrid,Betis,1.0,0.9,0–0,,Daniel Ask,2020-2021
32.0,Sun,2021-04-25,14:00,Huesca,Getafe,0.8,0.7,0–2,,Juan Martínez,2020-2021
32.0,Sun,2021-04-25,16:15,Villarreal,Barcelona,0.9,2.8,1–2,,Carlos del Cerro,2020-2021
32.0,Sun,2021-04-25,18:30,Celta Vigo,Osasuna,0.7,1.4,2–1,,César Soto,2020-2021
32.0,Sun,2021-04-25,18:30,Sevilla,Granada,1.3,0.9,2–1,,Ricardo de Burgos,2020-2021
32.0,Sun,2021-04-25,21:00,Athletic Club,Atlético Madrid,1.2,0.8,2–1,,Pablo González,2020-2021
32.0,Mon,2021-04-26,21:00,Eibar,Real Sociedad,1.2,0.7,0–1,,Jorge Figueroa,2020-2021
33.0,Wed,2021-04-28,19:00,Athletic Club,Valladolid,1.5,0.8,2–2,,Adrián Cordero,2020-2021
33.0,Thu,2021-04-29,19:00,Barcelona,Granada,1.4,0.7,1–2,,Pablo González,2020-2021
34.0,Fri,2021-04-30,21:00,Celta Vigo,Levante,2.3,1.2,2–0,,Santiago Jaime,2020-2021
34.0,Sat,2021-05-01,14:00,Eibar,Alavés,1.5,0.2,3–0,,José Luis Munuera,2020-2021
34.0,Sat,2021-05-01,16:15,Elche,Atlético Madrid,1.2,0.9,0–1,,Mario Melero,2020-2021
34.0,Sat,2021-05-01,18:30,Huesca,Real Sociedad,0.6,0.3,1–0,,Antonio Matéu Lahoz,2020-2021
34.0,Sat,2021-05-01,21:00,Real Madrid,Osasuna,1.7,0.1,2–0,,Guillermo Cuadra,2020-2021
34.0,Sun,2021-05-02,14:00,Valladolid,Betis,1.2,2.2,1–1,,Valentín Pizarro,2020-2021
34.0,Sun,2021-05-02,16:15,Villarreal,Getafe,0.2,0.6,1–0,,Daniel Ask,2020-2021
34.0,Sun,2021-05-02,18:30,Granada,Cádiz,0.9,1.2,0–1,,Isidro Díaz de Mera,2020-2021
34.0,Sun,2021-05-02,21:00,Valencia,Barcelona,1.2,3.0,2–3,,José Sánchez,2020-2021
34.0,Mon,2021-05-03,21:00,Sevilla,Athletic Club,1.1,0.7,0–1,,Jesús Gil,2020-2021
35.0,Fri,2021-05-07,21:00,Real Sociedad,Elche,2.4,0.2,2–0,,Adrián Cordero,2020-2021
35.0,Sat,2021-05-08,14:00,Alavés,Levante,1.2,0.8,2–2,,Carlos del Cerro,2020-2021
35.0,Sat,2021-05-08,16:15,Barcelona,Atlético Madrid,0.9,0.8,0–0,,Antonio Matéu Lahoz,2020-2021
35.0,Sat,2021-05-08,18:30,Cádiz,Huesca,0.9,0.7,2–1,,Alejandro Hernández,2020-2021
35.0,Sat,2021-05-08,21:00,Athletic Club,Osasuna,1.6,1.3,2–2,,Valentín Pizarro,2020-2021
35.0,Sun,2021-05-09,14:00,Getafe,Eibar,0.8,1.1,0–1,,Hsu Jason,2020-2021
35.0,Sun,2021-05-09,16:15,Valencia,Valladolid,1.3,1.0,3–0,,Jesús Gil,2020-2021
35.0,Sun,2021-05-09,18:30,Villarreal,Celta Vigo,3.0,2.0,2–4,,David Medié,2020-2021
35.0,Sun,2021-05-09,21:00,Real Madrid,Sevilla,0.9,1.2,2–2,,Juan Martínez,2020-2021
35.0,Mon,2021-05-10,21:00,Betis,Granada,1.7,1.5,2–1,,César Soto,2020-2021
36.0,Tue,2021-05-11,19:00,Osasuna,Cádiz,2.1,1.7,3–2,,Santiago Jaime,2020-2021
36.0,Tue,2021-05-11,20:00,Elche,Alavés,0.8,1.6,0–2,,Pablo González,2020-2021
36.0,Tue,2021-05-11,22:00,Levante,Barcelona,1.1,2.7,3–3,,José Luis Munuera,2020-2021
36.0,Wed,2021-05-12,19:00,Sevilla,Valencia,0.9,0.4,1–0,,Daniel Ask,2020-2021
36.0,Wed,2021-05-12,20:00,Celta Vigo,Getafe,0.4,1.3,1–0,,Mario Melero,2020-2021
36.0,Wed,2021-05-12,20:00,Huesca,Athletic Club,1.2,0.5,1–0,,Jorge Figueroa,2020-2021
36.0,Wed,2021-05-12,22:00,Atlético Madrid,Real Sociedad,1.4,1.7,2–1,,Guillermo Cuadra,2020-2021
36.0,Thu,2021-05-13,19:00,Valladolid,Villarreal,1.0,0.6,0–2,,Ricardo de Burgos,2020-2021
36.0,Thu,2021-05-13,20:00,Eibar,Betis,1.2,0.8,1–1,,Isidro Díaz de Mera,2020-2021
36.0,Thu,2021-05-13,22:00,Granada,Real Madrid,1.9,1.3,1–4,,Jesús Gil,2020-2021
37.0,Sun,2021-05-16,18:30,Betis,Huesca,1.1,0.3,1–0,,Pablo González,2020-2021
37.0,Sun,2021-05-16,18:30,Alavés,Granada,2.4,0.8,4–2,,José Sánchez,2020-2021
37.0,Sun,2021-05-16,18:30,Valencia,Eibar,1.3,2.3,4–1,2689.0,Valentín Pizarro,2020-2021
37.0,Sun,2021-05-16,18:30,Barcelona,Celta Vigo,2.5,0.7,1–2,,Ricardo de Burgos,2020-2021
37.0,Sun,2021-05-16,18:30,Athletic Club,Real Madrid,0.7,1.0,0–1,,Antonio Matéu Lahoz,2020-2021
37.0,Sun,2021-05-16,18:30,Atlético Madrid,Osasuna,2.6,0.3,2–1,,Juan Martínez,2020-2021
37.0,Sun,2021-05-16,18:30,Getafe,Levante,0.5,0.5,2–1,,Adrián Cordero,2020-2021
37.0,Sun,2021-05-16,18:30,Real Sociedad,Valladolid,1.8,1.6,4–1,,Carlos del Cerro,2020-2021
37.0,Sun,2021-05-16,18:30,Cádiz,Elche,1.1,2.4,1–3,,César Soto,2020-2021
37.0,Sun,2021-05-16,18:30,Villarreal,Sevilla,1.2,1.6,4–0,4800.0,Guillermo Cuadra,2020-2021
38.0,Fri,2021-05-21,21:00,Levante,Cádiz,1.5,0.5,2–2,,Daniel Ask,2020-2021
38.0,Sat,2021-05-22,18:00,Valladolid,Atlético Madrid,1.1,1.4,1–2,,José Sánchez,2020-2021
38.0,Sat,2021-05-22,18:00,Osasuna,Real Sociedad,0.4,2.0,0–1,,Jorge Figueroa,2020-2021
38.0,Sat,2021-05-22,18:00,Eibar,Barcelona,1.7,0.3,0–1,,Santiago Jaime,2020-2021
38.0,Sat,2021-05-22,18:00,Huesca,Valencia,1.3,0.5,0–0,,Guillermo Cuadra,2020-2021
38.0,Sat,2021-05-22,18:00,Celta Vigo,Betis,1.3,2.3,2–3,1738.0,Jesús Gil,2020-2021
38.0,Sat,2021-05-22,18:00,Real Madrid,Villarreal,1.2,0.6,2–1,,José Luis Munuera,2020-2021
38.0,Sat,2021-05-22,18:00,Elche,Athletic Club,1.0,0.5,2–0,3518.0,Carlos del Cerro,2020-2021
38.0,Sun,2021-05-23,18:30,Granada,Getafe,0.4,0.6,0–0,,David Medié,2020-2021
38.0,Sun,2021-05-23,21:00,Sevilla,Alavés,0.4,1.1,1–0,,Isidro Díaz de Mera,2020-2021
