Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
1.0,Fri,2022-08-05,21:00,Lyon,Ajaccio,1.3,1.5,2–1,48516.0,Benoît Bastien,2022-2023,Alexandre Lacazette,Vincent Marchetti,(4-3-3),(4-4-2),67%,33%,583 of 671 — 87%,72% — 239 of 332,5 of 10 — 50%,43% — 3 of 7,3 of 3 — 100%,80% — 4 of 5,1.0,1.0,7.5,0.0,10,18,4,3,7,12,755,433,15,22,11,11,13,8,11,8,0,0,10,4,22,20,61,57
1.0,Sat,2022-08-06,17:00,Strasbourg,Monaco,0.8,2.8,1–2,25359.0,François Letexier,2022-2023,Dimitri Liénard,Axel Disasi,(3-4-1-2),(4-2-3-1),53%,47%,409 of 523 — 78%,77% — 359 of 465,7 of 11 — 64%,46% — 11 of 24,9 of 11 — 81%,85% — 6 of 7,0.0,0.0,2.0,0.0,17,15,3,7,16,25,660,595,26,14,15,10,24,16,15,16,3,3,11,3,16,20,77,75
1.0,Sat,2022-08-06,21:00,Clermont Foot,Paris S-G,0.3,3.5,0–5,12203.0,Jeremy Stinat,2022-2023,Florent Ogier,Marquinhos,(4-2-3-1),(3-4-3),38%,62%,367 of 439 — 84%,89% — 630 of 710,1 of 7 — 14%,67% — 12 of 18,7 of 12 — 58%,100% — 1 of 1,2.0,0.0,1.0,0.0,13,13,0,6,3,14,546,787,16,9,12,5,4,3,17,3,0,4,4,6,6,14,53,36
1.0,Sun,2022-08-07,13:00,Toulouse,Nice,0.9,1.2,1–1,20567.0,Johan Hamel,2022-2023,Branco van den Boomen,Dante,(4-2-3-1),(4-3-3),46%,54%,398 of 500 — 80%,83% — 489 of 591,3 of 6 — 50%,36% — 4 of 11,3 of 4 — 75%,66% — 2 of 3,1.0,0.0,2.0,0.0,10,8,6,3,17,13,596,683,23,15,16,9,14,8,13,9,2,2,9,8,18,24,79,50
1.0,Sun,2022-08-07,15:00,Angers,Nantes,1.5,1.5,0–0,12000.0,Hakim Ben El Hadj Salem,2022-2023,Pierrick Capelle,Alban Lafont,(4-2-3-1),(3-4-1-2),49%,51%,304 of 407 — 75%,73% — 312 of 429,6 of 16 — 38%,21% — 3 of 14,3 of 3 — 100%,100% — 6 of 6,3.0,0.0,3.0,0.0,15,13,3,6,15,17,532,532,23,19,4,8,16,20,20,20,1,3,11,9,19,28,61,96
1.0,Sun,2022-08-07,15:00,Lille,Auxerre,2.4,0.6,4–1,32292.0,Eric Wattellier,2022-2023,José Fonte,Birama Touré,(4-2-3-1),(4-2-3-1),59%,41%,579 of 649 — 89%,82% — 367 of 445,6 of 16 — 38%,20% — 2 of 10,1 of 2 — 50%,33% — 2 of 6,2.0,0.0,1.0,0.0,10,9,7,2,14,15,730,532,14,16,3,8,6,7,15,19,2,4,6,10,13,22,62,83
1.0,Sun,2022-08-07,15:00,Montpellier,Troyes,1.7,2.0,3–2,12003.0,Pierre Gaillouste,2022-2023,Téji Savanier,Florian Tardieu,(4-2-3-1),(5-4-1),54%,46%,366 of 446 — 82%,82% — 316 of 385,6 of 17 — 35%,60% — 9 of 15,8 of 9 — 88%,50% — 3 of 6,1.0,0.0,0.0,0.0,13,10,3,6,12,22,530,487,15,17,7,15,8,15,7,14,4,0,6,9,20,16,46,66
1.0,Sun,2022-08-07,15:00,Lens,Brest,2.5,1.2,3–2,37015.0,Thomas Léonard,2022-2023,Seko Fofana,Brendan Chardonnet,(3-4-3),(4-4-2),61%,39%,440 of 524 — 84%,70% — 236 of 337,6 of 15 — 40%,60% — 3 of 5,2 of 3 — 66%,50% — 3 of 6,2.0,0.0,4.0,0.0,16,14,6,3,12,11,608,420,12,15,7,8,11,12,10,9,0,2,3,10,21,23,60,57
1.0,Sun,2022-08-07,17:05,Rennes,Lorient,1.8,1.1,0–1,28177.0,Bastien Dechepy,2022-2023,Hamari Traoré,Laurent Abergel,(4-3-3),(4-3-3),63%,37%,589 of 684 — 86%,78% — 309 of 398,6 of 21 — 29%,25% — 2 of 8,2 of 2 — 100%,100% — 6 of 6,3.0,0.0,1.0,0.0,11,5,7,2,25,8,777,517,19,25,9,9,17,8,9,21,0,1,6,8,20,19,50,59
1.0,Sun,2022-08-07,20:45,Marseille,Reims,2.1,0.9,4–1,62738.0,Jérôme Brisard,2022-2023,Valentin Rongier,Yunis Abdelhamid,(3-4-3),(4-3-3),56%,44%,418 of 533 — 78%,74% — 315 of 425,6 of 16 — 38%,38% — 6 of 16,5 of 6 — 83%,50% — 3 of 6,1.0,0.0,0.0,0.0,14,10,6,7,23,18,637,544,17,9,16,11,23,22,20,22,1,1,10,8,24,24,88,51
2.0,Fri,2022-08-12,21:00,Nantes,Lille,1.0,2.0,1–1,30689.0,Bastien Dechepy,2022-2023,Alban Lafont,José Fonte,(3-5-2),(4-2-3-1),31%,69%,196 of 307 — 64%,81% — 550 of 678,1 of 10 — 10%,25% — 4 of 16,3 of 4 — 75%,0% — 0 of 1,1.0,0.0,4.0,0.0,14,10,5,11,15,26,455,789,23,18,21,8,18,15,31,22,0,1,7,9,28,25,76,61
2.0,Sat,2022-08-13,17:00,Monaco,Rennes,1.8,2.1,1–1,8000.0,Jérémie Pignard,2022-2023,Wissam Ben Yedder,Hamari Traoré,(4-4-2),(4-3-3),35%,65%,272 of 360 — 76%,86% — 579 of 670,3 of 11 — 27%,33% — 8 of 24,7 of 8 — 87%,66% — 2 of 3,0.0,1.0,3.0,0.0,6,11,1,6,10,17,474,793,13,19,8,5,12,12,20,17,1,1,13,6,20,18,75,66
2.0,Sat,2022-08-13,21:00,Paris S-G,Montpellier,3.2,0.9,5–2,46000.0,Willy Delajod,2022-2023,Marquinhos,Téji Savanier,(3-4-1-2),(4-1-4-1),59%,41%,575 of 635 — 91%,87% — 387 of 445,8 of 18 — 44%,57% — 4 of 7,2 of 4 — 50%,62% — 5 of 8,2.0,0.0,1.0,0.0,15,18,11,0,14,4,738,557,18,22,14,9,5,5,2,17,1,1,3,9,6,8,29,41
2.0,Sun,2022-08-14,15:00,Ajaccio,Lens,0.5,1.4,0–0,9070.0,Stéphanie Frappart,2022-2023,Vincent Marchetti,Seko Fofana,(4-4-2),(3-4-1-2),36%,64%,222 of 311 — 71%,83% — 452 of 545,2 of 9 — 22%,25% — 3 of 12,3 of 3 — 100%,100% — 2 of 2,5.0,0.0,2.0,0.0,16,18,1,3,8,16,410,629,12,10,14,4,19,19,21,16,2,1,8,6,18,18,68,49
2.0,Sun,2022-08-14,15:00,Reims,Clermont Foot,2.7,1.9,2–4,9456.0,Johan Hamel,2022-2023,Yunis Abdelhamid,Florent Ogier,(3-4-3),(4-2-3-1),42%,58%,260 of 349 — 74%,83% — 402 of 484,3 of 7 — 43%,44% — 4 of 9,1 of 4 — 25%,100% — 3 of 3,3.0,1.0,3.0,0.0,18,8,1,6,12,13,444,584,15,19,13,10,7,8,11,9,0,1,9,6,20,15,57,69
2.0,Sun,2022-08-14,15:00,Auxerre,Angers,0.8,1.4,2–2,15577.0,Ruddy Buquet,2022-2023,Birama Touré,Souleyman Doumbia,(4-1-4-1),(4-2-3-1),40%,60%,271 of 364 — 74%,83% — 453 of 549,4 of 11 — 36%,18% — 2 of 11,0 of 2 — 0%,75% — 3 of 4,6.5,0.0,3.0,0.0,10,16,4,5,15,25,477,643,23,9,14,5,16,17,20,9,1,0,9,9,18,23,85,61
2.0,Sun,2022-08-14,15:00,Troyes,Toulouse,1.0,1.5,0–3,6000.0,Marc Bollengier,2022-2023,Florian Tardieu,Brecht Dejaegere,(5-4-1),(4-2-3-1),33%,67%,221 of 299 — 74%,85% — 518 of 613,1 of 12 — 8%,40% — 4 of 10,2 of 4 — 50%,100% — 1 of 1,2.0,0.0,1.0,0.0,14,19,6,6,17,19,400,703,19,21,4,5,10,11,18,10,2,2,4,8,11,13,49,71
2.0,Sun,2022-08-14,17:05,Nice,Strasbourg,1.6,0.9,1–1,24707.0,Hakim Ben El Hadj Salem,2022-2023,Dante,Dimitri Liénard,(4-2-3-1),(3-5-2),55%,45%,476 of 587 — 81%,79% — 386 of 488,2 of 12 — 17%,56% — 5 of 9,4 of 5 — 80%,100% — 2 of 2,1.0,0.0,4.0,0.0,7,13,7,3,23,14,684,597,15,16,6,8,18,14,16,24,4,0,8,7,27,14,74,75
2.0,Sun,2022-08-14,20:45,Brest,Marseille,2.0,0.7,1–1,13709.0,Jeremy Stinat,2022-2023,Brendan Chardonnet,Valentin Rongier,(4-3-3),(3-4-3),47%,53%,344 of 455 — 76%,78% — 396 of 508,5 of 17 — 29%,40% — 2 of 5,1 of 2 — 50%,80% — 4 of 5,1.0,0.0,4.0,0.0,10,15,7,5,29,10,583,634,23,16,12,8,17,10,14,30,1,3,5,12,26,18,80,68
3.0,Fri,2022-08-19,21:00,Lyon,Troyes,2.6,1.0,4–1,43000.0,Eric Wattellier,2022-2023,Alexandre Lacazette,Adil Rami,(4-3-3),(5-4-1),66%,34%,690 of 784 — 88%,80% — 328 of 409,8 of 16 — 50%,0% — 0 of 3,0 of 0 — %,50% — 4 of 8,0.0,0.0,1.0,0.0,9,7,4,5,18,13,886,517,24,19,14,18,7,6,11,19,0,2,6,10,15,14,54,45
3.0,Sat,2022-08-20,17:00,Monaco,Lens,1.6,2.5,1–4,8700.0,Willy Delajod,2022-2023,Wissam Ben Yedder,Seko Fofana,(4-4-2),(3-4-3),46%,54%,372 of 448 — 83%,85% — 453 of 533,5 of 12 — 42%,38% — 5 of 13,2 of 5 — 40%,80% — 4 of 5,5.5,0.0,0.0,0.0,18,13,3,5,13,9,526,604,10,6,9,13,8,6,11,9,1,3,6,10,12,9,52,64
3.0,Sat,2022-08-20,21:00,Marseille,Nantes,1.1,2.2,2–1,63147.0,Jérémie Pignard,2022-2023,Valentin Rongier,Alban Lafont,(3-4-3),(5-4-1),56%,44%,414 of 517 — 80%,75% — 309 of 411,5 of 16 — 31%,18% — 2 of 11,2 of 2 — 100%,80% — 4 of 5,6.5,0.0,1.0,0.0,15,6,7,4,18,22,631,533,20,16,7,10,17,15,17,26,3,1,12,8,20,20,47,89
3.0,Sun,2022-08-21,13:00,Strasbourg,Reims,1.2,2.0,1–1,25175.0,Ruddy Buquet,2022-2023,Dimitri Liénard,Yunis Abdelhamid,(3-5-2),(3-4-1-2),63%,37%,460 of 574 — 80%,73% — 251 of 344,3 of 12 — 25%,50% — 6 of 12,5 of 6 — 83%,66% — 2 of 3,1.0,0.0,4.0,0.0,12,16,5,4,18,13,671,463,19,11,11,14,19,8,15,19,1,5,4,5,19,20,77,53
3.0,Sun,2022-08-21,15:00,Angers,Brest,0.6,1.8,1–3,8735.0,Jérôme Brisard,2022-2023,Pierrick Capelle,Brendan Chardonnet,(4-2-3-1),(4-3-3),50%,50%,461 of 545 — 85%,84% — 453 of 539,5 of 7 — 71%,64% — 7 of 11,4 of 7 — 57%,80% — 4 of 5,2.0,1.0,0.0,0.0,9,10,3,6,9,21,661,654,24,22,9,12,10,10,10,12,4,4,9,6,19,23,38,80
3.0,Sun,2022-08-21,15:00,Clermont Foot,Nice,0.7,1.4,1–0,11500.0,Thomas Léonard,2022-2023,Florent Ogier,Dante,(4-2-3-1),(4-2-3-1),48%,52%,478 of 547 — 87%,87% — 522 of 599,2 of 7 — 29%,31% — 4 of 13,4 of 4 — 100%,50% — 1 of 2,1.0,0.0,3.5,1.0,4,21,3,6,11,23,652,683,18,14,6,6,5,8,16,12,3,1,6,6,14,16,65,54
3.0,Sun,2022-08-21,15:00,Toulouse,Lorient,1.8,2.5,2–2,23862.0,Gustavo Correia,2022-2023,Brecht Dejaegere,Laurent Abergel,(4-3-3),(4-2-3-1),52%,48%,404 of 501 — 81%,82% — 378 of 463,8 of 16 — 50%,17% — 2 of 12,1 of 2 — 50%,75% — 6 of 8,2.0,0.0,1.0,0.0,14,10,3,6,24,11,613,590,19,20,12,10,15,7,15,18,2,2,5,8,18,19,52,56
3.0,Sun,2022-08-21,15:00,Montpellier,Auxerre,1.0,1.3,1–2,13137.0,Mathieu Vernice,2022-2023,Téji Savanier,Birama Touré,(4-1-4-1),(4-1-4-1),64%,36%,524 of 614 — 85%,81% — 275 of 340,7 of 13 — 54%,17% — 1 of 6,0 of 1 — 0%,85% — 6 of 7,1.0,2.0,4.5,1.0,10,13,7,2,26,11,699,452,12,17,8,9,8,11,6,30,2,0,5,8,22,10,60,63
3.0,Sun,2022-08-21,17:05,Rennes,Ajaccio,1.2,1.4,2–1,27592.0,Hakim Ben El Hadj Salem,2022-2023,Hamari Traoré,Vincent Marchetti,(4-4-2),(4-4-2),55%,45%,417 of 529 — 79%,68% — 297 of 434,7 of 16 — 44%,22% — 2 of 9,1 of 2 — 50%,71% — 5 of 7,6.5,1.0,2.0,0.0,13,11,4,8,11,23,652,531,16,17,6,13,32,23,21,10,2,1,6,7,25,18,76,74
3.0,Sun,2022-08-21,20:45,Lille,Paris S-G,1.7,3.4,1–7,47526.0,Clément Turpin,2022-2023,José Fonte,Marquinhos,(4-2-3-1),(3-4-3),48%,52%,514 of 572 — 90%,89% — 552 of 619,9 of 16 — 56%,56% — 9 of 16,2 of 9 — 22%,88% — 8 of 9,2.0,0.0,1.0,0.0,13,8,2,4,8,9,670,707,13,24,15,5,6,6,5,6,2,4,6,5,8,7,33,32
4.0,Fri,2022-08-26,21:00,Ajaccio,Lille,1.5,1.7,1–3,9070.0,Thomas Léonard,2022-2023,Vincent Marchetti,José Fonte,(4-4-2),(4-2-3-1),42%,58%,275 of 387 — 71%,81% — 427 of 524,2 of 14 — 14%,67% — 4 of 6,1 of 4 — 25%,50% — 1 of 2,3.0,0.0,2.0,0.0,13,13,6,0,32,11,476,635,11,12,7,8,17,18,9,30,2,2,5,8,28,20,62,65
4.0,Sat,2022-08-27,17:00,Auxerre,Strasbourg,0.6,1.3,1–0,16059.0,Johan Hamel,2022-2023,Birama Touré,Dimitri Liénard,(4-1-4-1),(3-5-2),42%,58%,374 of 481 — 78%,81% — 539 of 663,3 of 7 — 43%,29% — 4 of 14,4 of 4 — 100%,66% — 2 of 3,0.0,0.0,1.0,0.0,4,6,2,5,15,25,591,748,10,11,12,5,13,24,38,20,5,2,10,1,18,18,110,74
4.0,Sat,2022-08-27,21:00,Lens,Rennes,1.3,1.0,2–1,37848.0,Jérôme Brisard,2022-2023,Seko Fofana,Hamari Traoré,(3-4-3),(4-3-3),51%,49%,462 of 545 — 85%,82% — 438 of 532,4 of 17 — 24%,50% — 6 of 12,5 of 6 — 83%,50% — 2 of 4,0.0,0.0,1.0,0.0,15,13,7,2,21,10,652,634,15,11,17,13,12,14,19,21,1,3,3,10,20,17,65,47
4.0,Sun,2022-08-28,13:00,Nantes,Toulouse,1.5,0.6,3–1,26574.0,Mathieu Vernice,2022-2023,Alban Lafont,Brecht Dejaegere,(4-3-3),(4-2-3-1),50%,50%,364 of 461 — 79%,78% — 358 of 457,8 of 16 — 50%,33% — 3 of 9,2 of 3 — 66%,62% — 5 of 8,0.0,0.0,3.0,0.0,11,9,4,5,19,15,557,563,13,16,14,14,9,19,12,19,2,2,10,8,21,21,82,68
4.0,Sun,2022-08-28,15:00,Troyes,Angers,1.9,0.7,3–1,6673.0,Stéphanie Frappart,2022-2023,Adil Rami,Pierrick Capelle,(5-4-1),(3-1-4-2),49%,51%,459 of 552 — 83%,85% — 490 of 577,11 of 25 — 44%,14% — 1 of 7,1 of 1 — 100%,72% — 8 of 11,2.0,0.0,4.5,0.0,8,12,8,3,22,10,666,676,14,12,11,6,13,7,15,19,3,1,5,12,11,17,45,47
4.0,Sun,2022-08-28,15:00,Lorient,Clermont Foot,2.9,0.6,2–1,10591.0,Willy Delajod,2022-2023,Laurent Abergel,Florent Ogier,(4-2-3-1),(4-2-3-1),40%,60%,346 of 418 — 83%,85% — 542 of 635,8 of 21 — 38%,22% — 2 of 9,1 of 2 — 50%,87% — 7 of 8,1.0,0.0,4.5,0.0,12,9,3,4,8,24,546,731,26,14,12,12,8,11,20,9,2,1,5,5,14,15,47,44
4.0,Sun,2022-08-28,15:00,Nice,Marseille,1.0,1.4,0–3,31418.0,François Letexier,2022-2023,Dante,Dimitri Payet,(4-2-3-1),(3-4-3),49%,51%,389 of 483 — 81%,83% — 412 of 497,2 of 16 — 13%,31% — 4 of 13,1 of 4 — 25%,100% — 2 of 2,1.0,0.0,1.0,0.0,7,15,7,5,17,15,583,616,16,21,13,18,9,7,13,17,1,0,6,9,27,15,58,47
4.0,Sun,2022-08-28,15:00,Brest,Montpellier,0.3,2.5,0–7,11546.0,Marc Bollengier,2022-2023,Brendan Chardonnet,Jordan Ferri,(4-3-3),(4-2-3-1),52%,48%,332 of 427 — 78%,78% — 310 of 397,0 of 6 — 0%,57% — 8 of 14,1 of 8 — 12%,% — 0 of 0,0.0,1.0,2.0,0.0,15,16,5,4,17,12,513,505,10,18,10,6,15,13,9,20,1,1,3,5,22,22,65,58
4.0,Sun,2022-08-28,17:05,Reims,Lyon,0.4,1.1,1–1,14930.0,Jeremy Stinat,2022-2023,Yunis Abdelhamid,Alexandre Lacazette,(3-4-1-2),(4-3-3),26%,74%,169 of 263 — 64%,84% — 619 of 736,5 of 8 — 63%,28% — 5 of 18,4 of 5 — 80%,80% — 4 of 5,1.0,1.0,1.0,0.0,12,12,2,7,6,38,400,839,25,17,11,11,14,14,38,6,0,0,12,7,9,17,66,53
4.0,Sun,2022-08-28,20:45,Paris S-G,Monaco,2.7,1.2,1–1,46000.0,Benoît Bastien,2022-2023,Marquinhos,Wissam Ben Yedder,(3-4-3),(5-3-2),67%,33%,660 of 725 — 91%,78% — 284 of 364,4 of 17 — 24%,75% — 3 of 4,2 of 3 — 66%,100% — 4 of 4,4.0,0.0,4.0,0.0,12,15,4,3,10,8,825,462,16,29,5,16,12,5,4,11,3,1,5,9,16,10,33,50
5.0,Wed,2022-08-31,19:00,Angers,Reims,1.7,2.3,2–4,6500.0,Jérémie Pignard,2022-2023,Nabil Bentaleb,Yunis Abdelhamid,(3-1-4-2),(3-4-1-2),57%,43%,412 of 518 — 80%,74% — 285 of 385,2 of 9 — 22%,40% — 4 of 10,1 of 4 — 25%,50% — 1 of 2,1.0,0.0,7.5,0.0,9,15,4,3,14,9,646,519,19,20,14,15,14,10,7,9,3,4,7,10,28,35,59,70
5.0,Wed,2022-08-31,19:00,Lyon,Auxerre,2.6,0.7,2–1,38609.0,Pierre Gaillouste,2022-2023,Alexandre Lacazette,Birama Touré,(4-3-3),(4-1-4-1),62%,38%,560 of 663 — 84%,76% — 303 of 401,7 of 20 — 35%,33% — 2 of 6,1 of 2 — 50%,71% — 5 of 7,0.0,0.0,2.0,0.0,13,13,9,3,19,20,766,527,18,15,16,18,5,15,8,29,2,0,7,9,25,11,50,60
5.0,Wed,2022-08-31,19:00,Strasbourg,Nantes,0.4,1.2,1–1,25162.0,Clément Turpin,2022-2023,Dimitri Liénard,Alban Lafont,(3-5-2),(4-2-3-1),46%,54%,375 of 487 — 77%,81% — 459 of 567,2 of 5 — 40%,25% — 3 of 12,2 of 3 — 66%,50% — 1 of 2,0.0,0.0,3.0,0.0,13,18,3,6,16,22,590,693,19,17,8,13,13,18,19,19,0,2,8,5,24,19,67,90
5.0,Wed,2022-08-31,19:00,Monaco,Troyes,1.2,2.2,2–4,4045.0,Ruddy Buquet,2022-2023,Wissam Ben Yedder,Florian Tardieu,(3-4-1-2),(5-4-1),52%,48%,427 of 524 — 81%,83% — 399 of 483,6 of 8 — 75%,56% — 10 of 18,7 of 10 — 70%,66% — 4 of 6,4.5,0.0,1.0,0.0,13,11,8,6,13,20,631,612,14,20,11,16,14,12,17,23,0,0,7,4,20,10,59,50
5.0,Wed,2022-08-31,19:00,Montpellier,Ajaccio,1.7,1.2,2–0,10051.0,Bastien Dechepy,2022-2023,Jordan Ferri,Vincent Marchetti,(4-2-3-1),(4-4-2),38%,62%,239 of 338 — 71%,82% — 443 of 543,4 of 9 — 44%,0% — 0 of 15,0 of 0 — %,50% — 2 of 4,2.0,1.0,5.5,0.0,9,17,3,8,6,32,454,634,16,14,14,6,21,23,28,9,1,1,13,9,20,24,70,79
5.0,Wed,2022-08-31,21:00,Lens,Lorient,3.0,1.1,5–2,37161.0,Benoît Bastien,2022-2023,Florian Sotoca,Laurent Abergel,(3-4-3),(4-3-3),58%,42%,501 of 558 — 90%,83% — 343 of 411,8 of 15 — 53%,27% — 3 of 11,1 of 3 — 33%,37% — 3 of 8,1.0,0.0,3.0,0.0,10,6,4,5,18,14,644,493,11,10,11,11,6,4,16,17,1,2,6,8,20,19,44,36
5.0,Wed,2022-08-31,21:00,Marseille,Clermont Foot,2.5,0.1,1–0,62763.0,Eric Wattellier,2022-2023,Dimitri Payet,Florent Ogier,(3-4-3),(3-4-3),60%,40%,486 of 596 — 82%,74% — 290 of 393,6 of 20 — 30%,0% — 0 of 3,0 of 0 — %,83% — 5 of 6,2.0,0.0,2.0,0.0,16,12,7,1,19,11,710,510,21,19,13,17,21,16,9,17,1,0,3,8,27,17,45,55
5.0,Wed,2022-08-31,21:00,Toulouse,Paris S-G,0.8,2.8,0–3,31700.0,Hakim Ben El Hadj Salem,2022-2023,Branco van den Boomen,Marquinhos,(3-4-3),(3-4-3),38%,62%,327 of 390 — 84%,88% — 567 of 641,7 of 14 — 50%,60% — 12 of 20,9 of 12 — 75%,100% — 7 of 7,1.0,0.0,0.0,0.0,10,7,3,9,10,11,512,735,35,14,12,12,1,5,14,3,1,1,13,12,12,18,43,41
5.0,Wed,2022-08-31,21:00,Rennes,Brest,1.5,0.5,3–1,27392.0,Benoît Millot,2022-2023,Benjamin Bourigeaud,Brendan Chardonnet,(4-3-3),(4-2-3-1),64%,36%,587 of 689 — 85%,69% — 264 of 381,9 of 16 — 56%,29% — 2 of 7,1 of 2 — 50%,66% — 6 of 9,2.0,0.0,0.0,0.0,11,6,7,3,17,15,806,510,10,25,7,13,15,13,16,20,3,2,4,7,27,23,64,91
5.0,Wed,2022-08-31,21:00,Lille,Nice,0.9,1.6,1–2,30254.0,Jeremy Stinat,2022-2023,José Fonte,Dante,(4-2-3-1),(3-5-2),62%,38%,513 of 595 — 86%,78% — 279 of 359,6 of 18 — 33%,0% — 0 of 1,0 of 0 — %,83% — 5 of 6,1.0,0.0,4.0,0.0,15,21,6,3,33,14,702,467,13,20,6,10,8,19,12,27,1,0,1,12,16,14,59,65
6.0,Sat,2022-09-03,17:00,Auxerre,Marseille,0.6,1.6,0–2,17025.0,Willy Delajod,2022-2023,Birama Touré,Valentin Rongier,(4-1-4-1),(3-4-3),48%,52%,387 of 479 — 81%,84% — 443 of 529,2 of 8 — 25%,47% — 7 of 15,5 of 7 — 71%,100% — 2 of 2,1.0,0.0,1.0,0.0,8,14,4,1,15,9,599,645,23,18,21,16,12,8,16,19,1,2,8,9,21,15,90,47
6.0,Sat,2022-09-03,19:00,Lyon,Angers,1.4,1.0,5–0,39586.0,Thomas Léonard,2022-2023,Alexandre Lacazette,Nabil Bentaleb,(4-3-3),(3-1-4-2),64%,36%,476 of 570 — 84%,76% — 246 of 322,9 of 16 — 56%,25% — 2 of 8,2 of 2 — 100%,44% — 4 of 9,2.0,0.0,1.0,0.0,5,9,13,3,25,8,678,450,13,23,13,17,10,13,8,24,6,0,3,7,19,17,61,45
6.0,Sat,2022-09-03,21:00,Nantes,Paris S-G,0.4,2.7,0–3,34406.0,Pierre Gaillouste,2022-2023,Alban Lafont,Marquinhos,(3-4-3),(3-4-3),40%,60%,411 of 486 — 85%,89% — 644 of 724,1 of 10 — 10%,32% — 6 of 19,3 of 6 — 50%,100% — 1 of 1,1.0,1.0,4.0,0.0,6,12,1,7,9,10,589,803,23,12,16,12,6,6,10,4,1,1,3,10,3,16,52,42
6.0,Sun,2022-09-04,13:00,Montpellier,Lille,0.5,1.6,1–3,12215.0,Jérôme Brisard,2022-2023,Jordan Ferri,José Fonte,(4-3-2-1),(4-2-3-1),25%,75%,154 of 248 — 62%,87% — 638 of 735,1 of 4 — 25%,31% — 8 of 26,5 of 8 — 62%,0% — 0 of 1,0.0,1.0,4.0,0.0,8,11,1,9,8,23,361,842,20,17,11,7,12,21,30,14,2,3,7,1,20,22,61,56
6.0,Sun,2022-09-04,15:00,Brest,Strasbourg,0.8,2.4,1–1,11003.0,Bastien Dechepy,2022-2023,Pierre Lees-Melou,Alexander Djiku,(4-2-3-1),(3-5-2),59%,41%,435 of 549 — 79%,73% — 275 of 379,2 of 11 — 18%,22% — 2 of 9,2 of 2 — 100%,50% — 1 of 2,3.0,0.0,1.0,1.0,15,9,7,3,35,13,648,483,15,13,15,11,18,14,14,19,2,1,5,8,21,19,95,67
6.0,Sun,2022-09-04,15:00,Ajaccio,Lorient,0.5,0.8,0–1,7000.0,Jeremy Stinat,2022-2023,Riad Nouri,Laurent Abergel,(4-4-2),(4-3-3),58%,42%,386 of 510 — 76%,70% — 258 of 370,3 of 16 — 19%,57% — 4 of 7,3 of 4 — 75%,100% — 3 of 3,4.0,0.0,1.0,0.0,16,12,3,3,33,9,605,477,13,13,14,14,18,24,10,34,4,2,5,17,25,22,83,77
6.0,Sun,2022-09-04,15:00,Clermont Foot,Toulouse,1.3,1.3,2–0,10085.0,François Letexier,2022-2023,Johan Gastien,Brecht Dejaegere,(3-4-3),(4-2-3-1),34%,66%,204 of 290 — 70%,82% — 473 of 574,3 of 12 — 25%,21% — 3 of 14,3 of 3 — 100%,33% — 1 of 3,4.0,0.0,1.0,0.0,14,12,4,6,21,30,420,690,18,21,15,6,6,16,28,18,1,2,10,5,16,28,58,75
6.0,Sun,2022-09-04,15:00,Reims,Lens,2.1,1.9,1–1,15761.0,Eric Wattellier,2022-2023,Yunis Abdelhamid,Florian Sotoca,(3-4-1-2),(3-4-3),37%,63%,283 of 357 — 79%,87% — 536 of 615,4 of 17 — 24%,20% — 4 of 20,3 of 4 — 75%,75% — 3 of 4,2.0,0.0,2.0,1.0,9,11,4,4,17,15,489,732,16,19,22,7,7,4,15,14,1,1,10,9,14,10,46,56
6.0,Sun,2022-09-04,17:05,Troyes,Rennes,0.9,2.4,1–1,8000.0,Mathieu Vernice,2022-2023,Florian Tardieu,Hamari Traoré,(5-4-1),(4-3-3),29%,71%,194 of 276 — 70%,89% — 597 of 674,1 of 9 — 11%,32% — 6 of 19,5 of 6 — 83%,0% — 0 of 1,2.0,1.0,2.0,0.0,13,22,3,5,8,28,383,765,17,14,9,4,13,19,18,5,1,3,12,2,11,18,58,57
6.0,Sun,2022-09-04,20:45,Nice,Monaco,0.7,1.1,0–1,24125.0,Benoît Millot,2022-2023,Dante,Axel Disasi,(3-4-3),(3-4-3),52%,48%,454 of 561 — 81%,81% — 417 of 512,5 of 12 — 42%,14% — 2 of 14,1 of 2 — 50%,100% — 5 of 5,2.0,0.0,1.0,0.0,10,12,3,6,16,16,664,640,15,19,15,15,9,14,17,13,2,2,7,3,18,20,59,54
