Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
2.0,Fri,2019-08-30,20:45,Bologna,SPAL,4.0,0.8,1–0,25086.0,Marco Di Bello,2019-2020,Andrea Poli,Felipe dal Belo,(4-3-3),(3-5-2),57%,43%,389 of 489 — 80%,68% — 252 of 369,7 of 23 — 30%,11% — 1 of 9,1 of 1 — 100%,85% — 6 of 7,3.0,0,2.0,0,13,15,11,2,28,16,627,468,13,15,9,11,34,22,22,17,2,0,9,18,14,26,65,82
2.0,Sat,2019-08-31,18:00,Milan,Brescia,1.5,0.7,1–0,56691.0,Rosario Abisso,2019-2020,Alessio Romagnoli,Ernesto Torregrossa,(4-3-2-1),(4-3-1-2),62%,38%,473 of 568 — 83%,71% — 251 of 355,4 of 16 — 25%,17% — 1 of 6,1 of 1 — 100%,75% — 3 of 4,3.0,0,4.0,0,14,18,5,3,22,11,680,471,18,23,10,6,17,16,13,25,0,6,8,7,21,22,99,49
2.0,Sat,2019-08-31,20:45,Juventus,Napoli,1.8,1.4,4–3,39203.0,Daniele Orsato,2019-2020,Leonardo Bonucci,Lorenzo Insigne,(4-3-3),(4-4-1-1),45%,55%,398 of 472 — 84%,86% — 503 of 588,7 of 12 — 58%,47% — 7 of 15,4 of 7 — 57%,57% — 4 of 7,3.0,0,3.0,0,13,13,2,5,15,14,556,675,9,13,9,9,7,11,17,15,0,1,6,7,23,23,59,51
2.0,Sun,2019-09-01,18:00,Lazio,Roma,2.2,1.3,1–1,52000.0,Marco Guida,2019-2020,Senad Lulić,Alessandro Florenzi,(3-5-2),(4-2-3-1),50%,50%,338 of 419 — 81%,81% — 334 of 413,7 of 22 — 32%,10% — 1 of 10,1 of 1 — 100%,85% — 6 of 7,4.0,0,3.0,0,15,13,8,4,23,10,519,514,17,10,7,8,18,14,13,27,2,0,9,16,13,18,59,56
2.0,Sun,2019-09-01,20:45,Cagliari,Inter,0.5,1.7,1–2,16412.0,Fabio Maresca,2019-2020,Luca Ceppitelli,Samir Handanović,(3-5-2),(3-5-2),41%,59%,356 of 443 — 80%,86% — 544 of 634,2 of 8 — 25%,50% — 4 of 8,3 of 4 — 75%,50% — 1 of 2,5.0,0,3.0,0,13,10,5,5,20,12,535,718,10,18,7,2,17,16,16,13,1,1,6,7,15,14,83,85
2.0,Sun,2019-09-01,20:45,Genoa,Fiorentina,2.1,1.9,2–1,20000.0,Piero Giacomelli,2019-2020,Domenico Criscito,Germán Pezzella,(3-4-1-2),(4-3-3),49%,51%,293 of 407 — 72%,75% — 321 of 427,8 of 23 — 35%,28% — 5 of 18,5 of 5 — 100%,75% — 6 of 8,2.0,0,0.0,0,17,14,9,8,26,28,525,542,20,7,12,9,19,16,26,18,1,1,10,10,14,20,76,55
2.0,Sun,2019-09-01,20:45,Udinese,Parma,1.4,1.3,1–3,20410.0,Marco Piccinini,2019-2020,Kevin Lasagna,Bruno Alves,(3-5-2),(4-3-3),52%,48%,431 of 519 — 83%,81% — 394 of 486,10 of 23 — 43%,38% — 3 of 8,0 of 3 — 0%,90% — 9 of 10,1.0,0,3.0,0,12,12,8,1,27,5,626,602,14,19,18,8,9,15,11,31,0,1,6,8,15,14,74,86
2.0,Sun,2019-09-01,20:45,Sassuolo,Sampdoria,2.2,1.3,4–1,9608.0,Luca Pairetto,2019-2020,Domenico Berardi,Fabio Quagliarella,(4-3-1-2),(4-3-3),69%,31%,635 of 723 — 88%,77% — 247 of 321,8 of 13 — 62%,30% — 3 of 10,3 of 3 — 100%,50% — 4 of 8,1.0,0,3.0,1,8,10,4,5,13,10,794,421,11,8,12,11,8,5,8,13,3,4,7,8,18,18,30,55
2.0,Sun,2019-09-01,20:45,Atalanta,Torino,1.8,0.8,2–3,8182.0,Daniele Doveri,2019-2020,Papu Gómez,Andrea Belotti,(3-4-1-2),(3-4-3),58%,42%,352 of 454 — 78%,72% — 240 of 335,9 of 26 — 35%,50% — 5 of 10,2 of 5 — 40%,77% — 7 of 9,2.0,0,2.0,0,14,17,12,5,31,18,574,476,20,17,4,17,18,26,19,37,1,3,8,11,19,22,58,70
2.0,Sun,2019-09-01,20:45,Lecce,Hellas Verona,0.9,1.4,0–1,24418.0,Juan Sacchi,2019-2020,Marco Mancosu,Miguel Veloso,(4-3-1-2),(3-4-1-2),48%,52%,390 of 488 — 80%,78% — 408 of 520,3 of 15 — 20%,27% — 4 of 15,3 of 4 — 75%,100% — 3 of 3,2.0,0,3.0,0,14,13,2,7,21,16,589,613,14,10,8,7,19,27,13,22,1,1,8,9,18,17,63,74
