,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
0,Laurent Koscielny,Nicolas Pallois,(4-3-3),(4-4-2),44%,56%,427 of 516 — 83%,87% — 572 of 661,1 of 5 — 20%,17% — 1 of 6,1 of 1 — 100%,100% — 1 of 1,2.0,1,3.0,0,10,15,2,3,9,19,625,746,14,13,9,10,18,15,29,15,0,3,4,7,25,19,86,47
0,Bruno Ecuele Manga,Ismaël Traoré,(4-3-3),(4-1-4-1),54%,46%,491 of 572 — 86%,84% — 411 of 491,1 of 9 — 11%,33% — 4 of 12,3 of 4 — 75%,100% — 1 of 1,0.0,0,0.0,0,15,8,3,9,10,26,685,599,13,11,5,10,20,6,22,26,2,1,9,5,26,19,62,70
0,José Fonte,Damien Da Silva,(4-2-2-2),(4-3-3),52%,48%,453 of 552 — 82%,84% — 431 of 516,1 of 5 — 20%,13% — 2 of 16,1 of 2 — 50%,0% — 0 of 1,0.0,1,1.0,1,12,16,4,2,13,14,633,628,16,13,9,11,11,14,10,14,0,0,9,6,32,20,72,54
0,Wissam Ben Yedder,Yunis Abdelhamid,(4-3-3),(4-4-2),75%,25%,700 of 794 — 88%,69% — 180 of 260,5 of 22 — 23%,33% — 3 of 9,1 of 3 — 33%,60% — 3 of 5,1.0,0,3.0,0,8,14,8,1,36,6,899,377,23,24,11,11,20,12,5,24,0,0,9,18,17,17,69,65
0,Fabien Lemoine,Stefan Mitrović,(4-2-3-1),(4-2-3-1),50%,50%,359 of 452 — 79%,78% — 359 of 458,6 of 9 — 67%,14% — 1 of 7,0 of 1 — 0%,66% — 4 of 6,3.0,0,2.0,0,17,10,6,1,23,7,563,546,18,20,15,9,6,19,10,18,1,2,6,4,25,26,62,67
0,Renaud Ripart,Jean-Kevin Duverne,(4-2-3-1),(4-2-3-1),44%,56%,274 of 372 — 74%,75% — 350 of 469,5 of 12 — 42%,30% — 3 of 10,3 of 3 — 100%,20% — 1 of 5,2.0,0,3.0,1,14,17,4,4,13,16,487,563,18,18,14,8,15,18,21,11,0,3,7,9,22,31,87,88
0,Dante,Yannick Cahuzac,(4-3-3),(3-4-1-2),57%,43%,457 of 540 — 85%,80% — 328 of 412,2 of 4 — 50%,20% — 3 of 15,3 of 3 — 100%,0% — 0 of 2,2.0,0,3.0,0,17,18,1,7,5,29,631,500,12,6,11,18,9,14,19,6,0,1,8,3,16,26,53,84
0,Memphis,Bruno Ecuele Manga,(3-4-1-2),(4-2-3-1),63%,37%,511 of 608 — 84%,73% — 258 of 352,10 of 25 — 40%,33% — 2 of 6,1 of 2 — 50%,90% — 9 of 10,3.0,0,3.0,0,12,7,13,2,45,9,715,476,13,23,13,18,24,6,5,33,0,4,3,17,21,20,62,72
0,Damien Da Silva,Daniel Congré,(4-3-3),(3-5-1-1),65%,35%,546 of 641 — 85%,73% — 247 of 340,7 of 16 — 44%,30% — 3 of 10,2 of 3 — 66%,85% — 6 of 7,3.0,1,2.0,1,18,16,2,1,8,12,740,435,21,17,8,13,17,18,12,12,1,1,13,7,17,28,62,85
0,Lamine Koné,Dante,(4-2-3-1),(4-3-3),45%,55%,394 of 495 — 80%,85% — 513 of 601,0 of 6 — 0%,50% — 1 of 2,0 of 1 — 0%,% — 0 of 0,2.0,0,6.0,0,14,11,3,1,18,10,578,695,10,19,12,11,10,16,8,13,1,1,8,12,30,11,93,71
0,Yunis Abdelhamid,José Fonte,(4-1-4-1),(4-4-2),50%,50%,474 of 576 — 82%,81% — 464 of 570,0 of 4 — 0%,30% — 3 of 10,2 of 3 — 66%,% — 0 of 0,4.0,0,1.0,0,20,11,1,2,14,9,677,667,22,18,17,8,14,27,5,11,2,2,6,8,18,21,72,67
0,John Boye,Wissam Ben Yedder,(4-3-3),(4-3-3),54%,46%,410 of 525 — 78%,73% — 320 of 439,4 of 14 — 29%,67% — 2 of 3,1 of 2 — 50%,100% — 4 of 4,0.0,0,6.5,0,14,20,10,1,27,7,645,558,21,26,11,11,18,22,11,25,0,4,4,11,22,21,89,67
0,Ismaël Traoré,Laurent Koscielny,(4-1-4-1),(4-2-3-1),57%,43%,488 of 590 — 83%,79% — 355 of 451,2 of 12 — 17%,100% — 7 of 7,5 of 7 — 71%,100% — 2 of 2,1.0,0,3.0,0,12,19,5,7,26,18,713,582,20,30,16,22,14,13,18,27,1,1,1,8,19,20,58,65
0,Nicolas Pallois,Renaud Ripart,(4-2-3-1),(4-2-3-1),33%,67%,191 of 305 — 63%,78% — 474 of 606,3 of 7 — 43%,50% — 9 of 18,8 of 9 — 88%,66% — 2 of 3,4.5,1,2.0,0,17,9,4,8,11,32,436,698,26,11,13,10,19,15,32,10,2,1,8,2,12,37,71,88
0,Mathieu Debuchy,Fabien Lemoine,(4-2-3-1),(4-3-3),53%,48%,396 of 483 — 82%,76% — 334 of 437,5 of 13 — 38%,17% — 1 of 6,1 of 1 — 100%,60% — 3 of 5,2.0,0,1.0,0,14,23,2,5,10,21,614,544,29,19,10,12,5,12,18,12,0,1,5,7,36,30,78,56
0,Jean-Kevin Duverne,Steve Mandanda,(4-2-3-1),(4-3-3),59%,41%,451 of 575 — 78%,73% — 292 of 399,4 of 19 — 21%,57% — 4 of 7,1 of 4 — 25%,50% — 2 of 4,2.0,0,4.0,0,17,13,10,2,37,9,685,527,21,12,9,15,13,15,9,30,3,2,4,14,38,22,79,81
0,Jean-Louis Leca,Presnel Kimpembe,(3-4-1-2),(4-3-3),22%,78%,182 of 272 — 67%,89% — 841 of 940,3 of 7 — 43%,13% — 1 of 8,1 of 1 — 100%,66% — 2 of 3,2.0,0,2.0,0,21,10,4,2,16,13,382,1030,24,17,23,5,12,6,22,12,3,3,9,2,13,19,67,36
0,Laurent Koscielny,Memphis,(4-2-3-1),(3-4-3),46%,54%,326 of 426 — 77%,80% — 405 of 504,0 of 5 — 0%,15% — 3 of 20,3 of 3 — 100%,% — 0 of 0,2.0,0,3.0,0,12,19,4,5,19,22,531,631,11,23,14,14,10,8,24,19,0,0,15,7,32,23,66,72
0,Vitorino Hilton,Dante,(3-4-1-2),(4-3-3),39%,61%,241 of 329 — 73%,83% — 436 of 524,13 of 20 — 65%,11% — 1 of 9,0 of 1 — 0%,76% — 10 of 13,0.0,0,2.0,0,18,16,8,9,20,25,436,633,13,10,8,13,19,19,21,17,1,0,5,8,23,12,86,63
0,Mathieu Debuchy,Stefan Mitrović,(4-2-3-1),(5-4-1),49%,51%,304 of 412 — 74%,74% — 321 of 432,3 of 8 — 38%,43% — 6 of 14,6 of 6 — 100%,66% — 2 of 3,1.0,0,3.0,0,13,19,6,3,23,10,537,540,18,13,12,8,21,22,21,22,3,0,5,8,35,34,65,87
0,José Fonte,John Boye,(4-4-2),(5-4-1),61%,39%,491 of 612 — 80%,72% — 276 of 384,6 of 16 — 38%,20% — 1 of 5,1 of 1 — 100%,83% — 5 of 6,4.0,0,4.0,0,12,14,8,3,24,18,702,508,22,23,15,19,25,26,12,27,1,2,6,7,21,17,62,84
0,Fabien Lemoine,Yannick Cahuzac,(4-3-3),(3-4-1-2),47%,53%,290 of 406 — 71%,77% — 350 of 457,2 of 5 — 40%,45% — 5 of 11,3 of 5 — 60%,50% — 1 of 2,4.0,0,4.5,0,20,16,4,2,16,23,506,564,24,15,7,12,16,21,19,16,0,0,8,4,32,24,67,97
0,Bruno Ecuele Manga,Jean-Kevin Duverne,(4-3-3),(4-2-3-1),50%,50%,397 of 484 — 82%,82% — 396 of 485,3 of 7 — 43%,26% — 5 of 19,3 of 5 — 60%,100% — 3 of 3,1.0,1,0.0,0,16,16,5,7,18,22,587,604,16,24,9,14,12,17,15,22,1,2,15,6,27,20,49,82
0,Renaud Ripart,Damien Da Silva,(4-2-3-1),(4-3-3),45%,55%,303 of 398 — 76%,78% — 375 of 483,9 of 17 — 53%,60% — 6 of 10,2 of 6 — 33%,77% — 7 of 9,2.0,0,6.0,0,17,13,8,4,25,14,503,575,18,13,12,4,21,14,8,15,1,0,4,11,14,18,86,88
0,Ismaël Traoré,Xavier Chavalerin,(4-1-4-1),(4-4-2),58%,42%,502 of 587 — 86%,80% — 346 of 433,6 of 19 — 32%,29% — 2 of 7,2 of 2 — 100%,83% — 5 of 6,5.5,0,2.0,1,12,12,1,2,17,11,688,541,8,15,6,14,14,16,15,20,2,0,9,15,20,17,60,62
0,Wissam Ben Yedder,Nicolas Pallois,(4-3-3),(4-2-3-1),57%,43%,518 of 623 — 83%,79% — 366 of 463,5 of 18 — 28%,29% — 2 of 7,1 of 2 — 50%,60% — 3 of 5,3.0,0,1.0,0,14,11,9,4,22,16,727,578,27,16,10,7,17,9,18,27,3,1,12,12,14,16,74,62
0,Presnel Kimpembe,Steve Mandanda,(4-3-3),(4-3-3),65%,35%,499 of 589 — 85%,72% — 226 of 316,4 of 14 — 29%,40% — 2 of 5,1 of 2 — 50%,100% — 4 of 4,7.5,2,9.5,1,17,19,4,2,27,9,701,439,19,19,5,11,12,16,7,29,4,3,3,15,24,23,47,64
0,Vitorino Hilton,Houssem Aouar,(3-5-2),(3-4-1-2),44%,56%,338 of 426 — 79%,83% — 445 of 538,2 of 9 — 22%,33% — 6 of 18,6 of 6 — 100%,50% — 1 of 2,3.0,1,2.0,1,13,13,4,11,16,26,545,643,12,17,9,7,19,18,19,15,2,0,6,9,13,21,61,62
0,Marquinhos,John Boye,(4-3-3),(3-4-1-2),71%,29%,591 of 699 — 85%,67% — 190 of 285,8 of 20 — 40%,14% — 1 of 7,1 of 1 — 100%,87% — 7 of 8,4.5,0,2.0,0,8,6,8,2,31,9,786,400,12,16,9,13,15,17,10,29,1,3,4,18,25,18,63,78
0,Steve Mandanda,Mathieu Debuchy,(4-3-3),(4-4-2),59%,41%,461 of 576 — 80%,75% — 296 of 396,2 of 13 — 15%,42% — 5 of 12,3 of 5 — 60%,100% — 2 of 2,2.0,0,2.0,0,13,15,7,6,20,18,687,540,16,20,14,15,10,15,17,21,3,4,4,11,28,25,66,81
0,Memphis,Anthony Briançon,(4-4-2),(4-3-3),73%,27%,590 of 705 — 84%,61% — 161 of 263,3 of 16 — 19%,30% — 3 of 10,3 of 3 — 100%,100% — 3 of 3,3.0,0,2.0,0,18,12,9,2,36,9,830,419,20,29,5,16,21,16,11,39,0,0,5,11,23,22,60,76
0,Yannick Cahuzac,Laurent Koscielny,(3-4-1-2),(4-2-3-1),59%,41%,489 of 591 — 83%,79% — 325 of 409,4 of 18 — 22%,43% — 3 of 7,2 of 3 — 66%,75% — 3 of 4,5.0,0,6.5,0,15,15,7,0,20,7,677,515,14,15,13,17,16,24,10,21,1,1,7,8,21,18,76,69
0,Damien Da Silva,Wissam Ben Yedder,(4-1-4-1),(4-3-3),58%,42%,557 of 647 — 86%,80% — 374 of 470,3 of 15 — 20%,14% — 2 of 14,1 of 2 — 50%,33% — 1 of 3,1.0,0,2.0,0,11,12,9,10,24,20,749,570,10,16,9,13,14,18,17,17,0,3,9,9,17,17,62,56
0,Dante,Marquinhos,(4-3-3),(4-3-3),50%,50%,526 of 587 — 90%,89% — 519 of 581,5 of 14 — 36%,38% — 5 of 13,3 of 5 — 60%,100% — 5 of 5,1.0,0,2.0,0,9,9,4,7,16,26,674,674,8,14,5,6,3,2,16,7,0,2,6,10,15,8,53,58
0,Stefan Mitrović,Bruno Ecuele Manga,(4-1-2-1-2),(4-3-3),58%,42%,513 of 622 — 82%,79% — 361 of 456,6 of 17 — 35%,40% — 2 of 5,2 of 2 — 100%,83% — 5 of 6,1.0,0,1.0,0,10,16,8,2,27,15,710,553,16,11,7,11,12,7,9,31,2,1,2,10,23,15,111,86
0,John Boye,Yunis Abdelhamid,(4-3-3),(4-2-3-1),59%,41%,403 of 512 — 79%,72% — 255 of 356,4 of 14 — 29%,33% — 3 of 9,3 of 3 — 100%,50% — 2 of 4,1.0,0,4.0,1,14,7,8,5,37,12,614,462,21,17,12,7,17,14,15,23,1,0,6,14,21,22,63,71
0,Andy Delort,Ismaël Traoré,(3-4-1-2),(3-4-3),50%,50%,468 of 565 — 83%,85% — 470 of 555,9 of 14 — 64%,21% — 3 of 14,2 of 3 — 66%,66% — 6 of 9,4.0,0,3.0,0,14,5,6,3,30,12,660,684,14,26,11,10,16,10,10,26,0,0,6,4,17,21,62,44
0,Jean-Kevin Duverne,Fabien Lemoine,(4-2-3-1),(4-2-3-1),57%,43%,458 of 559 — 82%,73% — 302 of 415,6 of 14 — 43%,40% — 4 of 10,3 of 4 — 75%,50% — 3 of 6,2.0,0,1.0,0,20,13,4,6,17,17,660,532,18,19,13,12,25,7,18,15,2,1,6,11,29,17,80,70
0,Nicolas Pallois,Jessy Moulin,(4-2-3-1),(4-3-3),57%,43%,401 of 505 — 79%,71% — 271 of 380,3 of 15 — 20%,50% — 3 of 6,1 of 3 — 33%,33% — 1 of 3,2.0,0,2.0,0,12,17,4,2,34,8,618,494,10,22,14,9,23,13,12,25,3,0,3,14,47,25,70,63
0,Steve Mandanda,José Fonte,(4-2-3-1),(4-4-2),56%,44%,425 of 561 — 76%,75% — 326 of 435,2 of 11 — 18%,50% — 7 of 14,6 of 7 — 85%,50% — 1 of 2,3.0,0,3.0,0,12,18,5,4,25,14,637,553,18,15,8,12,25,27,7,21,0,5,8,10,26,22,85,78
0,José Fonte,Nicolas Pallois,(4-4-2),(4-4-2),54%,46%,417 of 538 — 78%,73% — 335 of 458,3 of 11 — 27%,50% — 6 of 12,6 of 6 — 100%,100% — 3 of 3,0.0,0,2.0,0,16,12,4,7,13,21,679,585,26,19,13,15,15,17,23,22,3,1,4,5,21,24,75,64
0,Jessy Moulin,Damien Da Silva,(4-4-2),(4-1-4-1),49%,51%,388 of 497 — 78%,84% — 439 of 525,4 of 6 — 67%,60% — 6 of 10,3 of 6 — 50%,100% — 4 of 4,1.0,0,1.0,0,11,12,6,4,25,17,587,649,22,22,8,12,13,11,11,21,5,0,3,5,26,19,70,76
