Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
2.0,Sat,2022-08-20,18:30,Torino,Lazio,0.7,0.8,0–0,16530.0,Marco Piccinini,2022-2023,Ricardo Rodríguez,Ciro Immobile,(3-4-3),(4-3-3),54%,46%,431 of 527 — 82%,77% — 348 of 450,1 of 10 — 10%,29% — 2 of 7,2 of 2 — 100%,100% — 1 of 1,0.0,0.0,5.0,0.0,11,12,6,4,16,9,609,526,7,17,8,6,18,16,10,17,4,0,4,14,19,12,74,82
2.0,Sat,2022-08-20,18:30,Udinese,Salernitana,1.1,1.5,0–0,17054.0,Gianluca Aureliano,2022-2023,Roberto Pereyra,Federico Fazio,(3-5-2),(3-5-2),48%,52%,312 of 422 — 74%,79% — 367 of 465,2 of 15 — 13%,35% — 6 of 17,6 of 6 — 100%,100% — 2 of 2,2.0,1.0,4.0,0.0,9,12,6,6,11,26,532,599,18,15,7,14,12,11,22,17,0,1,10,9,32,21,67,82
2.0,Sat,2022-08-20,20:45,Sassuolo,Lecce,0.6,0.5,1–0,9219.0,Andrea Colombo,2022-2023,Gian Marco Ferrari,Morten Hjulmand,(4-3-3),(4-3-3),59%,41%,474 of 559 — 85%,78% — 309 of 394,3 of 12 — 25%,14% — 1 of 7,1 of 1 — 100%,66% — 2 of 3,5.0,0.0,1.0,0.0,14,12,5,4,13,20,634,506,4,18,8,10,7,11,13,23,0,4,11,7,30,17,77,71
2.0,Sat,2022-08-20,20:45,Inter,Spezia,2.1,0.5,3–0,71212.0,Davide Ghersini,2022-2023,Samir Handanović,Emmanuel Gyasi,(3-5-2),(3-5-2),54%,46%,472 of 551 — 86%,83% — 388 of 466,8 of 19 — 42%,0% — 0 of 2,0 of 0 — %,62% — 5 of 8,0.0,0.0,0.0,0.0,11,7,10,4,21,11,655,564,17,14,8,7,5,6,8,17,5,1,7,10,18,27,83,42
2.0,Sun,2022-08-21,18:30,Napoli,Monza,2.0,0.1,4–0,36559.0,Francesco Fourneau,2022-2023,Giovanni Di Lorenzo,Andrea Barberis,(4-3-3),(3-5-2),54%,46%,462 of 525 — 88%,83% — 371 of 448,5 of 22 — 23%,25% — 1 of 4,1 of 1 — 100%,20% — 1 of 5,2.0,0.0,1.0,0.0,11,13,10,4,18,17,636,535,12,17,4,8,11,4,18,14,1,0,4,9,13,17,49,34
2.0,Sun,2022-08-21,18:30,Empoli,Fiorentina,0.4,0.7,0–0,10411.0,Matteo Marchetti,2022-2023,Filippo Bandinelli,Giacomo Bonaventura,(4-3-1-2),(4-3-3),37%,63%,231 of 315 — 73%,84% — 452 of 539,2 of 4 — 50%,11% — 2 of 19,2 of 2 — 100%,100% — 2 of 2,1.0,1.0,3.0,0.0,13,11,1,9,6,29,422,630,14,15,14,7,12,7,26,9,1,1,13,3,13,22,44,75
2.0,Sun,2022-08-21,20:45,Bologna,Hellas Verona,0.8,1.9,1–1,17725.0,Matteo Marcenaro,2022-2023,Roberto Soriano,Davide Faraoni,(3-4-1-2),(3-5-2),52%,48%,284 of 394 — 72%,67% — 240 of 357,5 of 17 — 29%,16% — 3 of 19,2 of 3 — 66%,80% — 4 of 5,3.0,1.0,3.0,0.0,10,14,9,8,16,26,513,474,12,13,5,13,11,18,26,17,1,5,9,11,22,16,80,70
2.0,Sun,2022-08-21,20:45,Atalanta,Milan,0.5,1.3,1–1,19216.0,Fabio Maresca,2022-2023,Rafael Tolói,Davide Calabria,(3-4-3),(4-2-3-1),40%,60%,304 of 387 — 79%,84% — 481 of 570,2 of 11 — 18%,39% — 7 of 18,6 of 7 — 85%,50% — 1 of 2,4.0,0.0,3.0,0.0,15,6,4,6,14,19,487,665,14,10,7,7,11,13,20,6,0,3,13,11,15,23,74,73
2.0,Mon,2022-08-22,18:30,Roma,Cremonese,2.7,0.7,1–0,60859.0,Luca Massimi,2022-2023,Lorenzo Pellegrini,Vlad Chiricheș,(3-4-3),(3-4-1-2),49%,51%,328 of 425 — 77%,76% — 340 of 445,11 of 27 — 41%,21% — 3 of 14,3 of 3 — 100%,90% — 10 of 11,0.0,0.0,3.0,0.0,7,14,5,6,14,27,552,551,16,19,6,16,20,6,20,10,1,1,14,6,18,16,74,62
2.0,Mon,2022-08-22,20:45,Sampdoria,Juventus,0.9,0.8,0–0,27573.0,Rosario Abisso,2022-2023,Bartosz Bereszyński,Juan Cuadrado,(4-1-4-1),(4-3-3),48%,52%,361 of 437 — 83%,85% — 402 of 475,1 of 9 — 11%,40% — 4 of 10,4 of 4 — 100%,100% — 1 of 1,3.0,0.0,2.0,0.0,8,14,3,4,6,14,504,560,5,18,7,4,13,11,12,10,1,3,9,9,24,13,56,58
3.0,Fri,2022-08-26,18:30,Monza,Udinese,1.5,1.7,1–2,9955.0,Marco Di Bello,2022-2023,Carlos Augusto,Roberto Pereyra,(3-5-2),(3-5-2),56%,44%,448 of 511 — 88%,81% — 328 of 404,5 of 10 — 50%,27% — 4 of 15,2 of 4 — 50%,80% — 4 of 5,3.0,0.0,2.0,0.0,16,10,3,5,13,12,619,502,12,22,7,9,11,11,15,10,4,4,9,7,19,19,55,55
3.0,Fri,2022-08-26,20:45,Lazio,Inter,1.1,1.5,3–1,52500.0,Michael Fabbri,2022-2023,Ciro Immobile,Samir Handanović,(4-3-3),(3-5-2),48%,52%,456 of 528 — 86%,88% — 507 of 579,7 of 11 — 64%,37% — 7 of 19,6 of 7 — 85%,57% — 4 of 7,2.0,0.0,1.0,0.0,5,12,2,4,10,23,623,674,17,15,7,6,8,13,20,9,0,0,9,5,9,13,68,42
3.0,Sat,2022-08-27,18:30,Juventus,Roma,0.6,1.3,1–1,41003.0,Massimiliano Irrati,2022-2023,Juan Cuadrado,Lorenzo Pellegrini,(4-2-3-1),(3-4-3),57%,43%,467 of 559 — 84%,80% — 342 of 425,3 of 14 — 21%,50% — 4 of 8,3 of 4 — 75%,66% — 2 of 3,2.0,0.0,2.0,0.0,16,7,4,5,30,9,663,541,18,12,6,16,15,13,13,33,0,1,4,9,23,20,45,60
3.0,Sat,2022-08-27,18:30,Cremonese,Torino,0.8,1.7,1–2,11572.0,Paolo Valeri,2022-2023,Matteo Bianchetti,Ricardo Rodríguez,(3-4-1-2),(3-4-3),53%,47%,292 of 427 — 68%,67% — 260 of 386,6 of 16 — 38%,36% — 5 of 14,3 of 5 — 60%,83% — 5 of 6,0.0,0.0,3.0,0.0,9,21,3,3,25,12,565,519,21,11,10,13,23,22,21,28,1,0,6,10,21,23,85,87
3.0,Sat,2022-08-27,20:45,Spezia,Sassuolo,1.2,2.8,2–2,6500.0,Francesco Cosso,2022-2023,Emmanuel Gyasi,Gian Marco Ferrari,(3-5-2),(4-3-3),43%,57%,330 of 440 — 75%,82% — 489 of 594,1 of 6 — 17%,38% — 8 of 21,6 of 8 — 75%,0% — 0 of 1,3.5,0.0,1.0,0.0,17,10,2,6,10,22,544,703,14,15,5,9,6,15,26,13,3,1,13,5,20,25,72,74
3.0,Sat,2022-08-27,20:45,Milan,Bologna,1.9,0.5,2–0,70430.0,Gianluca Manganiello,2022-2023,Davide Calabria,Gary Medel,(4-2-3-1),(3-5-2),48%,52%,377 of 464 — 81%,81% — 408 of 502,7 of 19 — 37%,0% — 0 of 8,0 of 0 — %,71% — 5 of 7,2.0,0.0,1.0,0.0,13,9,5,1,19,4,574,606,21,21,13,5,12,4,2,15,2,2,8,9,18,16,70,73
3.0,Sun,2022-08-28,18:30,Salernitana,Sampdoria,1.7,1.8,4–0,19116.0,Davide Massa,2022-2023,Federico Fazio,Omar Colley,(3-5-2),(4-1-4-1),45%,55%,327 of 422 — 77%,83% — 436 of 525,6 of 9 — 67%,35% — 6 of 17,6 of 6 — 100%,33% — 2 of 6,2.0,0.0,2.0,0.0,19,14,6,3,20,12,511,640,13,23,11,6,9,13,9,17,1,4,8,4,10,17,67,55
3.0,Sun,2022-08-28,18:30,Hellas Verona,Atalanta,0.5,0.8,0–1,16106.0,Alessandro Prontera,2022-2023,Miguel Veloso,Rafael Tolói,(3-5-2),(3-4-3),49%,51%,291 of 413 — 70%,70% — 296 of 424,2 of 14 — 14%,47% — 7 of 15,6 of 7 — 85%,100% — 2 of 2,3.0,0.0,3.0,0.0,15,7,7,6,17,16,534,538,17,15,9,12,12,19,16,21,2,0,9,16,19,23,89,92
3.0,Sun,2022-08-28,20:45,Fiorentina,Napoli,0.5,1.7,0–0,32286.0,Livio Marinelli,2022-2023,Cristiano Biraghi,Giovanni Di Lorenzo,(4-3-3),(4-2-3-1),48%,52%,409 of 497 — 82%,84% — 455 of 540,5 of 10 — 50%,15% — 2 of 13,2 of 2 — 100%,100% — 5 of 5,2.0,0.0,3.0,0.0,12,14,2,3,11,11,614,652,24,20,7,11,6,14,14,11,1,2,5,6,11,24,68,53
3.0,Sun,2022-08-28,20:45,Lecce,Empoli,0.9,0.4,1–1,23941.0,Alberto Santoro,2022-2023,Morten Hjulmand,Filippo Bandinelli,(4-3-3),(4-3-1-2),41%,59%,256 of 360 — 71%,79% — 410 of 519,5 of 15 — 33%,33% — 3 of 9,2 of 3 — 66%,80% — 4 of 5,1.0,0.0,2.0,0.0,10,5,3,5,27,15,479,630,15,11,12,7,14,15,14,27,4,1,6,11,25,27,72,69
4.0,Tue,2022-08-30,18:30,Sassuolo,Milan,1.1,0.7,0–0,18053.0,Giovanni Ayroldi,2022-2023,Gian Marco Ferrari,Theo Hernández,(4-3-3),(4-2-3-1),38%,62%,217 of 309 — 70%,79% — 398 of 507,2 of 7 — 29%,18% — 2 of 11,2 of 2 — 100%,100% — 2 of 2,5.0,0.0,2.0,0.0,14,13,3,8,12,23,406,585,9,10,5,4,18,8,28,11,3,1,8,7,20,29,68,73
4.0,Tue,2022-08-30,20:45,Inter,Cremonese,2.2,1.2,3–1,70750.0,Francesco Fourneau,2022-2023,Samir Handanović,Matteo Bianchetti,(3-5-2),(3-4-1-2),53%,47%,433 of 510 — 85%,78% — 353 of 451,7 of 18 — 39%,36% — 4 of 11,3 of 4 — 75%,57% — 4 of 7,0.0,0.0,3.0,0.0,6,14,6,6,18,19,626,546,10,16,12,10,15,6,26,15,2,2,10,12,20,22,85,53
4.0,Tue,2022-08-30,20:45,Roma,Monza,1.8,0.9,3–0,60669.0,Marco Piccinini,2022-2023,Lorenzo Pellegrini,Matteo Pessina,(3-4-3),(3-5-2),40%,60%,349 of 419 — 83%,90% — 570 of 635,8 of 15 — 53%,8% — 1 of 13,1 of 1 — 100%,62% — 5 of 8,0.0,0.0,3.0,0.0,10,7,5,4,8,22,508,738,19,11,9,10,7,6,12,9,2,1,14,4,16,13,54,41
4.0,Wed,2022-08-31,18:30,Sampdoria,Lazio,0.8,1.5,1–1,18499.0,Gianluca Aureliano,2022-2023,Fabio Quagliarella,Ciro Immobile,(4-1-4-1),(4-3-3),44%,56%,440 of 523 — 84%,86% — 565 of 654,3 of 10 — 30%,46% — 6 of 13,5 of 6 — 83%,66% — 2 of 3,0.0,0.0,2.0,0.0,11,10,5,7,18,18,617,740,6,9,8,4,14,6,16,13,2,2,5,5,13,11,57,51
4.0,Wed,2022-08-31,18:30,Udinese,Fiorentina,1.3,0.7,1–0,19684.0,Maurizio Mariani,2022-2023,Roberto Pereyra,Lorenzo Venuti,(3-5-2),(4-3-3),27%,73%,177 of 263 — 67%,88% — 633 of 720,3 of 8 — 38%,17% — 2 of 12,2 of 2 — 100%,66% — 2 of 3,1.0,0.0,2.0,0.0,13,10,3,7,7,20,373,819,21,10,9,3,16,13,22,13,5,0,8,6,16,29,65,89
4.0,Wed,2022-08-31,18:30,Empoli,Hellas Verona,1.1,0.6,1–1,7269.0,Marco Serra,2022-2023,Filippo Bandinelli,Davide Faraoni,(4-3-1-2),(3-5-2),52%,48%,285 of 408 — 70%,69% — 263 of 381,4 of 16 — 25%,33% — 3 of 9,2 of 3 — 66%,75% — 3 of 4,0.0,0.0,4.0,0.0,5,22,7,10,23,25,531,507,18,24,10,6,13,18,22,27,2,1,6,7,27,22,81,67
4.0,Wed,2022-08-31,20:45,Juventus,Spezia,0.9,0.2,2–0,35709.0,Andrea Colombo,2022-2023,Juan Cuadrado,Emmanuel Gyasi,(4-3-3),(3-5-2),50%,50%,413 of 504 — 82%,79% — 395 of 499,3 of 15 — 20%,0% — 0 of 9,0 of 0 — %,33% — 1 of 3,0.0,0.0,2.0,0.0,11,10,7,3,12,18,628,613,22,21,12,6,10,16,23,13,1,2,5,9,23,31,92,64
4.0,Wed,2022-08-31,20:45,Napoli,Lecce,1.7,1.1,1–1,37573.0,Matteo Marcenaro,2022-2023,Giovanni Di Lorenzo,Morten Hjulmand,(4-2-3-1),(4-1-4-1),71%,29%,609 of 717 — 85%,71% — 212 of 300,7 of 19 — 37%,38% — 3 of 8,2 of 3 — 66%,85% — 6 of 7,1.0,0.0,4.0,0.0,7,20,6,4,24,10,826,443,20,26,7,18,20,12,14,34,4,3,6,13,32,17,61,67
4.0,Thu,2022-09-01,20:45,Bologna,Salernitana,1.8,1.4,1–1,19787.0,Davide Ghersini,2022-2023,Gary Medel,Federico Fazio,(3-5-2),(3-5-2),47%,53%,307 of 418 — 73%,74% — 348 of 472,3 of 10 — 30%,20% — 4 of 20,3 of 4 — 75%,100% — 3 of 3,2.0,0.0,2.0,0.0,10,11,1,8,16,27,547,591,15,13,11,7,19,16,26,23,1,0,12,8,24,20,61,72
4.0,Thu,2022-09-01,20:45,Atalanta,Torino,2.9,0.4,3–1,17928.0,Marco Di Bello,2022-2023,Rafael Tolói,Ricardo Rodríguez,(3-4-3),(3-4-3),41%,59%,276 of 393 — 70%,79% — 444 of 563,3 of 10 — 30%,25% — 2 of 8,1 of 2 — 50%,66% — 2 of 3,1.0,0.0,3.0,0.0,14,13,7,2,14,10,502,676,13,17,10,11,30,19,20,18,5,3,10,3,16,19,65,80
5.0,Sat,2022-09-03,15:00,Fiorentina,Juventus,2.1,0.9,1–1,36550.0,Daniele Doveri,2022-2023,Cristiano Biraghi,Juan Cuadrado,(4-3-3),(4-3-3),60%,40%,463 of 538 — 86%,84% — 305 of 364,4 of 16 — 25%,25% — 1 of 4,0 of 1 — 0%,75% — 3 of 4,1.0,0.0,3.0,0.0,13,12,10,2,41,8,625,466,17,11,10,14,11,7,4,23,0,1,2,12,16,12,57,50
5.0,Sat,2022-09-03,18:00,Milan,Inter,1.3,1.8,3–2,75475.0,Daniele Chiffi,2022-2023,Davide Calabria,Samir Handanović,(4-2-3-1),(3-5-2),47%,53%,333 of 406 — 82%,80% — 361 of 454,5 of 21 — 24%,31% — 5 of 16,3 of 5 — 60%,40% — 2 of 5,5.0,0.0,2.0,0.0,10,12,2,5,10,15,517,526,11,8,12,8,17,7,14,3,2,2,3,12,10,24,68,63
5.0,Sat,2022-09-03,20:45,Lazio,Napoli,0.3,2.1,1–2,39000.0,Simone Sozza,2022-2023,Ciro Immobile,Giovanni Di Lorenzo,(4-3-3),(4-2-3-1),39%,61%,340 of 421 — 81%,87% — 581 of 667,2 of 8 — 25%,37% — 7 of 19,5 of 7 — 71%,50% — 1 of 2,4.0,0.0,0.0,0.0,12,14,6,8,10,22,533,761,14,17,10,3,3,8,18,13,0,1,7,9,13,19,39,75
5.0,Sun,2022-09-04,12:30,Cremonese,Sassuolo,0.4,1.5,0–0,9105.0,Luca Pairetto,2022-2023,Vlad Chiricheș,Gian Marco Ferrari,(3-4-1-2),(4-3-3),46%,54%,327 of 427 — 77%,80% — 408 of 508,0 of 10 — 0%,41% — 7 of 17,7 of 7 — 100%,% — 0 of 0,1.0,0.0,1.0,0.0,16,6,2,3,19,18,524,615,18,13,12,7,8,8,18,24,3,2,9,11,17,28,64,73
5.0,Sun,2022-09-04,15:00,Spezia,Bologna,0.9,0.9,2–2,7555.0,Antonio Giua,2022-2023,Emmanuel Gyasi,Lorenzo De Silvestri,(3-5-2),(3-4-1-2),45%,55%,304 of 408 — 75%,78% — 392 of 504,5 of 15 — 33%,46% — 6 of 13,4 of 6 — 66%,80% — 4 of 5,4.0,0.0,1.0,0.0,12,5,7,2,24,10,523,620,11,21,10,11,12,7,17,24,0,5,12,10,25,26,73,73
5.0,Sun,2022-09-04,18:00,Hellas Verona,Sampdoria,2.5,0.8,2–1,16675.0,Paolo Valeri,2022-2023,Miguel Veloso,Fabio Quagliarella,(3-5-2),(4-3-1-2),49%,51%,252 of 397 — 63%,66% — 273 of 411,9 of 17 — 53%,27% — 3 of 11,2 of 3 — 66%,88% — 8 of 9,2.0,0.0,2.0,0.0,16,11,7,2,22,12,507,534,20,16,6,12,33,27,18,21,4,2,9,10,17,29,81,94
5.0,Sun,2022-09-04,20:45,Udinese,Roma,1.2,0.8,4–0,24108.0,Fabio Maresca,2022-2023,Roberto Pereyra,Lorenzo Pellegrini,(3-5-2),(3-4-3),43%,57%,333 of 413 — 81%,85% — 475 of 556,5 of 11 — 45%,17% — 2 of 12,2 of 2 — 100%,20% — 1 of 5,3.0,0.0,2.0,0.0,16,13,3,7,11,16,510,644,18,8,7,7,8,5,15,9,0,2,9,7,10,21,56,62
5.0,Mon,2022-09-05,18:30,Salernitana,Empoli,1.3,0.9,2–2,18173.0,Rosario Abisso,2022-2023,Federico Fazio,Sebastiano Luperto,(3-5-2),(4-3-1-2),51%,49%,369 of 470 — 79%,76% — 335 of 443,4 of 15 — 27%,45% — 5 of 11,3 of 5 — 60%,50% — 2 of 4,3.0,0.0,2.0,0.0,7,9,6,7,26,20,588,549,21,19,11,4,17,11,23,25,4,1,7,6,17,25,70,61
5.0,Mon,2022-09-05,18:30,Monza,Atalanta,0.6,1.9,0–2,11970.0,Juan Sacchi,2022-2023,Matteo Pessina,Rafael Tolói,(3-5-2),(4-2-3-1),59%,41%,482 of 597 — 81%,75% — 317 of 420,3 of 10 — 30%,46% — 6 of 13,5 of 6 — 83%,100% — 3 of 3,1.0,0.0,1.0,0.0,9,10,4,9,14,19,705,536,16,14,13,14,16,10,16,17,0,1,5,10,18,25,61,71
5.0,Mon,2022-09-05,20:45,Torino,Lecce,1.1,0.3,1–0,19087.0,Manuel Volpi,2022-2023,Ricardo Rodríguez,Morten Hjulmand,(3-4-1-2),(4-1-4-1),59%,41%,423 of 523 — 81%,69% — 255 of 370,4 of 13 — 31%,22% — 2 of 9,2 of 2 — 100%,75% — 3 of 4,2.0,0.0,1.0,0.0,16,8,4,4,14,15,637,485,14,27,13,13,22,20,19,13,2,2,4,10,22,21,69,77
6.0,Sat,2022-09-10,15:00,Napoli,Spezia,2.2,0.5,1–0,32839.0,Alberto Santoro,2022-2023,Giovanni Di Lorenzo,Emmanuel Gyasi,(4-3-3),(3-5-2),63%,37%,496 of 570 — 87%,75% — 247 of 330,6 of 28 — 21%,10% — 1 of 10,1 of 1 — 100%,83% — 5 of 6,1.0,0.0,2.0,0.0,6,14,10,5,21,10,680,440,13,15,10,5,10,10,14,21,5,1,3,14,20,13,42,64
6.0,Sat,2022-09-10,18:00,Inter,Torino,1.5,0.7,1–0,69134.0,Giovanni Ayroldi,2022-2023,Samir Handanović,Ricardo Rodríguez,(3-5-2),(3-4-3),57%,43%,440 of 540 — 81%,75% — 309 of 412,3 of 16 — 19%,78% — 7 of 9,7 of 7 — 100%,66% — 2 of 3,1.0,0.0,2.0,0.0,8,17,6,5,25,17,652,519,17,13,9,12,13,10,14,21,1,1,5,15,16,17,63,61
6.0,Sat,2022-09-10,20:45,Sampdoria,Milan,0.7,1.7,1–2,23049.0,Michael Fabbri,2022-2023,Bartosz Bereszyński,Davide Calabria,(4-1-4-1),(4-2-3-1),57%,43%,443 of 523 — 85%,79% — 310 of 394,4 of 10 — 40%,21% — 3 of 14,2 of 3 — 66%,75% — 3 of 4,5.0,0.0,3.5,0.0,12,10,2,4,15,10,620,486,14,19,3,12,11,8,11,14,0,2,7,4,18,12,53,62
6.0,Sun,2022-09-11,12:30,Atalanta,Cremonese,0.7,0.6,1–1,18252.0,Andrea Colombo,2022-2023,Rafael Tolói,Vlad Chiricheș,(3-4-3),(3-4-3),58%,42%,378 of 506 — 75%,64% — 236 of 366,6 of 14 — 43%,57% — 4 of 7,3 of 4 — 75%,83% — 5 of 6,3.0,0.0,5.0,0.0,9,17,3,3,14,7,632,487,13,25,15,20,27,16,9,20,2,0,5,7,24,20,74,76
6.0,Sun,2022-09-11,15:00,Bologna,Fiorentina,0.6,1.3,2–1,18901.0,Daniele Orsato,2022-2023,Roberto Soriano,Cristiano Biraghi,(3-5-2),(4-3-3),39%,61%,251 of 333 — 75%,82% — 422 of 513,4 of 12 — 33%,15% — 2 of 13,1 of 2 — 50%,50% — 2 of 4,1.0,0.0,5.5,0.0,8,13,6,8,15,36,445,606,20,14,5,9,9,8,24,12,3,0,7,6,17,27,71,71
6.0,Sun,2022-09-11,15:00,Sassuolo,Udinese,0.5,2.1,1–3,8694.0,Giacomo Camplone,2022-2023,Gian Marco Ferrari,Roberto Pereyra,(4-3-3),(3-5-2),33%,67%,199 of 295 — 67%,87% — 516 of 594,2 of 5 — 40%,24% — 4 of 17,1 of 4 — 25%,50% — 1 of 2,1.0,1.0,3.0,0.0,7,16,5,6,11,18,376,694,17,12,5,11,10,10,12,14,0,5,18,4,21,12,66,68
6.0,Sun,2022-09-11,15:00,Lecce,Monza,0.9,0.1,1–1,23391.0,Luca Pairetto,2022-2023,Morten Hjulmand,Matteo Pessina,(4-3-3),(3-5-2),53%,47%,329 of 427 — 77%,74% — 286 of 385,3 of 7 — 43%,50% — 1 of 2,0 of 1 — 0%,66% — 2 of 3,3.0,0.0,3.0,0.0,18,22,8,5,27,19,523,480,14,15,6,5,10,12,15,25,1,0,4,10,20,19,77,64
