,t1_captain,t2_captain,t1_formation,t2_formation,t1_possession,t2_possession,t1_passing,t2_passing,t1_shots,t2_shots,t1_saves,t2_saves,t1_yellow_cards,t1_red_cards,t2_yellow_cards,t2_red_cards,t1_fouls,t2_fouls,t1_corners,t2_corners,t1_crosses,t2_crosses,t1_touches,t2_touches,t1_tackles,t2_tackles,t1_interceptions,t2_interceptions,t1_aerials_won,t2_aerials_won,t1_clearances,t2_clearances,t1_offsides,t2_offsides,t1_goal_kicks,t2_goal_kicks,t1_throw_ins,t2_throw_ins,t1_long_balls,t2_long_balls
0,Pontus Jansson,Granit Xhaka,(3-5-2),(4-2-3-1),36%,64%,217 of 343 — 63%,84% — 522 of 620,3 of 8 — 38%,18% — 4 of 22,4 of 4 — 100%,33% — 1 of 3,0.0,0,0.0,0,12,8,2,5,9,22,455,742,20,9,9,7,17,20,22,15,1,1,16,8,19,26,83,61
0,Harry Maguire,Liam Cooper,(4-2-3-1),(4-1-4-1),49%,51%,363 of 465 — 78%,77% — 372 of 482,8 of 16 — 50%,30% — 3 of 10,2 of 3 — 66%,37% — 3 of 8,1.0,0,2.0,0,11,9,5,4,11,14,568,584,6,23,8,14,11,9,16,12,2,3,12,10,27,17,57,70
0,Séamus Coleman,James Ward-Prowse,(4-2-3-1),(4-4-2),48%,52%,271 of 397 — 68%,67% — 283 of 424,6 of 14 — 43%,50% — 3 of 6,2 of 3 — 66%,50% — 3 of 6,2.0,0,0.0,0,13,15,6,8,25,22,530,539,23,21,6,5,24,19,25,22,0,0,4,10,28,26,85,62
0,Kasper Schmeichel,Conor Coady,(4-2-3-1),(3-4-3),56%,44%,535 of 629 — 85%,81% — 396 of 490,5 of 9 — 56%,18% — 3 of 17,3 of 3 — 100%,80% — 4 of 5,1.0,0,2.0,0,6,10,5,4,7,16,752,608,15,20,11,13,10,12,17,16,5,4,8,3,26,21,40,68
0,César Azpilicueta,James McArthur,(3-4-3),(4-4-2),62%,38%,646 of 719 — 90%,86% — 386 of 450,6 of 13 — 46%,25% — 1 of 4,1 of 1 — 100%,50% — 3 of 6,0.0,0,0.0,0,15,11,5,2,22,5,802,547,21,11,11,9,6,14,9,26,0,1,5,9,17,14,64,43
0,Ben Mee,Lewis Dunk,(4-4-2),(4-1-4-1),37%,63%,213 of 327 — 65%,82% — 460 of 564,3 of 14 — 21%,43% — 6 of 14,4 of 6 — 66%,66% — 2 of 3,2.0,0,1.0,0,10,7,7,6,36,14,428,670,16,16,10,6,26,20,14,30,1,0,4,8,24,24,68,87
0,Tom Cleverley,Tyrone Mings,(4-1-4-1),(4-2-3-1),38%,62%,252 of 349 — 72%,82% — 464 of 567,7 of 13 — 54%,10% — 1 of 10,0 of 1 — 0%,57% — 4 of 7,3.0,0,1.0,0,18,13,2,4,8,26,453,653,15,13,9,11,24,17,25,6,0,2,8,7,17,21,70,67
0,Grant Hanley,James Milner,(4-3-3),(4-3-3),50%,50%,466 of 563 — 83%,82% — 459 of 560,3 of 14 — 21%,32% — 6 of 19,3 of 6 — 50%,100% — 3 of 3,1.0,0,1.0,0,4,14,3,11,19,25,689,666,19,16,9,5,8,14,36,17,2,0,8,8,17,19,76,56
0,Federico Fernández,Declan Rice,(5-3-2),(4-2-3-1),46%,54%,364 of 449 — 81%,83% — 431 of 522,3 of 17 — 18%,41% — 7 of 17,3 of 7 — 42%,33% — 1 of 3,1.0,0,0.0,0,4,3,7,6,27,23,558,627,8,23,9,7,12,20,25,21,1,2,10,12,16,21,62,50
0,Hugo Lloris,Fernandinho,(4-3-3),(4-3-3),35%,65%,244 of 326 — 75%,82% — 493 of 602,2 of 13 — 15%,22% — 4 of 18,4 of 4 — 100%,50% — 1 of 2,2.0,0,1.0,0,11,8,3,11,12,30,450,690,15,16,10,3,14,19,27,11,3,1,10,6,17,17,58,40
