Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,game_id
1.0,Fri,2018-08-10,20:45,Marseille,Toulouse,3.2,0.3,4–0,60756.0,Ruddy Buquet,2018-2019,0
1.0,Sat,2018-08-11,17:00,Nantes,Monaco,1.4,2.6,1–3,32760.0,Jérôme Brisard,2018-2019,1
1.0,Sat,2018-08-11,20:00,Montpellier,Dijon,1.3,2.0,1–2,12765.0,Florent Batta,2018-2019,2
1.0,Sat,2018-08-11,20:00,Nice,Reims,1.2,0.3,0–1,21421.0,Johan Hamel,2018-2019,3
1.0,Sat,2018-08-11,20:00,Saint-Étienne,Guingamp,0.8,1.6,2–1,26006.0,Amaury Delerue,2018-2019,4
1.0,Sat,2018-08-11,20:00,Lille,Rennes,1.7,0.5,3–1,25708.0,Willy Delajod,2018-2019,5
1.0,Sat,2018-08-11,20:00,Angers,Nîmes,2.8,1.5,3–4,9534.0,Antony Gautier,2018-2019,6
1.0,Sun,2018-08-12,15:00,Lyon,Amiens,1.4,0.4,2–0,48263.0,Franck Schneider,2018-2019,7
1.0,Sun,2018-08-12,17:00,Bordeaux,Strasbourg,0.2,1.5,0–2,23079.0,Hakim Ben El Hadj Salem,2018-2019,8
1.0,Sun,2018-08-12,21:00,Paris S-G,Caen,3.0,0.2,3–0,47289.0,Benoît Bastien,2018-2019,9
2.0,Fri,2018-08-17,20:45,Reims,Lyon,0.6,1.1,1–0,18917.0,Ruddy Buquet,2018-2019,11
2.0,Sat,2018-08-18,17:00,Guingamp,Paris S-G,1.1,2.6,1–3,19003.0,Clément Turpin,2018-2019,12
2.0,Sat,2018-08-18,20:00,Amiens,Montpellier,1.2,0.3,1–2,10402.0,Karim Abed,2018-2019,13
2.0,Sat,2018-08-18,20:00,Rennes,Angers,0.3,0.4,1–0,19300.0,Olivier Thual,2018-2019,14
2.0,Sat,2018-08-18,20:00,Monaco,Lille,1.4,0.7,0–0,11140.0,Thomas Léonard,2018-2019,15
2.0,Sat,2018-08-18,20:00,Caen,Nice,1.4,0.9,1–1,16132.0,Eric Wattellier,2018-2019,16
2.0,Sat,2018-08-18,20:00,Dijon,Nantes,2.9,0.3,2–0,13617.0,Jeremy Stinat,2018-2019,17
2.0,Sun,2018-08-19,15:00,Strasbourg,Saint-Étienne,0.6,0.4,1–1,25385.0,Benoît Millot,2018-2019,18
2.0,Sun,2018-08-19,17:00,Toulouse,Bordeaux,1.2,1.1,2–1,15387.0,François Letexier,2018-2019,19
2.0,Sun,2018-08-19,21:00,Nîmes,Marseille,1.4,1.2,3–1,15285.0,Benoît Bastien,2018-2019,20
3.0,Fri,2018-08-24,20:45,Lyon,Strasbourg,1.6,0.5,2–0,47341.0,Amaury Delerue,2018-2019,22
3.0,Sat,2018-08-25,17:00,Paris S-G,Angers,1.8,1.5,3–1,47105.0,Jérôme Miguelgorry,2018-2019,23
3.0,Sat,2018-08-25,20:00,Amiens,Reims,1.6,0.9,4–1,10709.0,Florent Batta,2018-2019,24
3.0,Sat,2018-08-25,20:00,Nantes,Caen,1.8,0.6,1–1,19674.0,Hakim Ben El Hadj Salem,2018-2019,25
3.0,Sat,2018-08-25,20:00,Nice,Dijon,1.9,1.5,0–4,17923.0,Willy Delajod,2018-2019,26
3.0,Sat,2018-08-25,20:00,Toulouse,Nîmes,2.8,0.6,1–0,11746.0,Franck Schneider,2018-2019,27
3.0,Sat,2018-08-25,20:00,Montpellier,Saint-Étienne,0.7,0.3,0–0,14777.0,Jérôme Brisard,2018-2019,28
3.0,Sun,2018-08-26,15:00,Lille,Guingamp,2.1,0.7,3–0,27230.0,Johan Hamel,2018-2019,29
3.0,Sun,2018-08-26,17:00,Bordeaux,Monaco,2.7,0.8,2–1,21607.0,Clément Turpin,2018-2019,30
3.0,Sun,2018-08-26,21:00,Marseille,Rennes,0.9,2.0,2–2,53471.0,Antony Gautier,2018-2019,31
4.0,Fri,2018-08-31,20:45,Lyon,Nice,1.9,0.6,0–1,53438.0,François Letexier,2018-2019,33
4.0,Sat,2018-09-01,17:00,Nîmes,Paris S-G,1.3,2.2,2–4,15311.0,Jérôme Brisard,2018-2019,34
4.0,Sat,2018-09-01,20:00,Strasbourg,Nantes,1.4,1.2,2–3,25091.0,Olivier Thual,2018-2019,35
4.0,Sat,2018-09-01,20:00,Dijon,Caen,1.0,1.7,0–2,13382.0,Nicolas Rainville,2018-2019,36
4.0,Sat,2018-09-01,20:00,Reims,Montpellier,1.2,0.8,0–1,12042.0,Jeremy Stinat,2018-2019,37
4.0,Sat,2018-09-01,20:00,Angers,Lille,0.7,1.5,1–0,9245.0,Eric Wattellier,2018-2019,38
4.0,Sat,2018-09-01,20:00,Guingamp,Toulouse,1.7,1.1,1–2,12327.0,Karim Abed,2018-2019,39
