Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,game_id
16.0,Wed,2018-12-19,20:30,Mainz 05,Eint Frankfurt,1.7,1.1,2–2,30805.0,Daniel Siebert,2018-2019,155
16.0,Wed,2018-12-19,20:30,Freiburg,Hannover 96,1.6,2.1,1–1,23500.0,Christian Dingert,2018-2019,156
16.0,Wed,2018-12-19,20:30,Werder Bremen,Hoffenheim,2.4,1.9,1–1,40003.0,Markus Schmidt,2018-2019,157
16.0,Wed,2018-12-19,20:30,Bayern Munich,RB Leipzig,2.0,0.4,1–0,75000.0,Marco Fritz,2018-2019,158
17.0,Fri,2018-12-21,20:30,Dortmund,Gladbach,1.9,0.8,2–1,81365.0,Felix Zwayer,2018-2019,160
17.0,Sat,2018-12-22,15:30,Hannover 96,Düsseldorf,0.8,1.1,0–1,34200.0,Bastian Dankert,2018-2019,161
17.0,Sat,2018-12-22,15:30,Nürnberg,Freiburg,1.1,0.3,0–1,36190.0,Robert Kampka,2018-2019,162
17.0,Sat,2018-12-22,15:30,Stuttgart,Schalke 04,1.2,2.3,1–3,54022.0,Felix Brych,2018-2019,163
17.0,Sat,2018-12-22,15:30,Leverkusen,Hertha BSC,1.6,1.3,3–1,27647.0,Tobias Stieler,2018-2019,164
17.0,Sat,2018-12-22,15:30,RB Leipzig,Werder Bremen,1.3,2.3,3–2,40455.0,Bibiana Steinhaus,2018-2019,165
17.0,Sat,2018-12-22,18:30,Eint Frankfurt,Bayern Munich,1.1,1.6,0–3,51500.0,Manuel Gräfe,2018-2019,166
17.0,Sun,2018-12-23,15:30,Augsburg,Wolfsburg,0.5,2.1,2–3,28152.0,Sören Storks,2018-2019,167
17.0,Sun,2018-12-23,18:00,Hoffenheim,Mainz 05,2.4,1.1,1–1,28216.0,Sascha Stegemann,2018-2019,168
18.0,Fri,2019-01-18,20:30,Hoffenheim,Bayern Munich,1.2,3.1,1–3,30150.0,Tobias Welz,2018-2019,170
18.0,Sat,2019-01-19,15:30,Hannover 96,Werder Bremen,0.7,2.0,0–1,44300.0,Marco Fritz,2018-2019,171
18.0,Sat,2019-01-19,15:30,Eint Frankfurt,Freiburg,2.5,1.9,3–1,49200.0,Sven Jablonski,2018-2019,172
18.0,Sat,2019-01-19,15:30,Augsburg,Düsseldorf,0.7,1.1,1–2,27568.0,Christian Dingert,2018-2019,173
18.0,Sat,2019-01-19,15:30,Leverkusen,Gladbach,1.4,0.5,0–1,29628.0,Daniel Siebert,2018-2019,174
18.0,Sat,2019-01-19,15:30,Stuttgart,Mainz 05,2.8,1.0,2–3,51881.0,Tobias Stieler,2018-2019,175
18.0,Sat,2019-01-19,18:30,RB Leipzig,Dortmund,0.9,0.9,0–1,41939.0,Deniz Aytekin,2018-2019,176
18.0,Sun,2019-01-20,15:30,Nürnberg,Hertha BSC,1.1,1.9,1–3,36112.0,Guido Winkmann,2018-2019,177
18.0,Sun,2019-01-20,18:00,Schalke 04,Wolfsburg,2.6,1.7,2–1,58827.0,Manuel Gräfe,2018-2019,178
19.0,Fri,2019-01-25,20:30,Hertha BSC,Schalke 04,1.5,1.3,2–2,43027.0,Felix Brych,2018-2019,180
19.0,Sat,2019-01-26,15:30,Wolfsburg,Leverkusen,1.2,2.8,0–3,21736.0,Felix Zwayer,2018-2019,181
19.0,Sat,2019-01-26,15:30,Gladbach,Augsburg,1.9,0.8,2–0,42509.0,Harm Osmers,2018-2019,182
19.0,Sat,2019-01-26,15:30,Mainz 05,Nürnberg,2.3,0.4,2–1,22005.0,Bastian Dankert,2018-2019,183
19.0,Sat,2019-01-26,15:30,Dortmund,Hannover 96,2.7,1.1,5–1,81365.0,Manuel Gräfe,2018-2019,184
19.0,Sat,2019-01-26,15:30,Freiburg,Hoffenheim,1.7,3.3,2–4,23900.0,Bibiana Steinhaus,2018-2019,185
19.0,Sat,2019-01-26,18:30,Werder Bremen,Eint Frankfurt,2.3,1.3,2–2,42100.0,Markus Schmidt,2018-2019,186
19.0,Sun,2019-01-27,15:30,Bayern Munich,Stuttgart,2.9,0.5,4–1,75000.0,Frank Willenborg,2018-2019,187
19.0,Sun,2019-01-27,18:00,Düsseldorf,RB Leipzig,0.4,2.5,0–4,34394.0,Robert Hartmann,2018-2019,188
20.0,Fri,2019-02-01,20:30,Hannover 96,RB Leipzig,0.2,2.1,0–3,32400.0,Daniel Schlager,2018-2019,190
20.0,Sat,2019-02-02,15:30,Hertha BSC,Wolfsburg,1.7,1.1,0–1,39259.0,Bastian Dankert,2018-2019,191
20.0,Sat,2019-02-02,15:30,Eint Frankfurt,Dortmund,1.4,1.8,1–1,51500.0,Felix Zwayer,2018-2019,192
20.0,Sat,2019-02-02,15:30,Leverkusen,Bayern Munich,1.1,1.9,3–1,30210.0,Tobias Stieler,2018-2019,193
20.0,Sat,2019-02-02,15:30,Hoffenheim,Düsseldorf,1.7,1.2,1–1,24747.0,Benjamin Cortus,2018-2019,194
20.0,Sat,2019-02-02,15:30,Nürnberg,Werder Bremen,1.2,1.2,1–1,35753.0,Robert Kampka,2018-2019,195
20.0,Sat,2019-02-02,18:30,Schalke 04,Gladbach,0.7,1.8,0–2,62271.0,Marco Fritz,2018-2019,196
20.0,Sun,2019-02-03,15:30,Augsburg,Mainz 05,3.3,0.2,3–0,25733.0,Sören Storks,2018-2019,197
20.0,Sun,2019-02-03,18:00,Stuttgart,Freiburg,0.9,2.1,2–2,51009.0,Deniz Aytekin,2018-2019,198
21.0,Fri,2019-02-08,20:30,Mainz 05,Leverkusen,1.6,3.1,1–5,21905.0,Robert Schröder,2018-2019,200
21.0,Sat,2019-02-09,15:30,Gladbach,Hertha BSC,1.3,2.2,0–3,48232.0,Martin Petersen,2018-2019,201
21.0,Sat,2019-02-09,15:30,Freiburg,Wolfsburg,1.0,1.9,3–3,23600.0,Felix Brych,2018-2019,202
21.0,Sat,2019-02-09,15:30,Dortmund,Hoffenheim,2.0,1.5,3–3,81365.0,Marco Fritz,2018-2019,203
21.0,Sat,2019-02-09,15:30,Hannover 96,Nürnberg,1.7,0.8,2–0,33700.0,Tobias Welz,2018-2019,204
21.0,Sat,2019-02-09,15:30,RB Leipzig,Eint Frankfurt,1.5,0.5,0–0,38330.0,Guido Winkmann,2018-2019,205
21.0,Sat,2019-02-09,18:30,Bayern Munich,Schalke 04,2.2,1.5,3–1,75000.0,Daniel Siebert,2018-2019,206
21.0,Sun,2019-02-10,15:30,Werder Bremen,Augsburg,1.2,0.9,4–0,40138.0,Manuel Gräfe,2018-2019,207
21.0,Sun,2019-02-10,18:00,Düsseldorf,Stuttgart,2.0,1.3,3–0,40211.0,Christian Dingert,2018-2019,208
22.0,Fri,2019-02-15,20:30,Augsburg,Bayern Munich,0.4,1.8,2–3,30660.0,Bibiana Steinhaus,2018-2019,210
22.0,Sat,2019-02-16,15:30,Hoffenheim,Hannover 96,3.3,0.3,3–0,23404.0,Daniel Siebert,2018-2019,211
22.0,Sat,2019-02-16,15:30,Schalke 04,Freiburg,0.6,0.8,0–0,58271.0,Frank Willenborg,2018-2019,212
22.0,Sat,2019-02-16,15:30,Wolfsburg,Mainz 05,1.7,0.6,3–0,20334.0,Benjamin Cortus,2018-2019,213
22.0,Sat,2019-02-16,15:30,Stuttgart,RB Leipzig,1.5,1.5,1–3,46072.0,Felix Zwayer,2018-2019,214
22.0,Sat,2019-02-16,18:30,Hertha BSC,Werder Bremen,1.2,0.5,1–1,49627.0,Sören Storks,2018-2019,215
22.0,Sun,2019-02-17,15:30,Eint Frankfurt,Gladbach,1.0,1.2,1–1,51500.0,Deniz Aytekin,2018-2019,216
22.0,Sun,2019-02-17,18:00,Leverkusen,Düsseldorf,1.8,0.2,2–0,27717.0,Markus Schmidt,2018-2019,217
22.0,Mon,2019-02-18,20:30,Nürnberg,Dortmund,0.3,0.9,0–0,50000.0,Harm Osmers,2018-2019,218
23.0,Fri,2019-02-22,20:30,Werder Bremen,Stuttgart,1.1,0.9,1–1,41000.0,Robert Hartmann,2018-2019,220
23.0,Sat,2019-02-23,15:30,Mainz 05,Schalke 04,2.0,0.6,3–0,26005.0,Sven Jablonski,2018-2019,221
23.0,Sat,2019-02-23,15:30,Bayern Munich,Hertha BSC,0.8,0.5,1–0,75000.0,Harm Osmers,2018-2019,222
23.0,Sat,2019-02-23,15:30,Freiburg,Augsburg,1.8,1.8,5–1,23600.0,Tobias Welz,2018-2019,223
23.0,Sat,2019-02-23,15:30,Gladbach,Wolfsburg,1.3,1.0,0–3,48041.0,Robert Kampka,2018-2019,224
23.0,Sat,2019-02-23,18:30,Düsseldorf,Nürnberg,1.2,0.2,2–1,41816.0,Sascha Stegemann,2018-2019,225
23.0,Sun,2019-02-24,15:30,Hannover 96,Eint Frankfurt,0.5,2.1,0–3,39100.0,Marco Fritz,2018-2019,226
23.0,Sun,2019-02-24,18:00,Dortmund,Leverkusen,1.0,0.8,3–2,81029.0,Christian Dingert,2018-2019,227
