Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,Attendance,Referee,season,game_id
1.0,Fri,2017-08-18,20:15,Leganés,Alavés,1.3,1.1,1–0,9231.0,José Munuera,2017-2018,0
1.0,Fri,2017-08-18,22:15,Valencia,Las Palmas,1.4,0.2,1–0,35971.0,Jesús Gil,2017-2018,1
1.0,Sat,2017-08-19,18:15,Celta Vigo,Real Sociedad,1.8,2.1,2–3,16961.0,Antonio Matéu Lahoz,2017-2018,2
1.0,Sat,2017-08-19,20:15,Girona,Atlético Madrid,2.2,0.7,2–2,11511.0,Juan Martínez,2017-2018,3
1.0,Sat,2017-08-19,22:15,Sevilla,Espanyol,2.4,1.3,1–1,30487.0,Alejandro Hernández,2017-2018,4
1.0,Sun,2017-08-20,18:15,Athletic Club,Getafe,1.2,0.5,0–0,37884.0,Mario Melero,2017-2018,5
1.0,Sun,2017-08-20,20:15,Barcelona,Betis,1.1,0.1,2–0,56480.0,Daniel Trujillo,2017-2018,6
1.0,Sun,2017-08-20,22:15,La Coruña,Real Madrid,1.7,2.1,0–3,27770.0,José González,2017-2018,7
1.0,Mon,2017-08-21,20:15,Levante,Villarreal,1.4,0.5,1–0,19500.0,Alfonso Álvarez,2017-2018,8
1.0,Mon,2017-08-21,22:00,Málaga,Eibar,0.9,1.4,0–1,24753.0,David Medié,2017-2018,9
2.0,Fri,2017-08-25,20:15,Real Sociedad,Villarreal,2.0,0.2,3–0,19931.0,Daniel Ask,2017-2018,11
2.0,Fri,2017-08-25,22:00,Betis,Celta Vigo,1.6,0.3,2–1,45761.0,Ricardo de Burgos,2017-2018,12
2.0,Sat,2017-08-26,18:15,Alavés,Barcelona,0.9,2.5,0–2,19356.0,Carlos del Cerro,2017-2018,13
2.0,Sat,2017-08-26,20:15,Girona,Málaga,1.4,0.4,1–0,9966.0,Santiago Jaime,2017-2018,14
2.0,Sat,2017-08-26,20:15,Levante,La Coruña,2.4,0.8,2–2,17370.0,Hsu Jason,2017-2018,15
2.0,Sat,2017-08-26,21:15,Las Palmas,Atlético Madrid,1.4,0.4,1–5,20384.0,Ignacio Iglesias,2017-2018,16
2.0,Sun,2017-08-27,18:15,Espanyol,Leganés,1.2,1.2,0–1,18383.0,Pablo González,2017-2018,17
2.0,Sun,2017-08-27,18:15,Eibar,Athletic Club,1.2,1.1,0–1,5932.0,José Sánchez,2017-2018,18
2.0,Sun,2017-08-27,20:15,Getafe,Sevilla,1.8,1.2,0–1,10039.0,Alberto Undiano,2017-2018,19
2.0,Sun,2017-08-27,22:15,Real Madrid,Valencia,3.2,0.9,2–2,65107.0,David Fernández,2017-2018,20
3.0,Fri,2017-09-08,21:00,Leganés,Getafe,1.6,0.4,1–2,11454.0,Alfonso Álvarez,2017-2018,22
3.0,Sat,2017-09-09,13:00,Real Madrid,Levante,3.1,0.7,1–1,67789.0,Alejandro Hernández,2017-2018,23
3.0,Sat,2017-09-09,16:15,Valencia,Atlético Madrid,0.5,0.6,0–0,43859.0,José González,2017-2018,24
3.0,Sat,2017-09-09,18:30,Sevilla,Eibar,3.0,0.8,3–0,32469.0,Antonio Matéu Lahoz,2017-2018,25
3.0,Sat,2017-09-09,20:45,Barcelona,Espanyol,5.1,0.7,5–0,72857.0,Jesús Gil,2017-2018,26
3.0,Sun,2017-09-10,12:00,La Coruña,Real Sociedad,1.0,2.0,2–4,21942.0,José Munuera,2017-2018,27
3.0,Sun,2017-09-10,16:15,Athletic Club,Girona,1.6,0.4,2–0,39952.0,Daniel Trujillo,2017-2018,28
3.0,Sun,2017-09-10,18:30,Celta Vigo,Alavés,2.7,0.5,1–0,17384.0,Mario Melero,2017-2018,29
3.0,Sun,2017-09-10,20:45,Villarreal,Betis,1.5,0.9,3–1,18638.0,David Medié,2017-2018,30
3.0,Mon,2017-09-11,21:00,Málaga,Las Palmas,1.0,2.0,1–3,22697.0,Xavi Estrada,2017-2018,31
4.0,Fri,2017-09-15,21:00,Eibar,Leganés,0.5,0.3,1–0,4986.0,Juan Martínez,2017-2018,33
4.0,Sat,2017-09-16,13:00,Levante,Valencia,0.9,1.7,1–1,23084.0,Carlos del Cerro,2017-2018,34
4.0,Sat,2017-09-16,16:15,Getafe,Barcelona,1.0,0.4,1–2,15164.0,David Fernández,2017-2018,35
4.0,Sat,2017-09-16,18:30,Betis,La Coruña,2.6,0.5,2–1,46174.0,Alberto Undiano,2017-2018,36
4.0,Sat,2017-09-16,20:45,Atlético Madrid,Málaga,1.5,0.6,1–0,63114.0,José Sánchez,2017-2018,37
4.0,Sun,2017-09-17,12:00,Alavés,Villarreal,0.7,2.1,0–3,18124.0,Santiago Jaime,2017-2018,38
4.0,Sun,2017-09-17,16:15,Girona,Sevilla,1.7,1.2,0–1,11032.0,Ricardo de Burgos,2017-2018,39
4.0,Sun,2017-09-17,17:30,Las Palmas,Athletic Club,1.0,1.2,1–0,19213.0,Pablo González,2017-2018,40
4.0,Sun,2017-09-17,20:45,Real Sociedad,Real Madrid,0.5,2.8,1–3,24966.0,Ignacio Iglesias,2017-2018,41
4.0,Mon,2017-09-18,21:00,Espanyol,Celta Vigo,0.8,1.1,2–1,15026.0,Hsu Jason,2017-2018,42
5.0,Tue,2017-09-19,20:00,Valencia,Málaga,3.0,0.8,5–0,36215.0,Alfonso Álvarez,2017-2018,44
5.0,Tue,2017-09-19,22:00,Barcelona,Eibar,2.4,1.3,6–1,51645.0,Alejandro Hernández,2017-2018,45
5.0,Wed,2017-09-20,20:00,Leganés,Girona,0.6,1.2,0–0,9781.0,Mario Melero,2017-2018,46
5.0,Wed,2017-09-20,20:00,Athletic Club,Atlético Madrid,2.0,2.2,1–2,43381.0,Daniel Ask,2017-2018,47
5.0,Wed,2017-09-20,21:00,La Coruña,Alavés,1.7,0.4,1–0,18518.0,David Medié,2017-2018,48
5.0,Wed,2017-09-20,22:00,Sevilla,Las Palmas,1.4,0.4,1–0,35317.0,José González,2017-2018,49
5.0,Wed,2017-09-20,22:00,Real Madrid,Betis,3.5,1.1,0–1,65102.0,Antonio Matéu Lahoz,2017-2018,50
5.0,Thu,2017-09-21,20:00,Villarreal,Espanyol,1.5,1.0,0–0,17094.0,José Munuera,2017-2018,51
5.0,Thu,2017-09-21,21:00,Celta Vigo,Getafe,0.6,0.8,1–1,14700.0,Daniel Trujillo,2017-2018,52
5.0,Thu,2017-09-21,22:00,Levante,Real Sociedad,1.9,0.7,3–0,17415.0,Jesús Gil,2017-2018,53
6.0,Sat,2017-09-23,13:00,Atlético Madrid,Sevilla,1.3,0.5,2–0,60823.0,Juan Martínez,2017-2018,55
6.0,Sat,2017-09-23,16:15,Alavés,Real Madrid,0.7,2.4,1–2,19159.0,Alberto Undiano,2017-2018,56
6.0,Sat,2017-09-23,18:30,Málaga,Athletic Club,2.2,1.9,3–3,23425.0,Carlos del Cerro,2017-2018,57
6.0,Sat,2017-09-23,20:45,Girona,Barcelona,0.7,1.0,0–3,13305.0,José Sánchez,2017-2018,58
6.0,Sun,2017-09-24,12:00,Espanyol,La Coruña,2.7,1.6,4–1,19585.0,Ricardo de Burgos,2017-2018,59
6.0,Sun,2017-09-24,16:15,Getafe,Villarreal,2.3,1.1,4–0,10874.0,Ignacio Iglesias,2017-2018,60
6.0,Sun,2017-09-24,17:30,Las Palmas,Leganés,0.7,1.6,0–2,17560.0,Hsu Jason,2017-2018,61
6.0,Sun,2017-09-24,18:30,Eibar,Celta Vigo,1.1,1.2,0–4,5345.0,David Fernández,2017-2018,62
6.0,Sun,2017-09-24,20:45,Real Sociedad,Valencia,1.1,1.8,2–3,20266.0,Santiago Jaime,2017-2018,63
6.0,Mon,2017-09-25,21:00,Betis,Levante,2.2,0.4,4–0,48237.0,Pablo González,2017-2018,64
7.0,Fri,2017-09-29,21:00,Celta Vigo,Girona,2.3,1.4,3–3,16126.0,Pablo González,2017-2018,66
7.0,Sat,2017-09-30,13:00,La Coruña,Getafe,2.3,1.3,2–1,19323.0,Daniel Ask,2017-2018,67
7.0,Sat,2017-09-30,16:15,Sevilla,Málaga,2.2,0.4,2–0,34430.0,Daniel Trujillo,2017-2018,68
7.0,Sat,2017-09-30,18:30,Levante,Alavés,1.1,2.2,0–2,18528.0,David Fernández,2017-2018,69
7.0,Sat,2017-09-30,20:45,Leganés,Atlético Madrid,0.4,1.1,0–0,11454.0,Jesús Gil,2017-2018,70
7.0,Sun,2017-10-01,12:00,Real Sociedad,Betis,1.7,2.1,4–4,19669.0,Alfonso Álvarez,2017-2018,71
7.0,Sun,2017-10-01,18:30,Valencia,Athletic Club,2.6,2.2,3–2,42070.0,Alejandro Hernández,2017-2018,73
7.0,Sun,2017-10-01,18:30,Villarreal,Eibar,2.5,0.4,3–0,17090.0,Mario Melero,2017-2018,74
7.0,Sun,2017-10-01,20:45,Real Madrid,Espanyol,2.8,0.4,2–0,71205.0,José González,2017-2018,75
8.0,Fri,2017-10-13,21:00,Espanyol,Levante,2.4,0.9,0–0,19365.0,Alberto Undiano,2017-2018,77
8.0,Sat,2017-10-14,13:00,Athletic Club,Sevilla,1.2,2.3,1–0,40197.0,Ignacio Iglesias,2017-2018,78
8.0,Sat,2017-10-14,16:15,Getafe,Real Madrid,1.0,2.0,1–2,15350.0,Juan Martínez,2017-2018,79
8.0,Sat,2017-10-14,18:30,Alavés,Real Sociedad,0.6,0.8,0–2,19840.0,Hsu Jason,2017-2018,80
8.0,Sat,2017-10-14,20:45,Atlético Madrid,Barcelona,0.2,1.4,1–1,64393.0,Antonio Matéu Lahoz,2017-2018,81
8.0,Sun,2017-10-15,12:00,Eibar,La Coruña,0.6,0.6,0–0,5125.0,Santiago Jaime,2017-2018,82
8.0,Sun,2017-10-15,16:15,Girona,Villarreal,2.4,1.4,1–2,9935.0,Carlos del Cerro,2017-2018,83
8.0,Sun,2017-10-15,18:30,Málaga,Leganés,1.0,2.2,0–2,23951.0,José González,2017-2018,84
8.0,Sun,2017-10-15,20:45,Betis,Valencia,2.6,1.7,3–6,48792.0,José Sánchez,2017-2018,85
8.0,Mon,2017-10-16,20:00,Las Palmas,Celta Vigo,2.1,1.8,2–5,15799.0,David Medié,2017-2018,86
9.0,Sat,2017-10-21,13:00,Levante,Getafe,0.5,0.8,1–1,18064.0,Ricardo de Burgos,2017-2018,88
9.0,Sat,2017-10-21,16:15,Betis,Alavés,0.8,0.7,2–0,49243.0,Daniel Trujillo,2017-2018,89
9.0,Sat,2017-10-21,18:30,Valencia,Sevilla,2.2,0.8,4–0,44307.0,Daniel Ask,2017-2018,90
9.0,Sat,2017-10-21,20:45,Barcelona,Málaga,1.9,0.6,2–0,74397.0,Pablo González,2017-2018,91
9.0,Sun,2017-10-22,12:00,Villarreal,Las Palmas,2.7,0.9,4–0,16606.0,David Fernández,2017-2018,92
9.0,Sun,2017-10-22,16:15,Celta Vigo,Atlético Madrid,1.1,0.9,0–1,12978.0,José Munuera,2017-2018,93
9.0,Sun,2017-10-22,18:30,Leganés,Athletic Club,1.1,0.7,1–0,11454.0,Antonio Matéu Lahoz,2017-2018,94
9.0,Sun,2017-10-22,20:45,Real Madrid,Eibar,1.4,0.3,3–0,66781.0,Alfonso Álvarez,2017-2018,95
9.0,Mon,2017-10-23,20:00,Real Sociedad,Espanyol,1.3,0.5,1–1,18515.0,Mario Melero,2017-2018,96
9.0,Mon,2017-10-23,21:00,La Coruña,Girona,2.4,1.8,1–2,17463.0,Jesús Gil,2017-2018,97
10.0,Sat,2017-10-28,13:00,Alavés,Valencia,0.9,1.0,1–2,18638.0,José González,2017-2018,99
10.0,Sat,2017-10-28,18:30,Atlético Madrid,Villarreal,1.6,0.7,1–1,61421.0,Alberto Undiano,2017-2018,100
10.0,Sat,2017-10-28,20:45,Athletic Club,Barcelona,1.1,2.7,0–2,43570.0,Juan Martínez,2017-2018,101
10.0,Sat,2017-10-28,22:30,Sevilla,Leganés,1.7,1.2,2–1,32097.0,David Medié,2017-2018,102
10.0,Sun,2017-10-29,12:00,Getafe,Real Sociedad,2.2,1.2,2–1,11010.0,José Sánchez,2017-2018,103
10.0,Sun,2017-10-29,16:15,Girona,Real Madrid,2.2,1.5,2–1,13382.0,Alejandro Hernández,2017-2018,104
10.0,Sun,2017-10-29,18:30,Eibar,Levante,1.6,1.0,2–2,5131.0,Hsu Jason,2017-2018,105
10.0,Sun,2017-10-29,20:45,Málaga,Celta Vigo,1.9,1.2,2–1,19541.0,Santiago Jaime,2017-2018,106
10.0,Mon,2017-10-30,20:00,Las Palmas,La Coruña,0.6,1.7,1–3,14805.0,Carlos del Cerro,2017-2018,107
10.0,Mon,2017-10-30,21:00,Espanyol,Betis,0.9,0.4,1–0,17856.0,Ignacio Iglesias,2017-2018,108
11.0,Fri,2017-11-03,21:00,Betis,Getafe,1.3,0.8,2–2,42323.0,Antonio Matéu Lahoz,2017-2018,110
11.0,Sat,2017-11-04,13:00,Valencia,Leganés,2.2,1.2,3–0,39694.0,Ricardo de Burgos,2017-2018,111
11.0,Sat,2017-11-04,16:15,La Coruña,Atlético Madrid,0.6,0.5,0–1,22733.0,Alfonso Álvarez,2017-2018,112
11.0,Sat,2017-11-04,18:30,Alavés,Espanyol,0.7,0.9,1–0,19368.0,Pablo González,2017-2018,113
11.0,Sat,2017-11-04,20:45,Barcelona,Sevilla,2.1,0.6,2–1,70723.0,José González,2017-2018,114
11.0,Sun,2017-11-05,12:00,Levante,Girona,0.8,1.5,1–2,18324.0,José Munuera,2017-2018,115
11.0,Sun,2017-11-05,16:15,Celta Vigo,Athletic Club,1.0,0.9,3–1,19779.0,Jesús Gil,2017-2018,116
11.0,Sun,2017-11-05,18:30,Real Sociedad,Eibar,2.4,0.3,3–1,20387.0,Daniel Trujillo,2017-2018,117
11.0,Sun,2017-11-05,18:30,Villarreal,Málaga,1.2,0.5,2–0,17755.0,Daniel Ask,2017-2018,118
11.0,Sun,2017-11-05,20:45,Real Madrid,Las Palmas,2.2,0.2,3–0,67120.0,José Sánchez,2017-2018,119
12.0,Fri,2017-11-17,21:00,Girona,Real Sociedad,1.2,1.4,1–1,10136.0,Ignacio Iglesias,2017-2018,121
12.0,Sat,2017-11-18,13:00,Getafe,Alavés,3.2,0.8,4–1,10014.0,Santiago Jaime,2017-2018,122
12.0,Sat,2017-11-18,16:15,Leganés,Barcelona,1.5,2.6,0–3,11454.0,Alberto Undiano,2017-2018,123
12.0,Sat,2017-11-18,18:30,Sevilla,Celta Vigo,1.3,1.8,2–1,35030.0,Carlos del Cerro,2017-2018,124
12.0,Sat,2017-11-18,20:45,Atlético Madrid,Real Madrid,0.7,1.4,0–0,66496.0,David Fernández,2017-2018,125
12.0,Sun,2017-11-19,12:00,Málaga,La Coruña,1.8,1.2,3–2,24563.0,Juan Martínez,2017-2018,126
12.0,Sun,2017-11-19,16:15,Espanyol,Valencia,1.1,1.0,0–2,25529.0,Alejandro Hernández,2017-2018,127
12.0,Sun,2017-11-19,17:30,Las Palmas,Levante,0.8,0.9,0–2,26212.0,Mario Melero,2017-2018,128
12.0,Sun,2017-11-19,20:45,Athletic Club,Villarreal,1.0,1.4,1–1,36666.0,David Medié,2017-2018,129
12.0,Mon,2017-11-20,21:00,Eibar,Betis,2.2,0.8,5–0,4638.0,José González,2017-2018,130
13.0,Fri,2017-11-24,21:00,Celta Vigo,Leganés,1.8,0.8,1–0,10611.0,Alejandro Hernández,2017-2018,132
13.0,Sat,2017-11-25,13:00,Alavés,Eibar,0.4,1.0,1–2,19272.0,José Munuera,2017-2018,133
13.0,Sat,2017-11-25,16:15,Real Madrid,Málaga,2.9,0.6,3–2,75671.0,Jesús Gil,2017-2018,134
13.0,Sat,2017-11-25,18:30,Betis,Girona,1.1,1.6,2–2,45681.0,Carlos del Cerro,2017-2018,135
13.0,Sat,2017-11-25,20:45,Levante,Atlético Madrid,1.3,3.4,0–5,21549.0,Daniel Trujillo,2017-2018,136
13.0,Sun,2017-11-26,12:00,La Coruña,Athletic Club,1.8,1.7,2–2,20879.0,José González,2017-2018,137
13.0,Sun,2017-11-26,16:15,Real Sociedad,Las Palmas,2.2,1.9,2–2,19780.0,Pablo González,2017-2018,138
13.0,Sun,2017-11-26,18:30,Villarreal,Sevilla,2.1,1.6,2–3,18698.0,Hsu Jason,2017-2018,139
13.0,Sun,2017-11-26,20:45,Valencia,Barcelona,1.2,1.0,1–1,47775.0,Ignacio Iglesias,2017-2018,140
13.0,Mon,2017-11-27,21:00,Espanyol,Getafe,0.9,0.8,1–0,11756.0,Juan Martínez,2017-2018,141
14.0,Fri,2017-12-01,21:00,Málaga,Levante,1.0,0.5,0–0,17886.0,Ricardo de Burgos,2017-2018,143
14.0,Sat,2017-12-02,13:00,Barcelona,Celta Vigo,3.7,2.0,2–2,63208.0,Mario Melero,2017-2018,144
